species,gene,lam,k,rep
10,1,0,3,16
7,1,0,3,16
17,1,0,3,16
84,2,0,3,16
79,2,0,3,16
72,2,0,3,16
39,2,0,3,16
82,2,0,3,16
57,2,0,3,16
88,2,0,3,16
45,2,0,3,16
67,2,0,3,16
47,2,0,3,16
51,2,0,3,16
75,2,0,3,16
95,2,0,3,16
96,2,0,3,16
64,2,0,3,16
91,3,0,3,16
83,3,0,3,16
58,3,0,3,16
98,3,0,3,16
42,3,0,3,16
61,3,0,3,16
66,3,0,3,16
56,3,0,3,16
54,3,0,3,16
52,3,0,3,16
33,4,0,3,16
84,4,0,3,16
79,4,0,3,16
39,4,0,3,16
57,4,0,3,16
67,4,0,3,16
51,4,0,3,16
75,4,0,3,16
69,4,0,3,16
46,4,0,3,16
26,13,0,3,16
74,25,0,3,16
92,25,0,3,16
95,25,0,3,16
96,25,0,3,16
64,25,0,3,16
43,25,0,3,16
70,25,0,3,16
97,25,0,3,16
90,25,0,3,16
77,25,0,3,16
69,28,0,3,16
46,28,0,3,16
44,28,0,3,16
89,28,0,3,16
41,28,0,3,16
73,28,0,3,16
48,28,0,3,16
37,28,0,3,16
95,28,0,3,16
96,28,0,3,16
64,28,0,3,16
83,35,0,3,16
74,35,0,3,16
95,35,0,3,16
96,35,0,3,16
64,35,0,3,16
43,35,0,3,16
70,35,0,3,16
97,35,0,3,16
90,35,0,3,16
77,35,0,3,16
74,42,0,3,16
92,42,0,3,16
44,42,0,3,16
89,42,0,3,16
41,42,0,3,16
73,42,0,3,16
48,42,0,3,16
95,42,0,3,16
96,42,0,3,16
64,42,0,3,16
43,42,0,3,16
70,42,0,3,16
97,42,0,3,16
90,42,0,3,16
77,42,0,3,16
6,47,0,3,16
71,53,0,3,16
76,53,0,3,16
49,53,0,3,16
68,53,0,3,16
63,53,0,3,16
26,60,0,3,16
6,60,0,3,16
27,62,0,3,16
16,62,0,3,16
15,62,0,3,16
22,62,0,3,16
21,62,0,3,16
34,62,0,3,16
13,62,0,3,16
14,62,0,3,16
24,62,0,3,16
8,62,0,3,16
72,62,0,3,16
84,63,0,3,16
79,63,0,3,16
72,63,0,3,16
39,63,0,3,16
82,63,0,3,16
57,63,0,3,16
93,63,0,3,16
50,63,0,3,16
88,63,0,3,16
45,63,0,3,16
67,63,0,3,16
47,63,0,3,16
91,64,0,3,16
83,64,0,3,16
58,64,0,3,16
98,64,0,3,16
42,64,0,3,16
61,64,0,3,16
66,64,0,3,16
56,64,0,3,16
54,64,0,3,16
52,64,0,3,16
61,66,0,3,16
100,66,0,3,16
94,66,0,3,16
62,66,0,3,16
59,66,0,3,16
44,66,0,3,16
89,66,0,3,16
41,66,0,3,16
73,66,0,3,16
48,66,0,3,16
37,66,0,3,16
95,68,0,3,16
96,68,0,3,16
64,68,0,3,16
43,68,0,3,16
70,68,0,3,16
97,68,0,3,16
90,68,0,3,16
77,68,0,3,16
6,69,0,3,16
67,70,0,3,16
69,70,0,3,16
46,70,0,3,16
91,73,0,3,16
83,73,0,3,16
88,73,0,3,16
45,73,0,3,16
58,73,0,3,16
98,73,0,3,16
42,73,0,3,16
51,73,0,3,16
75,73,0,3,16
66,73,0,3,16
56,73,0,3,16
54,73,0,3,16
52,73,0,3,16
53,77,0,3,16
38,77,0,3,16
61,79,0,3,16
74,79,0,3,16
92,79,0,3,16
43,79,0,3,16
70,79,0,3,16
97,79,0,3,16
90,79,0,3,16
77,79,0,3,16
61,80,0,3,16
66,80,0,3,16
56,80,0,3,16
54,80,0,3,16
52,80,0,3,16
69,81,0,3,16
55,81,0,3,16
46,81,0,3,16
27,82,0,3,16
16,82,0,3,16
15,82,0,3,16
22,82,0,3,16
21,82,0,3,16
34,82,0,3,16
13,82,0,3,16
14,82,0,3,16
24,82,0,3,16
8,82,0,3,16
12,86,0,3,16
6,86,0,3,16
5,86,0,3,16
19,86,0,3,16
27,86,0,3,16
16,86,0,3,16
15,86,0,3,16
22,86,0,3,16
21,86,0,3,16
34,86,0,3,16
14,86,0,3,16
24,86,0,3,16
8,86,0,3,16
33,86,0,3,16
91,86,0,3,16
58,86,0,3,16
98,86,0,3,16
42,86,0,3,16
60,86,0,3,16
40,86,0,3,16
53,86,0,3,16
38,86,0,3,16
99,86,0,3,16
71,86,0,3,16
76,86,0,3,16
49,86,0,3,16
87,86,0,3,16
85,86,0,3,16
68,86,0,3,16
63,86,0,3,16
81,86,0,3,16
78,86,0,3,16
61,90,0,3,16
66,90,0,3,16
56,90,0,3,16
54,90,0,3,16
52,90,0,3,16
12,92,0,3,16
6,92,0,3,16
5,92,0,3,16
19,92,0,3,16
3,92,0,3,16
11,92,0,3,16
35,92,0,3,16
6,99,0,3,16
66,99,0,3,16
56,99,0,3,16
54,99,0,3,16
52,99,0,3,16
69,81,0.00001,3,16
46,81,0.00001,3,16
46,81,0.0001,3,16
46,81,0.001,3,16
2,92,0.001,3,16
15,27,0.01,3,16
47,27,0.01,3,16
76,27,0.01,3,16
72,62,0.01,3,16
61,80,100,3,16
66,80,100,3,16
56,80,100,3,16
55,10,true,3,16
2,62,true,3,16
2,79,true,3,16
61,80,true,3,16
66,80,true,3,16
