species,gene,lam,k,rep
17,21,0,3,45
41,23,0,3,45
4,29,0,3,45
30,29,0,3,45
30,36,0,3,45
58,44,0,3,45
40,44,0,3,45
18,44,0,3,45
54,44,0,3,45
69,44,0,3,45
93,57,0,3,45
88,57,0,3,45
96,57,0,3,45
99,57,0,3,45
92,57,0,3,45
86,57,0,3,45
97,57,0,3,45
90,57,0,3,45
94,57,0,3,45
4,59,0,3,45
30,59,0,3,45
4,62,0,3,45
30,62,0,3,45
38,63,0,3,45
44,83,0,3,45
42,88,0,3,45
72,88,0,3,45
31,88,0,3,45
47,88,0,3,45
83,88,0,3,45
22,94,0,3,45
17,21,0.00001,3,45
41,23,0.00001,3,45
64,24,0.00001,3,45
37,24,0.00001,3,45
25,24,0.00001,3,45
46,24,0.00001,3,45
4,29,0.00001,3,45
30,29,0.00001,3,45
30,36,0.00001,3,45
40,44,0.00001,3,45
18,44,0.00001,3,45
93,57,0.00001,3,45
88,57,0.00001,3,45
96,57,0.00001,3,45
4,59,0.00001,3,45
30,59,0.00001,3,45
25,60,0.00001,3,45
46,60,0.00001,3,45
4,62,0.00001,3,45
30,62,0.00001,3,45
25,75,0.00001,3,45
46,75,0.00001,3,45
81,75,0.00001,3,45
76,75,0.00001,3,45
9,75,0.00001,3,45
61,75,0.00001,3,45
10,75,0.00001,3,45
42,75,0.00001,3,45
72,75,0.00001,3,45
31,75,0.00001,3,45
47,75,0.00001,3,45
83,75,0.00001,3,45
17,75,0.00001,3,45
54,75,0.00001,3,45
44,75,0.00001,3,45
70,75,0.00001,3,45
62,75,0.00001,3,45
45,75,0.00001,3,45
59,75,0.00001,3,45
39,75,0.00001,3,45
84,75,0.00001,3,45
12,75,0.00001,3,45
21,75,0.00001,3,45
44,83,0.00001,3,45
42,88,0.00001,3,45
72,88,0.00001,3,45
31,88,0.00001,3,45
47,88,0.00001,3,45
64,93,0.00001,3,45
37,93,0.00001,3,45
25,93,0.00001,3,45
46,93,0.00001,3,45
56,93,0.00001,3,45
38,93,0.00001,3,45
14,93,0.00001,3,45
6,93,0.00001,3,45
81,93,0.00001,3,45
76,93,0.00001,3,45
44,93,0.00001,3,45
70,93,0.00001,3,45
62,93,0.00001,3,45
45,93,0.00001,3,45
22,94,0.00001,3,45
64,99,0.00001,3,45
37,99,0.00001,3,45
25,99,0.00001,3,45
46,99,0.00001,3,45
44,99,0.00001,3,45
25,100,0.00001,3,45
46,100,0.00001,3,45
41,23,0.0001,3,45
64,24,0.0001,3,45
37,24,0.0001,3,45
25,24,0.0001,3,45
46,24,0.0001,3,45
4,29,0.0001,3,45
30,29,0.0001,3,45
58,44,0.0001,3,45
40,44,0.0001,3,45
18,44,0.0001,3,45
44,54,0.0001,3,45
4,59,0.0001,3,45
30,59,0.0001,3,45
64,60,0.0001,3,45
37,60,0.0001,3,45
25,60,0.0001,3,45
46,60,0.0001,3,45
4,62,0.0001,3,45
30,62,0.0001,3,45
25,75,0.0001,3,45
46,75,0.0001,3,45
56,75,0.0001,3,45
81,75,0.0001,3,45
76,75,0.0001,3,45
9,75,0.0001,3,45
61,75,0.0001,3,45
10,75,0.0001,3,45
42,75,0.0001,3,45
72,75,0.0001,3,45
31,75,0.0001,3,45
47,75,0.0001,3,45
83,75,0.0001,3,45
63,75,0.0001,3,45
74,75,0.0001,3,45
20,75,0.0001,3,45
17,75,0.0001,3,45
54,75,0.0001,3,45
85,75,0.0001,3,45
69,75,0.0001,3,45
44,75,0.0001,3,45
70,75,0.0001,3,45
62,75,0.0001,3,45
45,75,0.0001,3,45
66,75,0.0001,3,45
59,75,0.0001,3,45
39,75,0.0001,3,45
84,75,0.0001,3,45
12,75,0.0001,3,45
21,75,0.0001,3,45
44,83,0.0001,3,45
9,88,0.0001,3,45
61,88,0.0001,3,45
42,88,0.0001,3,45
72,88,0.0001,3,45
31,88,0.0001,3,45
47,88,0.0001,3,45
83,88,0.0001,3,45
41,88,0.0001,3,45
13,88,0.0001,3,45
75,88,0.0001,3,45
66,88,0.0001,3,45
39,88,0.0001,3,45
84,88,0.0001,3,45
12,88,0.0001,3,45
21,88,0.0001,3,45
64,93,0.0001,3,45
37,93,0.0001,3,45
25,93,0.0001,3,45
46,93,0.0001,3,45
56,93,0.0001,3,45
38,93,0.0001,3,45
14,93,0.0001,3,45
6,93,0.0001,3,45
81,93,0.0001,3,45
76,93,0.0001,3,45
40,93,0.0001,3,45
18,93,0.0001,3,45
4,93,0.0001,3,45
30,93,0.0001,3,45
53,93,0.0001,3,45
78,93,0.0001,3,45
44,93,0.0001,3,45
70,93,0.0001,3,45
62,93,0.0001,3,45
45,93,0.0001,3,45
37,97,0.0001,3,45
52,97,0.0001,3,45
64,99,0.0001,3,45
37,99,0.0001,3,45
25,99,0.0001,3,45
10,99,0.0001,3,45
42,99,0.0001,3,45
72,99,0.0001,3,45
31,99,0.0001,3,45
47,99,0.0001,3,45
83,99,0.0001,3,45
41,99,0.0001,3,45
82,99,0.0001,3,45
15,99,0.0001,3,45
23,99,0.0001,3,45
13,99,0.0001,3,45
34,99,0.0001,3,45
26,99,0.0001,3,45
19,99,0.0001,3,45
44,99,0.0001,3,45
70,99,0.0001,3,45
64,100,0.0001,3,45
37,100,0.0001,3,45
25,100,0.0001,3,45
46,100,0.0001,3,45
58,100,0.0001,3,45
40,100,0.0001,3,45
18,100,0.0001,3,45
30,100,0.0001,3,45
81,5,0.001,3,45
76,5,0.001,3,45
66,5,0.001,3,45
37,31,0.001,3,45
46,31,0.001,3,45
4,59,0.001,3,45
30,59,0.001,3,45
64,60,0.001,3,45
37,60,0.001,3,45
25,60,0.001,3,45
46,60,0.001,3,45
9,75,0.001,3,45
61,75,0.001,3,45
58,75,0.001,3,45
10,75,0.001,3,45
42,75,0.001,3,45
72,75,0.001,3,45
31,75,0.001,3,45
47,75,0.001,3,45
83,75,0.001,3,45
62,75,0.001,3,45
45,75,0.001,3,45
59,75,0.001,3,45
39,75,0.001,3,45
84,75,0.001,3,45
12,75,0.001,3,45
