species,gene,lam,k,rep
97,3,0,3,19
97,6,0,3,19
59,10,0,3,19
28,10,0,3,19
77,20,0,3,19
97,55,0,3,19
49,100,0,3,19
97,3,0.00001,3,19
97,6,0.00001,3,19
59,10,0.00001,3,19
28,10,0.00001,3,19
77,20,0.00001,3,19
29,48,0.00001,3,19
97,55,0.00001,3,19
97,73,0.00001,3,19
49,100,0.00001,3,19
97,3,0.0001,3,19
97,6,0.0001,3,19
59,10,0.0001,3,19
28,10,0.0001,3,19
43,37,0.0001,3,19
82,37,0.0001,3,19
97,55,0.0001,3,19
49,100,0.0001,3,19
49,100,0.001,3,19
93,7,0.1,3,19
56,7,0.1,3,19
0,17,0.1,3,19
32,34,1,3,19
19,34,1,3,19
7,34,1,3,19
