species,gene,lam,k,rep,error
0,5,0,3,08,200
43,5,0,3,08,200
61,5,0,3,08,200
17,5,0,3,08,200
93,6,0,3,08,200
79,6,0,3,08,200
22,8,0,3,08,200
27,9,0,3,08,200
27,12,0,3,08,200
53,14,0,3,08,200
18,14,0,3,08,200
78,14,0,3,08,200
43,14,0,3,08,200
61,14,0,3,08,200
59,14,0,3,08,200
12,17,0,3,08,200
8,17,0,3,08,200
25,17,0,3,08,200
93,17,0,3,08,200
46,19,0,3,08,200
48,21,0,3,08,200
9,23,0,3,08,200
17,24,0,3,08,200
48,27,0,3,08,200
100,31,0,3,08,200
10,32,0,3,08,200
96,32,0,3,08,200
69,32,0,3,08,200
3,34,0,3,08,200
27,34,0,3,08,200
17,34,0,3,08,200
48,34,0,3,08,200
100,34,0,3,08,200
16,34,0,3,08,200
34,37,0,3,08,200
47,37,0,3,08,200
27,37,0,3,08,200
13,41,0,3,08,200
18,41,0,3,08,200
30,41,0,3,08,200
87,42,0,3,08,200
23,42,0,3,08,200
93,43,0,3,08,200
79,43,0,3,08,200
84,43,0,3,08,200
89,44,0,3,08,200
12,44,0,3,08,200
8,44,0,3,08,200
1,44,0,3,08,200
44,45,0,3,08,200
93,45,0,3,08,200
62,45,0,3,08,200
79,45,0,3,08,200
34,46,0,3,08,200
47,46,0,3,08,200
0,46,0,3,08,200
71,46,0,3,08,200
57,46,0,3,08,200
92,46,0,3,08,200
66,46,0,3,08,200
27,46,0,3,08,200
21,48,0,3,08,200
65,52,0,3,08,200
59,52,0,3,08,200
12,54,0,3,08,200
8,54,0,3,08,200
22,54,0,3,08,200
1,54,0,3,08,200
16,54,0,3,08,200
6,57,0,3,08,200
5,57,0,3,08,200
29,57,0,3,08,200
65,61,0,3,08,200
59,61,0,3,08,200
79,62,0,3,08,200
3,62,0,3,08,200
17,62,0,3,08,200
100,62,0,3,08,200
84,66,0,3,08,200
6,66,0,3,08,200
5,66,0,3,08,200
11,66,0,3,08,200
69,66,0,3,08,200
29,66,0,3,08,200
3,66,0,3,08,200
27,66,0,3,08,200
100,66,0,3,08,200
18,68,0,3,08,200
79,73,0,3,08,200
48,74,0,3,08,200
100,74,0,3,08,200
16,74,0,3,08,200
17,75,0,3,08,200
45,77,0,3,08,200
41,77,0,3,08,200
3,77,0,3,08,200
17,77,0,3,08,200
79,80,0,3,08,200
69,80,0,3,08,200
27,93,0,3,08,200
0,94,0,3,08,200
