species,gene,lam,k
Gallus_gallus,89,0.00001,3
Hofstenia_miamia,239,0.00001,3
Homo_sapiens,221,0.00001,3
Homo_sapiens,280,0.00001,3
Mnemiopsis_leidyi,357,0.00001,3
Nematostella_vectensis,94,0.00001,3
Peripatopsis_capensis,120,0.00001,3
Peripatopsis_capensis,189,0.00001,3
Peripatopsis_capensis,224,0.00001,3
Peripatopsis_capensis,369,0.00001,3
Phoronis_vancouverensis,192,0.00001,3
Phoronis_vancouverensis,359,0.00001,3
Phoronis_vancouverensis,372,0.00001,3
Priapulus_sp,113,0.00001,3
Priapulus_sp,152,0.00001,3
Priapulus_sp,168,0.00001,3
Priapulus_sp,171,0.00001,3
Priapulus_sp,196,0.00001,3
Priapulus_sp,217,0.00001,3
Priapulus_sp,377,0.00001,3
Priapulus_sp,60,0.00001,3
Xenoturbella_bocki,370,0.00001,3
Xenoturbella_profundus,387,0.00001,3
Amphimedon_queenslandica,381,0.0001,3
Amphimedon_queenslandica,96,0.0001,3
Baseodiscus_unicolor,122,0.0001,3
Baseodiscus_unicolor,23,0.0001,3
Baseodiscus_unicolor,306,0.0001,3
Baseodiscus_unicolor,323,0.0001,3
Baseodiscus_unicolor,347,0.0001,3
Baseodiscus_unicolor,36,0.0001,3
Baseodiscus_unicolor,67,0.0001,3
Capitella_teleta,11,0.0001,3
Capitella_teleta,112,0.0001,3
Capitella_teleta,117,0.0001,3
Capitella_teleta,147,0.0001,3
Capitella_teleta,245,0.0001,3
Capitella_teleta,289,0.0001,3
Capitella_teleta,319,0.0001,3
Capitella_teleta,391,0.0001,3
Capitella_teleta,52,0.0001,3
Capitella_teleta,98,0.0001,3
Ciona_intestinalis,179,0.0001,3
Drosophila_melanogaster,189,0.0001,3
Drosophila_melanogaster,212,0.0001,3
Drosophila_melanogaster,72,0.0001,3
Gallus_gallus,18,0.0001,3
Gallus_gallus,221,0.0001,3
Gallus_gallus,280,0.0001,3
Gallus_gallus,89,0.0001,3
Hofstenia_miamia,239,0.0001,3
Homo_sapiens,221,0.0001,3
Homo_sapiens,280,0.0001,3
Loxosoma_pectinaricola,181,0.0001,3
Loxosoma_pectinaricola,185,0.0001,3
Loxosoma_pectinaricola,19,0.0001,3
Loxosoma_pectinaricola,294,0.0001,3
Mnemiopsis_leidyi,357,0.0001,3
Nematostella_vectensis,94,0.0001,3
Peripatopsis_capensis,120,0.0001,3
Peripatopsis_capensis,189,0.0001,3
Peripatopsis_capensis,224,0.0001,3
Peripatopsis_capensis,369,0.0001,3
Phoronis_vancouverensis,192,0.0001,3
Phoronis_vancouverensis,359,0.0001,3
Phoronis_vancouverensis,372,0.0001,3
Priapulus_sp,113,0.0001,3
Priapulus_sp,152,0.0001,3
Priapulus_sp,168,0.0001,3
Priapulus_sp,171,0.0001,3
Priapulus_sp,196,0.0001,3
Priapulus_sp,212,0.0001,3
Priapulus_sp,217,0.0001,3
Priapulus_sp,60,0.0001,3
Xenoturbella_bocki,370,0.0001,3
Xenoturbella_profundus,387,0.0001,3
Amphimedon_queenslandica,295,0.001,3
Amphimedon_queenslandica,96,0.001,3
Baseodiscus_unicolor,122,0.001,3
Baseodiscus_unicolor,23,0.001,3
Baseodiscus_unicolor,294,0.001,3
Baseodiscus_unicolor,306,0.001,3
Baseodiscus_unicolor,323,0.001,3
Baseodiscus_unicolor,36,0.001,3
Baseodiscus_unicolor,67,0.001,3
Branchiostoma_floridae,152,0.001,3
Capitella_teleta,11,0.001,3
Capitella_teleta,112,0.001,3
Capitella_teleta,117,0.001,3
Capitella_teleta,147,0.001,3
Capitella_teleta,245,0.001,3
Capitella_teleta,289,0.001,3
Capitella_teleta,30,0.001,3
Capitella_teleta,319,0.001,3
Capitella_teleta,391,0.001,3
Capitella_teleta,52,0.001,3
Capitella_teleta,98,0.001,3
Ciona_intestinalis,179,0.001,3
Drosophila_melanogaster,189,0.001,3
Drosophila_melanogaster,212,0.001,3
Drosophila_melanogaster,72,0.001,3
Gallus_gallus,18,0.001,3
Gallus_gallus,221,0.001,3
Gallus_gallus,280,0.001,3
Hofstenia_miamia,239,0.001,3
Homo_sapiens,221,0.001,3
Homo_sapiens,280,0.001,3
Homo_sapiens,318,0.001,3
Loxosoma_pectinaricola,12,0.001,3
Loxosoma_pectinaricola,178,0.001,3
Loxosoma_pectinaricola,181,0.001,3
Loxosoma_pectinaricola,185,0.001,3
Loxosoma_pectinaricola,187,0.001,3
Loxosoma_pectinaricola,19,0.001,3
Loxosoma_pectinaricola,199,0.001,3
Loxosoma_pectinaricola,249,0.001,3
Loxosoma_pectinaricola,294,0.001,3
Loxosoma_pectinaricola,33,0.001,3
Loxosoma_pectinaricola,373,0.001,3
Macrodasys_sp,228,0.001,3
Mnemiopsis_leidyi,357,0.001,3
Nematostella_vectensis,94,0.001,3
Peripatopsis_capensis,120,0.001,3
Peripatopsis_capensis,122,0.001,3
Peripatopsis_capensis,189,0.001,3
Peripatopsis_capensis,215,0.001,3
Peripatopsis_capensis,224,0.001,3
Peripatopsis_capensis,369,0.001,3
Phoronis_vancouverensis,192,0.001,3
Phoronis_vancouverensis,359,0.001,3
Phoronis_vancouverensis,372,0.001,3
Phoronis_vancouverensis,95,0.001,3
Priapulus_sp,113,0.001,3
Priapulus_sp,152,0.001,3
Priapulus_sp,168,0.001,3
Priapulus_sp,171,0.001,3
Priapulus_sp,196,0.001,3
Priapulus_sp,212,0.001,3
Priapulus_sp,217,0.001,3
Priapulus_sp,369,0.001,3
Priapulus_sp,60,0.001,3
Xenoturbella_bocki,370,0.001,3
Xenoturbella_profundus,387,0.001,3
Baseodiscus_unicolor,294,0.01,3
Baseodiscus_unicolor,323,0.01,3
Capitella_teleta,112,0.01,3
Capitella_teleta,245,0.01,3
Capitella_teleta,289,0.01,3
Capitella_teleta,319,0.01,3
Ciona_intestinalis,179,0.01,3
Drosophila_melanogaster,189,0.01,3
Gallus_gallus,18,0.01,3
Gallus_gallus,302,0.01,3
Homo_sapiens,302,0.01,3
Homo_sapiens,318,0.01,3
Loxosoma_pectinaricola,19,0.01,3
Loxosoma_pectinaricola,373,0.01,3
Nematostella_vectensis,94,0.01,3
Peripatopsis_capensis,120,0.01,3
Peripatopsis_capensis,224,0.01,3
Phoronis_vancouverensis,192,0.01,3
Priapulus_sp,113,0.01,3
Priapulus_sp,152,0.01,3
Priapulus_sp,196,0.01,3
Priapulus_sp,60,0.01,3
Trichoplax_adhaerens,264,0.01,3
Xenoturbella_bocki,370,0.01,3
Anneissia_japonica,114,0.1,3
Baseodiscus_unicolor,323,0.1,3
Homo_sapiens,318,0.1,3
Peripatopsis_capensis,224,0.1,3
Strongylocentrotus_purpuratus,114,0.1,3
Xenoturbella_bocki,370,0.1,3
Baseodiscus_unicolor,323,1,3
Gallus_gallus,94,1,3
Homo_sapiens,318,1,3
Peripatopsis_capensis,224,1,3
Baseodiscus_unicolor,323,10,3
Drosophila_melanogaster,106,10,3
Drosophila_melanogaster,114,10,3
Drosophila_melanogaster,64,10,3
Gallus_gallus,286,10,3
Gallus_gallus,291,10,3
Gnathostomula_paradoxa,1,10,3
Homo_sapiens,2,10,3
Peripatopsis_capensis,224,10,3
Saccoglossus_kowalevskii,283,10,3
Baseodiscus_unicolor,323,100,3
Ciona_intestinalis,183,100,3
Drosophila_melanogaster,106,100,3
Drosophila_melanogaster,114,100,3
Drosophila_melanogaster,64,100,3
Gallus_gallus,286,100,3
Gallus_gallus,291,100,3
Gnathostomula_paradoxa,1,100,3
Homo_sapiens,2,100,3
Homo_sapiens,345,100,3
Homo_sapiens,378,100,3
Mnemiopsis_leidyi,225,100,3
Peripatopsis_capensis,224,100,3
Saccoglossus_kowalevskii,283,100,3
Adineta_ricciae,191,true,3
Amphimedon_queenslandica,381,true,3
Baseodiscus_unicolor,323,true,3
Ciona_intestinalis,183,true,3
Drosophila_melanogaster,106,true,3
Drosophila_melanogaster,114,true,3
Drosophila_melanogaster,64,true,3
Gallus_gallus,286,true,3
Gallus_gallus,291,true,3
Gnathostomula_paradoxa,1,true,3
Gnathostomula_paradoxa,305,true,3
Hofstenia_miamia,152,true,3
Homo_sapiens,345,true,3
Homo_sapiens,378,true,3
Macrodasys_sp,191,true,3
Mnemiopsis_leidyi,152,true,3
Mnemiopsis_leidyi,225,true,3
Mnemiopsis_leidyi,348,true,3
Peripatopsis_capensis,224,true,3
Saccoglossus_kowalevskii,283,true,3
Trichoplax_adhaerens,152,true,3
