gene,species,lam
88,Capitella_teleta,0.0001
89,Capitella_teleta,0.0001
89,Gallus_gallus,0.0001
94,Capitella_teleta,0.0001
94,Nematostella_vectensis,0.0001
96,Amphimedon_queenslandica,0.0001
96,Baseodiscus_unicolor,0.0001
97,Priapulus_sp,0.0001
98,Xenoturbella_bocki,0.0001
98,Capitella_teleta,0.0001
99,Capitella_teleta,0.0001
102,Capitella_teleta,0.0001
103,Xenoturbella_bocki,0.0001
103,Capitella_teleta,0.0001
106,Capitella_teleta,0.0001
107,Capitella_teleta,0.0001
112,Capitella_teleta,0.0001
113,Priapulus_sp,0.0001
114,Capitella_teleta,0.0001
115,Capitella_teleta,0.0001
116,Xenoturbella_bocki,0.0001
117,Capitella_teleta,0.0001
118,Capitella_teleta,0.0001
118,Priapulus_sp,0.0001
120,Peripatopsis_capensis,0.0001
122,Baseodiscus_unicolor,0.0001
127,Mnemiopsis_leidyi,0.0001
129,Capitella_teleta,0.0001
130,Capitella_teleta,0.0001
132,Adineta_ricciae,0.0001
132,Capitella_teleta,0.0001
133,Xenoturbella_bocki,0.0001
134,Xenoturbella_bocki,0.0001
135,Capitella_teleta,0.0001
142,Capitella_teleta,0.0001
143,Xenoturbella_bocki,0.0001
145,Capitella_teleta,0.0001
147,Capitella_teleta,0.0001
149,Capitella_teleta,0.0001
152,Priapulus_sp,0.0001
153,Capitella_teleta,0.0001
157,Capitella_teleta,0.0001
158,Capitella_teleta,0.0001
159,Capitella_teleta,0.0001
162,Capitella_teleta,0.0001
168,Priapulus_sp,0.0001
171,Adineta_ricciae,0.0001
171,Capitella_teleta,0.0001
171,Priapulus_sp,0.0001
173,Capitella_teleta,0.0001
174,Xenoturbella_bocki,0.0001
175,Capitella_teleta,0.0001
176,Capitella_teleta,0.0001
177,Xenoturbella_bocki,0.0001
178,Loxosoma_pectinaricola,0.0001
179,Ciona_intestinalis,0.0001
181,Capitella_teleta,0.0001
182,Xenoturbella_bocki,0.0001
183,Capitella_teleta,0.0001
185,Loxosoma_pectinaricola,0.0001
187,Loxosoma_pectinaricola,0.0001
188,Capitella_teleta,0.0001
189,Drosophila_melanogaster,0.0001
189,Capitella_teleta,0.0001
189,Peripatopsis_capensis,0.0001
192,Phoronis_vancouverensis,0.0001
193,Baseodiscus_unicolor,0.0001
195,Capitella_teleta,0.0001
196,Xenoturbella_bocki,0.0001
196,Capitella_teleta,0.0001
196,Priapulus_sp,0.0001
198,Capitella_teleta,0.0001
199,Loxosoma_pectinaricola,0.0001
200,Capitella_teleta,0.0001
203,Capitella_teleta,0.0001
204,Capitella_teleta,0.0001
210,Baseodiscus_unicolor,0.0001
212,Drosophila_melanogaster,0.0001
212,Priapulus_sp,0.0001
213,Xenoturbella_bocki,0.0001
215,Capitella_teleta,0.0001
217,Priapulus_sp,0.0001
218,Capitella_teleta,0.0001
219,Capitella_teleta,0.0001
220,Loxosoma_pectinaricola,0.0001
221,Gallus_gallus,0.0001
224,Peripatopsis_capensis,0.0001
225,Baseodiscus_unicolor,0.0001
226,Capitella_teleta,0.0001
228,Capitella_teleta,0.0001
230,Loxosoma_pectinaricola,0.0001
231,Capitella_teleta,0.0001
234,Capitella_teleta,0.0001
235,Xenoturbella_bocki,0.0001
235,Capitella_teleta,0.0001
236,Gallus_gallus,0.0001
239,Capitella_teleta,0.0001
240,Capitella_teleta,0.0001
245,Capitella_teleta,0.0001
246,Capitella_teleta,0.0001
246,Priapulus_sp,0.0001
247,Capitella_teleta,0.0001
249,Loxosoma_pectinaricola,0.0001
250,Capitella_teleta,0.0001
251,Capitella_teleta,0.0001
254,Capitella_teleta,0.0001
255,Capitella_teleta,0.0001
257,Capitella_teleta,0.0001
260,Loxosoma_pectinaricola,0.0001
261,Xenoturbella_bocki,0.0001
262,Xenoturbella_bocki,0.0001
269,Capitella_teleta,0.0001
274,Capitella_teleta,0.0001
276,Xenoturbella_bocki,0.0001
280,Gallus_gallus,0.0001
281,Capitella_teleta,0.0001
282,Capitella_teleta,0.0001
286,Capitella_teleta,0.0001
289,Xenoturbella_bocki,0.0001
289,Capitella_teleta,0.0001
293,Capitella_teleta,0.0001
294,Loxosoma_pectinaricola,0.0001
294,Baseodiscus_unicolor,0.0001
296,Capitella_teleta,0.0001
297,Capitella_teleta,0.0001
298,Capitella_teleta,0.0001
299,Capitella_teleta,0.0001
300,Capitella_teleta,0.0001
301,Capitella_teleta,0.0001
306,Baseodiscus_unicolor,0.0001
309,Xenoturbella_bocki,0.0001
311,Capitella_teleta,0.0001
312,Capitella_teleta,0.0001
315,Capitella_teleta,0.0001
316,Baseodiscus_unicolor,0.0001
319,Capitella_teleta,0.0001
321,Capitella_teleta,0.0001
322,Capitella_teleta,0.0001
323,Baseodiscus_unicolor,0.0001
326,Xenoturbella_bocki,0.0001
328,Xenoturbella_bocki,0.0001
331,Capitella_teleta,0.0001
339,Capitella_teleta,0.0001
341,Capitella_teleta,0.0001
342,Capitella_teleta,0.0001
345,Capitella_teleta,0.0001
346,Capitella_teleta,0.0001
346,Homo_sapiens,0.0001
347,Baseodiscus_unicolor,0.0001
349,Capitella_teleta,0.0001
351,Loxosoma_pectinaricola,0.0001
355,Capitella_teleta,0.0001
357,Mnemiopsis_leidyi,0.0001
357,Baseodiscus_unicolor,0.0001
358,Capitella_teleta,0.0001
359,Phoronis_vancouverensis,0.0001
360,Capitella_teleta,0.0001
363,Capitella_teleta,0.0001
366,Capitella_teleta,0.0001
367,Capitella_teleta,0.0001
368,Priapulus_sp,0.0001
369,Priapulus_sp,0.0001
370,Xenoturbella_bocki,0.0001
371,Capitella_teleta,0.0001
372,Capitella_teleta,0.0001
372,Phoronis_vancouverensis,0.0001
373,Loxosoma_pectinaricola,0.0001
374,Xenoturbella_bocki,0.0001
377,Priapulus_sp,0.0001
379,Xenoturbella_bocki,0.0001
381,Amphimedon_queenslandica,0.0001
381,Capitella_teleta,0.0001
387,Xenoturbella_bocki,0.0001
388,Xenoturbella_bocki,0.0001
391,Capitella_teleta,0.0001
12,Loxosoma_pectinaricola,0.0001
18,Loxosoma_pectinaricola,0.0001
55,Loxosoma_pectinaricola,0.0001
58,Loxosoma_pectinaricola,0.0001
65,Loxosoma_pectinaricola,0.0001
97,Amphimedon_queenslandica,0.0001
101,Loxosoma_pectinaricola,0.0001
104,Macrodasys_sp,0.0001
108,Loxosoma_pectinaricola,0.0001
114,Anneissia_japonica,0.0001
115,Adineta_ricciae,0.0001
118,Loxosoma_pectinaricola,0.0001
122,Peripatopsis_capensis,0.0001
123,Mnemiopsis_leidyi,0.0001
124,Macrodasys_sp,0.0001
133,Adineta_ricciae,0.0001
134,Loxosoma_pectinaricola,0.0001
141,Adineta_ricciae,0.0001
150,Lottia_gigantea,0.0001
152,Branchiostoma_floridae,0.0001
154,Priapulus_sp,0.0001
155,Gnathostomula_paradoxa,0.0001
160,Adineta_ricciae,0.0001
160,Priapulus_sp,0.0001
164,Gallus_gallus,0.0001
166,Loxosoma_pectinaricola,0.0001
168,Hofstenia_miamia,0.0001
171,Mnemiopsis_leidyi,0.0001
172,Homo_sapiens,0.0001
173,Adineta_ricciae,0.0001
181,Loxosoma_pectinaricola,0.0001
195,Adineta_ricciae,0.0001
204,Baseodiscus_unicolor,0.0001
206,Macrodasys_sp,0.0001
206,Loxosoma_pectinaricola,0.0001
210,Loxosoma_pectinaricola,0.0001
211,Adineta_ricciae,0.0001
215,Baseodiscus_unicolor,0.0001
221,Homo_sapiens,0.0001
228,Macrodasys_sp,0.0001
228,Loxosoma_pectinaricola,0.0001
229,Adineta_ricciae,0.0001
235,Mnemiopsis_leidyi,0.0001
239,Hofstenia_miamia,0.0001
241,Macrodasys_sp,0.0001
246,Trichoplax_adhaerens,0.0001
269,Peripatopsis_capensis,0.0001
278,Loxosoma_pectinaricola,0.0001
280,Homo_sapiens,0.0001
285,Loxosoma_pectinaricola,0.0001
290,Lottia_gigantea,0.0001
301,Macrodasys_sp,0.0001
305,Mnemiopsis_leidyi,0.0001
337,Loxosoma_pectinaricola,0.0001
340,Peripatopsis_capensis,0.0001
345,Homo_sapiens,0.0001
353,Drosophila_melanogaster,0.0001
357,Loxosoma_pectinaricola,0.0001
359,Peripatopsis_capensis,0.0001
364,Adineta_ricciae,0.0001
369,Peripatopsis_capensis,0.0001
371,Adineta_ricciae,0.0001
386,Adineta_ricciae,0.0001
387,Xenoturbella_profundus,0.0001
1,Mnemiopsis_leidyi,0.0001
1,Adineta_ricciae,0.0001
1,Loxosoma_pectinaricola,0.0001
6,Macrodasys_sp,0.0001
34,Adineta_ricciae,0.0001
48,Macrodasys_sp,0.0001
49,Loxosoma_pectinaricola,0.0001
55,Mnemiopsis_leidyi,0.0001
60,Adineta_ricciae,0.0001
69,Macrodasys_sp,0.0001
74,Macrodasys_sp,0.0001
81,Adineta_ricciae,0.0001
85,Gnathostomula_paradoxa,0.0001
85,Priapulus_sp,0.0001
94,Priapulus_sp,0.0001
96,Loxosoma_pectinaricola,0.0001
111,Gallus_gallus,0.0001
113,Gnathostomula_paradoxa,0.0001
118,Baseodiscus_unicolor,0.0001
135,Macrodasys_sp,0.0001
159,Gallus_gallus,0.0001
168,Loxosoma_pectinaricola,0.0001
169,Anneissia_japonica,0.0001
180,Drosophila_melanogaster,0.0001
192,Loxosoma_pectinaricola,0.0001
209,Macrodasys_sp,0.0001
210,Macrodasys_sp,0.0001
215,Peripatopsis_capensis,0.0001
223,Branchiostoma_floridae,0.0001
224,Gallus_gallus,0.0001
227,Macrodasys_sp,0.0001
233,Macrodasys_sp,0.0001
234,Macrodasys_sp,0.0001
234,Loxosoma_pectinaricola,0.0001
250,Macrodasys_sp,0.0001
262,Amphimedon_queenslandica,0.0001
268,Gallus_gallus,0.0001
269,Priapulus_sp,0.0001
271,Adineta_ricciae,0.0001
285,Macrodasys_sp,0.0001
291,Mnemiopsis_leidyi,0.0001
293,Macrodasys_sp,0.0001
306,Gnathostomula_paradoxa,0.0001
307,Loxosoma_pectinaricola,0.0001
337,Macrodasys_sp,0.0001
347,Macrodasys_sp,0.0001
352,Macrodasys_sp,0.0001
354,Adineta_ricciae,0.0001
374,Priapulus_sp,0.0001
379,Xenoturbella_profundus,0.0001
385,Peripatopsis_capensis,0.0001
22,Macrodasys_sp,0.0001
36,Macrodasys_sp,0.0001
55,Hofstenia_miamia,0.0001
67,Macrodasys_sp,0.0001
85,Drosophila_melanogaster,0.0001
111,Homo_sapiens,0.0001
121,Homo_sapiens,0.0001
129,Gallus_gallus,0.0001
160,Drosophila_melanogaster,0.0001
172,Gallus_gallus,0.0001
201,Priapulus_sp,0.0001
214,Priapulus_sp,0.0001
224,Homo_sapiens,0.0001
245,Macrodasys_sp,0.0001
326,Macrodasys_sp,0.0001
356,Priapulus_sp,0.0001
41,Gallus_gallus,0.0001
71,Loxosoma_pectinaricola,0.0001
80,Priapulus_sp,0.0001
91,Amphimedon_queenslandica,0.0001
110,Gnathostomula_paradoxa,0.0001
121,Baseodiscus_unicolor,0.0001
129,Homo_sapiens,0.0001
145,Gnathostomula_paradoxa,0.0001
268,Homo_sapiens,0.0001
41,Homo_sapiens,0.0001
1,Capitella_teleta,0.001
2,Capitella_teleta,0.001
5,Capitella_teleta,0.001
11,Capitella_teleta,0.001
12,Loxosoma_pectinaricola,0.001
16,Capitella_teleta,0.001
18,Adineta_ricciae,0.001
18,Gallus_gallus,0.001
19,Loxosoma_pectinaricola,0.001
19,Baseodiscus_unicolor,0.001
20,Capitella_teleta,0.001
23,Baseodiscus_unicolor,0.001
30,Capitella_teleta,0.001
31,Capitella_teleta,0.001
33,Loxosoma_pectinaricola,0.001
34,Capitella_teleta,0.001
36,Baseodiscus_unicolor,0.001
39,Capitella_teleta,0.001
41,Capitella_teleta,0.001
47,Capitella_teleta,0.001
49,Gnathostomula_paradoxa,0.001
50,Capitella_teleta,0.001
52,Adineta_ricciae,0.001
52,Capitella_teleta,0.001
56,Loxosoma_pectinaricola,0.001
59,Capitella_teleta,0.001
60,Capitella_teleta,0.001
60,Priapulus_sp,0.001
67,Baseodiscus_unicolor,0.001
70,Capitella_teleta,0.001
72,Capitella_teleta,0.001
73,Capitella_teleta,0.001
78,Capitella_teleta,0.001
79,Capitella_teleta,0.001
80,Capitella_teleta,0.001
84,Xenoturbella_bocki,0.001
88,Capitella_teleta,0.001
89,Capitella_teleta,0.001
89,Gallus_gallus,0.001
94,Capitella_teleta,0.001
94,Priapulus_sp,0.001
94,Nematostella_vectensis,0.001
95,Phoronis_vancouverensis,0.001
96,Amphimedon_queenslandica,0.001
96,Baseodiscus_unicolor,0.001
97,Priapulus_sp,0.001
98,Xenoturbella_bocki,0.001
98,Capitella_teleta,0.001
99,Capitella_teleta,0.001
102,Capitella_teleta,0.001
103,Xenoturbella_bocki,0.001
103,Capitella_teleta,0.001
106,Capitella_teleta,0.001
107,Capitella_teleta,0.001
108,Loxosoma_pectinaricola,0.001
112,Capitella_teleta,0.001
113,Priapulus_sp,0.001
114,Capitella_teleta,0.001
115,Capitella_teleta,0.001
116,Xenoturbella_bocki,0.001
117,Capitella_teleta,0.001
118,Loxosoma_pectinaricola,0.001
118,Priapulus_sp,0.001
120,Peripatopsis_capensis,0.001
122,Baseodiscus_unicolor,0.001
122,Peripatopsis_capensis,0.001
124,Macrodasys_sp,0.001
127,Mnemiopsis_leidyi,0.001
129,Capitella_teleta,0.001
130,Capitella_teleta,0.001
132,Adineta_ricciae,0.001
132,Capitella_teleta,0.001
133,Adineta_ricciae,0.001
133,Xenoturbella_bocki,0.001
134,Xenoturbella_bocki,0.001
135,Capitella_teleta,0.001
136,Xenoturbella_bocki,0.001
141,Adineta_ricciae,0.001
142,Capitella_teleta,0.001
143,Xenoturbella_bocki,0.001
145,Capitella_teleta,0.001
147,Capitella_teleta,0.001
149,Capitella_teleta,0.001
152,Priapulus_sp,0.001
157,Capitella_teleta,0.001
159,Capitella_teleta,0.001
162,Capitella_teleta,0.001
168,Priapulus_sp,0.001
171,Capitella_teleta,0.001
171,Priapulus_sp,0.001
173,Adineta_ricciae,0.001
173,Capitella_teleta,0.001
174,Xenoturbella_bocki,0.001
175,Capitella_teleta,0.001
176,Capitella_teleta,0.001
177,Xenoturbella_bocki,0.001
178,Loxosoma_pectinaricola,0.001
179,Ciona_intestinalis,0.001
181,Capitella_teleta,0.001
182,Xenoturbella_bocki,0.001
183,Capitella_teleta,0.001
185,Loxosoma_pectinaricola,0.001
187,Loxosoma_pectinaricola,0.001
188,Capitella_teleta,0.001
189,Drosophila_melanogaster,0.001
189,Capitella_teleta,0.001
189,Peripatopsis_capensis,0.001
192,Phoronis_vancouverensis,0.001
193,Baseodiscus_unicolor,0.001
195,Capitella_teleta,0.001
196,Xenoturbella_bocki,0.001
196,Capitella_teleta,0.001
196,Priapulus_sp,0.001
198,Capitella_teleta,0.001
199,Loxosoma_pectinaricola,0.001
200,Capitella_teleta,0.001
203,Capitella_teleta,0.001
204,Capitella_teleta,0.001
211,Adineta_ricciae,0.001
212,Drosophila_melanogaster,0.001
212,Priapulus_sp,0.001
213,Xenoturbella_bocki,0.001
215,Capitella_teleta,0.001
215,Peripatopsis_capensis,0.001
217,Priapulus_sp,0.001
218,Capitella_teleta,0.001
219,Capitella_teleta,0.001
220,Loxosoma_pectinaricola,0.001
221,Gallus_gallus,0.001
224,Peripatopsis_capensis,0.001
226,Capitella_teleta,0.001
228,Macrodasys_sp,0.001
228,Capitella_teleta,0.001
230,Loxosoma_pectinaricola,0.001
231,Xenoturbella_bocki,0.001
231,Capitella_teleta,0.001
234,Capitella_teleta,0.001
235,Xenoturbella_bocki,0.001
235,Capitella_teleta,0.001
239,Capitella_teleta,0.001
240,Capitella_teleta,0.001
241,Macrodasys_sp,0.001
245,Capitella_teleta,0.001
246,Capitella_teleta,0.001
246,Priapulus_sp,0.001
247,Capitella_teleta,0.001
249,Loxosoma_pectinaricola,0.001
250,Capitella_teleta,0.001
251,Capitella_teleta,0.001
254,Capitella_teleta,0.001
255,Capitella_teleta,0.001
257,Capitella_teleta,0.001
269,Capitella_teleta,0.001
274,Capitella_teleta,0.001
276,Xenoturbella_bocki,0.001
280,Gallus_gallus,0.001
281,Capitella_teleta,0.001
282,Capitella_teleta,0.001
286,Capitella_teleta,0.001
289,Xenoturbella_bocki,0.001
289,Capitella_teleta,0.001
293,Capitella_teleta,0.001
294,Loxosoma_pectinaricola,0.001
294,Baseodiscus_unicolor,0.001
295,Amphimedon_queenslandica,0.001
296,Capitella_teleta,0.001
297,Capitella_teleta,0.001
298,Capitella_teleta,0.001
299,Capitella_teleta,0.001
300,Capitella_teleta,0.001
305,Mnemiopsis_leidyi,0.001
306,Baseodiscus_unicolor,0.001
309,Xenoturbella_bocki,0.001
312,Capitella_teleta,0.001
315,Capitella_teleta,0.001
316,Baseodiscus_unicolor,0.001
318,Homo_sapiens,0.001
319,Capitella_teleta,0.001
322,Capitella_teleta,0.001
323,Baseodiscus_unicolor,0.001
326,Xenoturbella_bocki,0.001
328,Xenoturbella_bocki,0.001
331,Capitella_teleta,0.001
339,Capitella_teleta,0.001
341,Capitella_teleta,0.001
342,Capitella_teleta,0.001
345,Capitella_teleta,0.001
346,Capitella_teleta,0.001
347,Baseodiscus_unicolor,0.001
349,Capitella_teleta,0.001
351,Loxosoma_pectinaricola,0.001
355,Capitella_teleta,0.001
357,Mnemiopsis_leidyi,0.001
357,Loxosoma_pectinaricola,0.001
357,Baseodiscus_unicolor,0.001
358,Capitella_teleta,0.001
359,Phoronis_vancouverensis,0.001
360,Capitella_teleta,0.001
363,Capitella_teleta,0.001
364,Adineta_ricciae,0.001
365,Capitella_teleta,0.001
366,Capitella_teleta,0.001
367,Capitella_teleta,0.001
368,Priapulus_sp,0.001
369,Priapulus_sp,0.001
370,Xenoturbella_bocki,0.001
371,Capitella_teleta,0.001
372,Capitella_teleta,0.001
372,Phoronis_vancouverensis,0.001
373,Loxosoma_pectinaricola,0.001
374,Xenoturbella_bocki,0.001
377,Priapulus_sp,0.001
379,Xenoturbella_bocki,0.001
381,Capitella_teleta,0.001
387,Xenoturbella_bocki,0.001
388,Xenoturbella_bocki,0.001
391,Capitella_teleta,0.001
18,Loxosoma_pectinaricola,0.001
34,Adineta_ricciae,0.001
58,Loxosoma_pectinaricola,0.001
60,Adineta_ricciae,0.001
65,Loxosoma_pectinaricola,0.001
72,Drosophila_melanogaster,0.001
81,Adineta_ricciae,0.001
101,Loxosoma_pectinaricola,0.001
104,Macrodasys_sp,0.001
120,Priapulus_sp,0.001
123,Mnemiopsis_leidyi,0.001
134,Loxosoma_pectinaricola,0.001
135,Macrodasys_sp,0.001
152,Branchiostoma_floridae,0.001
155,Gnathostomula_paradoxa,0.001
164,Gallus_gallus,0.001
166,Loxosoma_pectinaricola,0.001
171,Mnemiopsis_leidyi,0.001
181,Loxosoma_pectinaricola,0.001
195,Adineta_ricciae,0.001
204,Baseodiscus_unicolor,0.001
215,Baseodiscus_unicolor,0.001
221,Homo_sapiens,0.001
227,Macrodasys_sp,0.001
228,Loxosoma_pectinaricola,0.001
229,Adineta_ricciae,0.001
233,Macrodasys_sp,0.001
234,Macrodasys_sp,0.001
235,Mnemiopsis_leidyi,0.001
245,Baseodiscus_unicolor,0.001
246,Trichoplax_adhaerens,0.001
250,Macrodasys_sp,0.001
260,Loxosoma_pectinaricola,0.001
276,Mnemiopsis_leidyi,0.001
280,Homo_sapiens,0.001
285,Loxosoma_pectinaricola,0.001
291,Mnemiopsis_leidyi,0.001
301,Macrodasys_sp,0.001
302,Gallus_gallus,0.001
346,Homo_sapiens,0.001
347,Macrodasys_sp,0.001
369,Peripatopsis_capensis,0.001
371,Adineta_ricciae,0.001
387,Xenoturbella_profundus,0.001
1,Adineta_ricciae,0.001
6,Macrodasys_sp,0.001
55,Mnemiopsis_leidyi,0.001
55,Loxosoma_pectinaricola,0.001
69,Macrodasys_sp,0.001
74,Macrodasys_sp,0.001
115,Adineta_ricciae,0.001
154,Priapulus_sp,0.001
168,Loxosoma_pectinaricola,0.001
206,Macrodasys_sp,0.001
209,Macrodasys_sp,0.001
210,Loxosoma_pectinaricola,0.001
239,Hofstenia_miamia,0.001
271,Adineta_ricciae,0.001
278,Loxosoma_pectinaricola,0.001
293,Macrodasys_sp,0.001
337,Macrodasys_sp,0.001
345,Homo_sapiens,0.001
352,Macrodasys_sp,0.001
386,Adineta_ricciae,0.001
22,Macrodasys_sp,0.001
48,Macrodasys_sp,0.001
67,Macrodasys_sp,0.001
101,Adineta_ricciae,0.001
102,Mnemiopsis_leidyi,0.001
104,Adineta_ricciae,0.001
164,Homo_sapiens,0.001
262,Mnemiopsis_leidyi,0.001
285,Macrodasys_sp,0.001
354,Adineta_ricciae,0.001
355,Mnemiopsis_leidyi,0.001
374,Priapulus_sp,0.001
36,Macrodasys_sp,0.001
97,Amphimedon_queenslandica,0.001
210,Macrodasys_sp,0.001
65,Mnemiopsis_leidyi,0.001
132,Mnemiopsis_leidyi,0.001
171,Adineta_ricciae,0.001
247,Mnemiopsis_leidyi,0.001
125,Mnemiopsis_leidyi,0.001
214,Mnemiopsis_leidyi,0.001
223,Branchiostoma_floridae,0.001
346,Mnemiopsis_leidyi,0.001
114,Anneissia_japonica,0.001
159,Gallus_gallus,0.001
172,Homo_sapiens,0.001
234,Loxosoma_pectinaricola,0.001
306,Priapulus_sp,0.001
307,Loxosoma_pectinaricola,0.001
322,Lottia_gigantea,0.001
340,Peripatopsis_capensis,0.001
379,Xenoturbella_profundus,0.001
111,Gallus_gallus,0.001
121,Homo_sapiens,0.001
172,Gallus_gallus,0.001
214,Priapulus_sp,0.001
236,Gallus_gallus,0.001
245,Macrodasys_sp,0.001
40,Baseodiscus_unicolor,0.001
49,Loxosoma_pectinaricola,0.001
85,Priapulus_sp,0.001
96,Loxosoma_pectinaricola,0.001
111,Homo_sapiens,0.001
121,Baseodiscus_unicolor,0.001
129,Gallus_gallus,0.001
153,Priapulus_sp,0.001
160,Priapulus_sp,0.001
168,Hofstenia_miamia,0.001
178,Xenoturbella_profundus,0.001
180,Drosophila_melanogaster,0.001
201,Priapulus_sp,0.001
224,Gallus_gallus,0.001
268,Gallus_gallus,0.001
359,Peripatopsis_capensis,0.001
40,Lottia_gigantea,0.001
41,Gallus_gallus,0.001
129,Homo_sapiens,0.001
150,Lottia_gigantea,0.001
152,Trichoplax_adhaerens,0.001
224,Loxosoma_pectinaricola,0.001
224,Homo_sapiens,0.001
268,Homo_sapiens,0.001
356,Priapulus_sp,0.001
41,Homo_sapiens,0.001
326,Trichoplax_adhaerens,0.001
334,Loxosoma_pectinaricola,0.001
152,Lottia_gigantea,0.001
214,Drosophila_melanogaster,0.001
225,Baseodiscus_unicolor,0.001
326,Xenoturbella_profundus,0.001
348,Gallus_gallus,0.001
348,Homo_sapiens,0.001
159,Homo_sapiens,0.001
209,Amphimedon_queenslandica,0.001
209,Loxosoma_pectinaricola,0.001
1,Capitella_teleta,0.01
11,Capitella_teleta,0.01
18,Adineta_ricciae,0.01
18,Gallus_gallus,0.01
19,Loxosoma_pectinaricola,0.01
23,Baseodiscus_unicolor,0.01
30,Capitella_teleta,0.01
34,Capitella_teleta,0.01
36,Baseodiscus_unicolor,0.01
50,Capitella_teleta,0.01
52,Capitella_teleta,0.01
60,Capitella_teleta,0.01
67,Baseodiscus_unicolor,0.01
72,Capitella_teleta,0.01
84,Xenoturbella_bocki,0.01
94,Capitella_teleta,0.01
98,Xenoturbella_bocki,0.01
98,Capitella_teleta,0.01
99,Capitella_teleta,0.01
112,Capitella_teleta,0.01
113,Priapulus_sp,0.01
114,Capitella_teleta,0.01
115,Capitella_teleta,0.01
117,Capitella_teleta,0.01
120,Peripatopsis_capensis,0.01
122,Baseodiscus_unicolor,0.01
129,Capitella_teleta,0.01
130,Capitella_teleta,0.01
133,Xenoturbella_bocki,0.01
134,Xenoturbella_bocki,0.01
135,Capitella_teleta,0.01
142,Capitella_teleta,0.01
147,Capitella_teleta,0.01
152,Priapulus_sp,0.01
157,Capitella_teleta,0.01
162,Capitella_teleta,0.01
171,Capitella_teleta,0.01
174,Xenoturbella_bocki,0.01
177,Xenoturbella_bocki,0.01
179,Ciona_intestinalis,0.01
181,Capitella_teleta,0.01
182,Xenoturbella_bocki,0.01
183,Capitella_teleta,0.01
185,Loxosoma_pectinaricola,0.01
189,Drosophila_melanogaster,0.01
189,Capitella_teleta,0.01
192,Phoronis_vancouverensis,0.01
196,Xenoturbella_bocki,0.01
196,Priapulus_sp,0.01
204,Capitella_teleta,0.01
211,Adineta_ricciae,0.01
212,Priapulus_sp,0.01
213,Xenoturbella_bocki,0.01
215,Capitella_teleta,0.01
215,Baseodiscus_unicolor,0.01
217,Priapulus_sp,0.01
219,Capitella_teleta,0.01
224,Peripatopsis_capensis,0.01
231,Xenoturbella_bocki,0.01
234,Capitella_teleta,0.01
235,Xenoturbella_bocki,0.01
235,Capitella_teleta,0.01
239,Capitella_teleta,0.01
245,Capitella_teleta,0.01
247,Capitella_teleta,0.01
249,Loxosoma_pectinaricola,0.01
262,Xenoturbella_bocki,0.01
264,Trichoplax_adhaerens,0.01
276,Xenoturbella_bocki,0.01
282,Capitella_teleta,0.01
289,Xenoturbella_bocki,0.01
289,Capitella_teleta,0.01
294,Loxosoma_pectinaricola,0.01
294,Baseodiscus_unicolor,0.01
302,Gallus_gallus,0.01
309,Xenoturbella_bocki,0.01
312,Capitella_teleta,0.01
315,Capitella_teleta,0.01
318,Homo_sapiens,0.01
319,Capitella_teleta,0.01
322,Capitella_teleta,0.01
323,Baseodiscus_unicolor,0.01
326,Xenoturbella_bocki,0.01
328,Xenoturbella_bocki,0.01
345,Capitella_teleta,0.01
355,Capitella_teleta,0.01
358,Capitella_teleta,0.01
365,Capitella_teleta,0.01
370,Xenoturbella_bocki,0.01
371,Capitella_teleta,0.01
373,Loxosoma_pectinaricola,0.01
379,Xenoturbella_bocki,0.01
381,Capitella_teleta,0.01
387,Xenoturbella_bocki,0.01
388,Xenoturbella_bocki,0.01
391,Capitella_teleta,0.01
60,Priapulus_sp,0.01
94,Nematostella_vectensis,0.01
133,Adineta_ricciae,0.01
171,Priapulus_sp,0.01
181,Loxosoma_pectinaricola,0.01
215,Peripatopsis_capensis,0.01
245,Baseodiscus_unicolor,0.01
302,Homo_sapiens,0.01
12,Loxosoma_pectinaricola,0.01
178,Loxosoma_pectinaricola,0.01
30,Capitella_teleta,0.1
60,Priapulus_sp,0.1
84,Xenoturbella_bocki,0.1
112,Capitella_teleta,0.1
114,Anneissia_japonica,0.1
147,Capitella_teleta,0.1
224,Peripatopsis_capensis,0.1
245,Capitella_teleta,0.1
289,Capitella_teleta,0.1
318,Homo_sapiens,0.1
323,Baseodiscus_unicolor,0.1
358,Capitella_teleta,0.1
370,Xenoturbella_bocki,0.1
379,Xenoturbella_bocki,0.1
391,Capitella_teleta,0.1
18,Adineta_ricciae,1
224,Peripatopsis_capensis,1
323,Baseodiscus_unicolor,1
1,Gnathostomula_paradoxa,10
2,Homo_sapiens,10
64,Drosophila_melanogaster,10
106,Drosophila_melanogaster,10
114,Drosophila_melanogaster,10
224,Peripatopsis_capensis,10
283,Saccoglossus_kowalevskii,10
286,Gallus_gallus,10
291,Gallus_gallus,10
323,Baseodiscus_unicolor,10
1,Gnathostomula_paradoxa,100
2,Homo_sapiens,100
64,Drosophila_melanogaster,100
106,Drosophila_melanogaster,100
114,Drosophila_melanogaster,100
183,Ciona_intestinalis,100
224,Peripatopsis_capensis,100
225,Mnemiopsis_leidyi,100
283,Saccoglossus_kowalevskii,100
286,Gallus_gallus,100
291,Gallus_gallus,100
323,Baseodiscus_unicolor,100
345,Homo_sapiens,100
1,Gnathostomula_paradoxa,true
64,Drosophila_melanogaster,true
