species,gene,lam,k,rep
58,28,0,3,47
23,37,0,3,47
81,38,0,3,47
18,38,0,3,47
91,40,0,3,47
58,57,0,3,47
29,61,0,3,47
32,67,0,3,47
39,68,0,3,47
21,71,0,3,47
58,93,0,3,47
58,95,0,3,47
58,28,0.00001,3,47
81,38,0.00001,3,47
91,40,0.00001,3,47
10,58,0.00001,3,47
7,58,0.00001,3,47
32,67,0.00001,3,47
39,68,0.00001,3,47
58,95,0.00001,3,47
58,28,0.0001,3,47
81,38,0.0001,3,47
10,45,0.0001,3,47
7,45,0.0001,3,47
10,58,0.0001,3,47
7,58,0.0001,3,47
32,67,0.0001,3,47
39,68,0.0001,3,47
21,71,0.0001,3,47
58,95,0.0001,3,47
39,68,0.001,3,47
21,71,0.001,3,47
31,46,0.01,3,47
62,46,0.01,3,47
6,46,0.01,3,47
3,46,0.01,3,47
