species,gene,lam,k,rep,error
18,3,0,3,47,200
67,14,0,3,47,200
71,14,0,3,47,200
6,14,0,3,47,200
3,14,0,3,47,200
37,16,0,3,47,200
7,29,0,3,47,200
74,32,0,3,47,200
26,34,0,3,47,200
22,34,0,3,47,200
32,34,0,3,47,200
87,34,0,3,47,200
65,34,0,3,47,200
76,35,0,3,47,200
79,35,0,3,47,200
81,38,0,3,47,200
25,42,0,3,47,200
10,43,0,3,47,200
7,43,0,3,47,200
32,43,0,3,47,200
17,43,0,3,47,200
12,44,0,3,47,200
62,46,0,3,47,200
74,49,0,3,47,200
81,50,0,3,47,200
27,59,0,3,47,200
9,59,0,3,47,200
0,59,0,3,47,200
25,59,0,3,47,200
51,63,0,3,47,200
42,63,0,3,47,200
50,63,0,3,47,200
26,65,0,3,47,200
22,65,0,3,47,200
32,67,0,3,47,200
27,69,0,3,47,200
9,69,0,3,47,200
14,71,0,3,47,200
47,71,0,3,47,200
40,75,0,3,47,200
45,75,0,3,47,200
2,75,0,3,47,200
86,77,0,3,47,200
27,78,0,3,47,200
9,78,0,3,47,200
2,79,0,3,47,200
40,85,0,3,47,200
45,85,0,3,47,200
76,88,0,3,47,200
79,88,0,3,47,200
26,88,0,3,47,200
32,88,0,3,47,200
22,90,0,3,47,200
18,90,0,3,47,200
40,90,0,3,47,200
45,90,0,3,47,200
43,90,0,3,47,200
51,90,0,3,47,200
42,90,0,3,47,200
50,90,0,3,47,200
12,91,0,3,47,200
18,3,0.00001,3,47,200
67,14,0.00001,3,47,200
71,14,0.00001,3,47,200
6,14,0.00001,3,47,200
3,14,0.00001,3,47,200
7,29,0.00001,3,47,200
74,32,0.00001,3,47,200
26,34,0.00001,3,47,200
22,34,0.00001,3,47,200
32,34,0.00001,3,47,200
87,34,0.00001,3,47,200
65,34,0.00001,3,47,200
76,35,0.00001,3,47,200
79,35,0.00001,3,47,200
81,38,0.00001,3,47,200
25,42,0.00001,3,47,200
10,43,0.00001,3,47,200
7,43,0.00001,3,47,200
32,43,0.00001,3,47,200
17,43,0.00001,3,47,200
12,44,0.00001,3,47,200
62,46,0.00001,3,47,200
74,49,0.00001,3,47,200
81,50,0.00001,3,47,200
0,59,0.00001,3,47,200
25,59,0.00001,3,47,200
51,63,0.00001,3,47,200
42,63,0.00001,3,47,200
50,63,0.00001,3,47,200
26,65,0.00001,3,47,200
22,65,0.00001,3,47,200
32,67,0.00001,3,47,200
27,69,0.00001,3,47,200
9,69,0.00001,3,47,200
14,71,0.00001,3,47,200
47,71,0.00001,3,47,200
40,75,0.00001,3,47,200
45,75,0.00001,3,47,200
2,75,0.00001,3,47,200
86,77,0.00001,3,47,200
27,78,0.00001,3,47,200
9,78,0.00001,3,47,200
2,79,0.00001,3,47,200
40,85,0.00001,3,47,200
45,85,0.00001,3,47,200
76,88,0.00001,3,47,200
79,88,0.00001,3,47,200
26,88,0.00001,3,47,200
32,88,0.00001,3,47,200
22,90,0.00001,3,47,200
18,90,0.00001,3,47,200
40,90,0.00001,3,47,200
45,90,0.00001,3,47,200
43,90,0.00001,3,47,200
51,90,0.00001,3,47,200
42,90,0.00001,3,47,200
50,90,0.00001,3,47,200
12,91,0.00001,3,47,200
18,3,0.0001,3,47,200
67,14,0.0001,3,47,200
71,14,0.0001,3,47,200
6,14,0.0001,3,47,200
25,14,0.0001,3,47,200
