species,gene,lam,k,rep,error
69,9,0,3,40,200
18,9,0,3,40,200
52,13,0,3,40,200
97,13,0,3,40,200
55,13,0,3,40,200
49,21,0,3,40,200
27,21,0,3,40,200
45,21,0,3,40,200
57,21,0,3,40,200
46,21,0,3,40,200
62,21,0,3,40,200
0,31,0,3,40,200
94,32,0,3,40,200
52,47,0,3,40,200
38,47,0,3,40,200
23,54,0,3,40,200
74,56,0,3,40,200
23,56,0,3,40,200
0,67,0,3,40,200
49,68,0,3,40,200
27,68,0,3,40,200
45,68,0,3,40,200
57,68,0,3,40,200
58,68,0,3,40,200
46,68,0,3,40,200
62,68,0,3,40,200
87,75,0,3,40,200
95,75,0,3,40,200
69,98,0,3,40,200
18,98,0,3,40,200
48,98,0,3,40,200
69,9,0.00001,3,40,200
18,9,0.00001,3,40,200
52,13,0.00001,3,40,200
97,13,0.00001,3,40,200
55,13,0.00001,3,40,200
49,21,0.00001,3,40,200
27,21,0.00001,3,40,200
45,21,0.00001,3,40,200
57,21,0.00001,3,40,200
46,21,0.00001,3,40,200
62,21,0.00001,3,40,200
0,31,0.00001,3,40,200
94,32,0.00001,3,40,200
52,47,0.00001,3,40,200
38,47,0.00001,3,40,200
23,54,0.00001,3,40,200
74,56,0.00001,3,40,200
23,56,0.00001,3,40,200
0,67,0.00001,3,40,200
49,68,0.00001,3,40,200
27,68,0.00001,3,40,200
45,68,0.00001,3,40,200
57,68,0.00001,3,40,200
58,68,0.00001,3,40,200
46,68,0.00001,3,40,200
62,68,0.00001,3,40,200
87,75,0.00001,3,40,200
95,75,0.00001,3,40,200
69,98,0.00001,3,40,200
18,98,0.00001,3,40,200
48,98,0.00001,3,40,200
48,6,0.0001,3,40,200
69,9,0.0001,3,40,200
18,9,0.0001,3,40,200
7,11,0.0001,3,40,200
52,13,0.0001,3,40,200
77,13,0.0001,3,40,200
55,13,0.0001,3,40,200
49,21,0.0001,3,40,200
27,21,0.0001,3,40,200
45,21,0.0001,3,40,200
57,21,0.0001,3,40,200
46,21,0.0001,3,40,200
62,21,0.0001,3,40,200
0,31,0.0001,3,40,200
94,32,0.0001,3,40,200
52,47,0.0001,3,40,200
