species,gene,lam,k
MYO,295,0,3
MYO,330,0,3
MYO,377,0,3
MYO,400,0,3
MYO,57,0,3
MYO,67,0,3
MYO,8,0,3
MYO,87,0,3
NEW,101,0,3
NEW,177,0,3
NEW,212,0,3
NEW,232,0,3
NEW,240,0,3
NEW,330,0,3
NEW,34,0,3
NEW,400,0,3
NEW,57,0,3
NEW,67,0,3
NEW,8,0,3
OCH,101,0,3
OCH,176,0,3
OCH,177,0,3
OCH,232,0,3
OCH,330,0,3
OCH,34,0,3
OCH,57,0,3
OCH,8,0,3
ORN,157,0,3
ORN,240,0,3
ORN,295,0,3
ORN,34,0,3
ORY,101,0,3
ORY,176,0,3
ORY,177,0,3
ORY,232,0,3
ORY,34,0,3
ORY,57,0,3
ORY,8,0,3
OTO,177,0,3
OTO,240,0,3
OTO,330,0,3
OTO,57,0,3
OTO,8,0,3
PAN,101,0,3
PAN,177,0,3
PAN,212,0,3
PAN,232,0,3
PAN,240,0,3
PAN,330,0,3
PAN,34,0,3
PAN,400,0,3
PAN,57,0,3
PAN,67,0,3
PAN,8,0,3
PON,101,0,3
PON,177,0,3
PON,212,0,3
PON,232,0,3
PON,240,0,3
PON,330,0,3
PON,34,0,3
PON,400,0,3
PON,57,0,3
PON,67,0,3
PON,8,0,3
PRO,81,0,3
PTE,125,0,3
PTE,176,0,3
PTE,194,0,3
PTE,255,0,3
PTE,289,0,3
PTE,295,0,3
PTE,377,0,3
PTE,400,0,3
PTE,57,0,3
PTE,67,0,3
PTE,8,0,3
PTE,87,0,3
RAT,101,0,3
RAT,232,0,3
RAT,295,0,3
RAT,330,0,3
RAT,377,0,3
RAT,400,0,3
RAT,57,0,3
SOR,215,0,3
SOR,289,0,3
SOR,335,0,3
SPE,101,0,3
SPE,232,0,3
SPE,295,0,3
SPE,57,0,3
SPE,8,0,3
SUS,125,0,3
SUS,176,0,3
SUS,255,0,3
SUS,289,0,3
SUS,295,0,3
SUS,377,0,3
SUS,400,0,3
SUS,57,0,3
SUS,8,0,3
TAR,177,0,3
TAR,240,0,3
TAR,330,0,3
TAR,400,0,3
TAR,57,0,3
TAR,8,0,3
TUP,101,0,3
TUP,232,0,3
TUP,289,0,3
TUP,330,0,3
TUP,335,0,3
TUP,398,0,3
TUP,57,0,3
TUP,8,0,3
TUR,125,0,3
TUR,176,0,3
TUR,194,0,3
TUR,255,0,3
TUR,289,0,3
TUR,295,0,3
TUR,377,0,3
TUR,400,0,3
TUR,57,0,3
TUR,8,0,3
VIC,125,0,3
VIC,176,0,3
VIC,255,0,3
VIC,289,0,3
VIC,295,0,3
VIC,377,0,3
VIC,400,0,3
VIC,57,0,3
VIC,8,0,3
BOS,125,0.00001,3
BOS,176,0.00001,3
BOS,255,0.00001,3
BOS,289,0.00001,3
BOS,295,0.00001,3
BOS,377,0.00001,3
BOS,400,0.00001,3
BOS,57,0.00001,3
BOS,8,0.00001,3
CAL,101,0.00001,3
CAL,177,0.00001,3
CAL,212,0.00001,3
CAL,232,0.00001,3
CAL,240,0.00001,3
CAL,295,0.00001,3
CAL,330,0.00001,3
CAL,400,0.00001,3
CAL,57,0.00001,3
CAL,67,0.00001,3
CAL,8,0.00001,3
CAN,125,0.00001,3
CAN,176,0.00001,3
CAN,194,0.00001,3
CAN,255,0.00001,3
CAN,289,0.00001,3
CAN,295,0.00001,3
CAN,377,0.00001,3
CAN,400,0.00001,3
CAN,57,0.00001,3
CAN,67,0.00001,3
CAN,8,0.00001,3
CAV,101,0.00001,3
CAV,232,0.00001,3
CAV,8,0.00001,3
CHO,81,0.00001,3
DAS,81,0.00001,3
DIP,101,0.00001,3
DIP,176,0.00001,3
DIP,232,0.00001,3
DIP,255,0.00001,3
ECH,81,0.00001,3
EQU,125,0.00001,3
EQU,176,0.00001,3
EQU,194,0.00001,3
EQU,255,0.00001,3
EQU,289,0.00001,3
EQU,295,0.00001,3
EQU,377,0.00001,3
EQU,400,0.00001,3
EQU,57,0.00001,3
EQU,67,0.00001,3
EQU,8,0.00001,3
EQU,87,0.00001,3
ERI,101,0.00001,3
ERI,176,0.00001,3
ERI,255,0.00001,3
ERI,289,0.00001,3
ERI,377,0.00001,3
ERI,400,0.00001,3
ERI,57,0.00001,3
ERI,8,0.00001,3
FEL,125,0.00001,3
FEL,176,0.00001,3
FEL,194,0.00001,3
FEL,255,0.00001,3
FEL,289,0.00001,3
FEL,295,0.00001,3
FEL,377,0.00001,3
FEL,400,0.00001,3
FEL,57,0.00001,3
FEL,67,0.00001,3
FEL,8,0.00001,3
GAL,101,0.00001,3
GAL,289,0.00001,3
GAL,330,0.00001,3
GAL,377,0.00001,3
GAL,398,0.00001,3
GAL,400,0.00001,3
GAL,57,0.00001,3
GOR,101,0.00001,3
GOR,177,0.00001,3
GOR,212,0.00001,3
GOR,232,0.00001,3
GOR,240,0.00001,3
GOR,330,0.00001,3
GOR,34,0.00001,3
GOR,400,0.00001,3
GOR,57,0.00001,3
GOR,67,0.00001,3
GOR,8,0.00001,3
HOM,101,0.00001,3
HOM,177,0.00001,3
HOM,212,0.00001,3
HOM,232,0.00001,3
HOM,240,0.00001,3
HOM,330,0.00001,3
HOM,34,0.00001,3
HOM,400,0.00001,3
HOM,57,0.00001,3
HOM,67,0.00001,3
HOM,8,0.00001,3
LOX,81,0.00001,3
MAC,101,0.00001,3
MAC,157,0.00001,3
MAC,176,0.00001,3
MAC,177,0.00001,3
MAC,215,0.00001,3
MAC,232,0.00001,3
MAC,240,0.00001,3
MAC,255,0.00001,3
MAC,289,0.00001,3
MAC,295,0.00001,3
MAC,330,0.00001,3
MAC,335,0.00001,3
MAC,34,0.00001,3
MAC,377,0.00001,3
MAC,398,0.00001,3
MAC,400,0.00001,3
MAC,57,0.00001,3
MAC,8,0.00001,3
MAC,81,0.00001,3
MIC,177,0.00001,3
MIC,232,0.00001,3
MIC,240,0.00001,3
MIC,330,0.00001,3
MIC,57,0.00001,3
MIC,8,0.00001,3
MON,101,0.00001,3
MON,157,0.00001,3
MON,176,0.00001,3
MON,177,0.00001,3
MON,215,0.00001,3
MON,232,0.00001,3
MON,240,0.00001,3
MON,255,0.00001,3
MON,289,0.00001,3
MON,295,0.00001,3
MON,330,0.00001,3
MON,335,0.00001,3
MON,34,0.00001,3
MON,377,0.00001,3
MON,398,0.00001,3
MON,400,0.00001,3
MON,57,0.00001,3
MON,8,0.00001,3
MON,81,0.00001,3
MUS,101,0.00001,3
MUS,232,0.00001,3
MUS,295,0.00001,3
MUS,330,0.00001,3
MUS,377,0.00001,3
MUS,400,0.00001,3
MUS,57,0.00001,3
MYO,125,0.00001,3
MYO,176,0.00001,3
MYO,194,0.00001,3
MYO,255,0.00001,3
MYO,289,0.00001,3
MYO,295,0.00001,3
MYO,377,0.00001,3
MYO,400,0.00001,3
MYO,57,0.00001,3
MYO,67,0.00001,3
MYO,8,0.00001,3
MYO,87,0.00001,3
NEW,101,0.00001,3
NEW,177,0.00001,3
NEW,212,0.00001,3
NEW,232,0.00001,3
NEW,240,0.00001,3
NEW,330,0.00001,3
NEW,34,0.00001,3
NEW,400,0.00001,3
NEW,57,0.00001,3
NEW,67,0.00001,3
NEW,8,0.00001,3
OCH,101,0.00001,3
OCH,176,0.00001,3
OCH,177,0.00001,3
OCH,232,0.00001,3
OCH,34,0.00001,3
OCH,57,0.00001,3
OCH,8,0.00001,3
ORN,157,0.00001,3
ORN,240,0.00001,3
ORN,295,0.00001,3
ORN,34,0.00001,3
ORY,101,0.00001,3
ORY,176,0.00001,3
ORY,177,0.00001,3
ORY,232,0.00001,3
ORY,34,0.00001,3
ORY,57,0.00001,3
ORY,8,0.00001,3
OTO,177,0.00001,3
OTO,240,0.00001,3
OTO,330,0.00001,3
OTO,57,0.00001,3
OTO,8,0.00001,3
PAN,101,0.00001,3
PAN,177,0.00001,3
PAN,212,0.00001,3
PAN,232,0.00001,3
PAN,240,0.00001,3
PAN,295,0.00001,3
PAN,330,0.00001,3
PAN,34,0.00001,3
PAN,400,0.00001,3
PAN,57,0.00001,3
PAN,67,0.00001,3
PAN,8,0.00001,3
PON,101,0.00001,3
PON,177,0.00001,3
PON,212,0.00001,3
PON,232,0.00001,3
PON,240,0.00001,3
PON,330,0.00001,3
PON,34,0.00001,3
PON,400,0.00001,3
PON,57,0.00001,3
PON,67,0.00001,3
PON,8,0.00001,3
PRO,81,0.00001,3
PTE,125,0.00001,3
PTE,176,0.00001,3
PTE,194,0.00001,3
PTE,255,0.00001,3
PTE,289,0.00001,3
PTE,295,0.00001,3
PTE,377,0.00001,3
PTE,400,0.00001,3
PTE,57,0.00001,3
PTE,67,0.00001,3
PTE,8,0.00001,3
PTE,87,0.00001,3
RAT,101,0.00001,3
RAT,232,0.00001,3
RAT,295,0.00001,3
RAT,330,0.00001,3
RAT,377,0.00001,3
RAT,400,0.00001,3
RAT,57,0.00001,3
SOR,215,0.00001,3
SOR,289,0.00001,3
SOR,335,0.00001,3
SPE,101,0.00001,3
SPE,232,0.00001,3
SPE,57,0.00001,3
SPE,8,0.00001,3
SUS,125,0.00001,3
SUS,176,0.00001,3
SUS,255,0.00001,3
SUS,289,0.00001,3
SUS,295,0.00001,3
SUS,377,0.00001,3
SUS,400,0.00001,3
SUS,57,0.00001,3
SUS,8,0.00001,3
TAR,177,0.00001,3
TAR,330,0.00001,3
TAR,57,0.00001,3
TAR,8,0.00001,3
TUP,101,0.00001,3
TUP,232,0.00001,3
TUP,289,0.00001,3
TUP,330,0.00001,3
TUP,335,0.00001,3
TUP,398,0.00001,3
TUP,57,0.00001,3
TUP,8,0.00001,3
TUR,125,0.00001,3
TUR,176,0.00001,3
TUR,255,0.00001,3
TUR,289,0.00001,3
TUR,295,0.00001,3
TUR,377,0.00001,3
TUR,400,0.00001,3
TUR,57,0.00001,3
TUR,8,0.00001,3
VIC,125,0.00001,3
VIC,176,0.00001,3
VIC,255,0.00001,3
VIC,289,0.00001,3
VIC,295,0.00001,3
VIC,377,0.00001,3
VIC,400,0.00001,3
VIC,57,0.00001,3
VIC,8,0.00001,3
BOS,125,0.0001,3
BOS,176,0.0001,3
BOS,255,0.0001,3
BOS,289,0.0001,3
BOS,295,0.0001,3
BOS,377,0.0001,3
BOS,400,0.0001,3
BOS,57,0.0001,3
BOS,8,0.0001,3
CAL,101,0.0001,3
CAL,177,0.0001,3
CAL,212,0.0001,3
CAL,232,0.0001,3
CAL,240,0.0001,3
CAL,295,0.0001,3
CAL,330,0.0001,3
CAL,400,0.0001,3
CAL,57,0.0001,3
CAL,67,0.0001,3
CAL,8,0.0001,3
CAN,125,0.0001,3
CAN,176,0.0001,3
CAN,194,0.0001,3
CAN,255,0.0001,3
CAN,289,0.0001,3
CAN,295,0.0001,3
CAN,377,0.0001,3
CAN,400,0.0001,3
CAN,57,0.0001,3
CAN,67,0.0001,3
CAN,8,0.0001,3
CAV,101,0.0001,3
CAV,232,0.0001,3
CAV,8,0.0001,3
CHO,81,0.0001,3
DAS,81,0.0001,3
DIP,101,0.0001,3
DIP,176,0.0001,3
DIP,232,0.0001,3
DIP,255,0.0001,3
ECH,81,0.0001,3
EQU,125,0.0001,3
EQU,176,0.0001,3
EQU,194,0.0001,3
EQU,255,0.0001,3
EQU,289,0.0001,3
EQU,295,0.0001,3
EQU,377,0.0001,3
EQU,400,0.0001,3
EQU,57,0.0001,3
EQU,67,0.0001,3
EQU,8,0.0001,3
EQU,87,0.0001,3
ERI,101,0.0001,3
ERI,157,0.0001,3
ERI,176,0.0001,3
ERI,255,0.0001,3
ERI,289,0.0001,3
ERI,377,0.0001,3
ERI,400,0.0001,3
ERI,57,0.0001,3
ERI,8,0.0001,3
FEL,125,0.0001,3
FEL,176,0.0001,3
FEL,194,0.0001,3
FEL,255,0.0001,3
FEL,289,0.0001,3
FEL,295,0.0001,3
FEL,377,0.0001,3
FEL,400,0.0001,3
FEL,57,0.0001,3
FEL,67,0.0001,3
FEL,8,0.0001,3
GAL,101,0.0001,3
GAL,289,0.0001,3
GAL,330,0.0001,3
GAL,377,0.0001,3
GAL,398,0.0001,3
GAL,400,0.0001,3
GAL,57,0.0001,3
GOR,101,0.0001,3
GOR,177,0.0001,3
GOR,212,0.0001,3
GOR,232,0.0001,3
GOR,240,0.0001,3
GOR,330,0.0001,3
GOR,34,0.0001,3
GOR,400,0.0001,3
GOR,57,0.0001,3
GOR,67,0.0001,3
GOR,8,0.0001,3
HOM,101,0.0001,3
HOM,177,0.0001,3
HOM,212,0.0001,3
HOM,232,0.0001,3
HOM,240,0.0001,3
HOM,330,0.0001,3
HOM,34,0.0001,3
HOM,400,0.0001,3
HOM,57,0.0001,3
HOM,67,0.0001,3
HOM,8,0.0001,3
LOX,81,0.0001,3
MAC,101,0.0001,3
MAC,157,0.0001,3
MAC,176,0.0001,3
MAC,177,0.0001,3
MAC,215,0.0001,3
MAC,232,0.0001,3
MAC,240,0.0001,3
MAC,255,0.0001,3
MAC,289,0.0001,3
MAC,295,0.0001,3
MAC,330,0.0001,3
MAC,335,0.0001,3
MAC,34,0.0001,3
MAC,377,0.0001,3
MAC,398,0.0001,3
MAC,400,0.0001,3
MAC,57,0.0001,3
MAC,8,0.0001,3
MAC,81,0.0001,3
MIC,177,0.0001,3
MIC,240,0.0001,3
MIC,330,0.0001,3
MIC,57,0.0001,3
MIC,8,0.0001,3
MON,101,0.0001,3
MON,157,0.0001,3
MON,176,0.0001,3
MON,177,0.0001,3
MON,215,0.0001,3
MON,232,0.0001,3
MON,240,0.0001,3
MON,255,0.0001,3
MON,289,0.0001,3
MON,295,0.0001,3
MON,330,0.0001,3
MON,335,0.0001,3
MON,34,0.0001,3
MON,377,0.0001,3
MON,398,0.0001,3
MON,400,0.0001,3
MON,57,0.0001,3
MON,8,0.0001,3
MON,81,0.0001,3
MUS,101,0.0001,3
MUS,232,0.0001,3
MUS,295,0.0001,3
MUS,330,0.0001,3
MUS,377,0.0001,3
MUS,400,0.0001,3
MUS,57,0.0001,3
MYO,101,0.0001,3
MYO,125,0.0001,3
MYO,176,0.0001,3
MYO,194,0.0001,3
MYO,255,0.0001,3
MYO,289,0.0001,3
MYO,295,0.0001,3
MYO,377,0.0001,3
MYO,400,0.0001,3
MYO,57,0.0001,3
MYO,67,0.0001,3
MYO,8,0.0001,3
MYO,87,0.0001,3
NEW,101,0.0001,3
NEW,177,0.0001,3
NEW,212,0.0001,3
NEW,232,0.0001,3
NEW,240,0.0001,3
NEW,330,0.0001,3
NEW,34,0.0001,3
NEW,400,0.0001,3
NEW,57,0.0001,3
NEW,67,0.0001,3
NEW,8,0.0001,3
OCH,101,0.0001,3
OCH,176,0.0001,3
OCH,177,0.0001,3
OCH,232,0.0001,3
OCH,34,0.0001,3
OCH,57,0.0001,3
OCH,8,0.0001,3
ORN,157,0.0001,3
ORN,176,0.0001,3
ORN,177,0.0001,3
ORN,232,0.0001,3
ORN,240,0.0001,3
ORN,255,0.0001,3
ORN,295,0.0001,3
ORN,34,0.0001,3
ORY,101,0.0001,3
ORY,176,0.0001,3
ORY,177,0.0001,3
ORY,232,0.0001,3
ORY,34,0.0001,3
ORY,57,0.0001,3
ORY,8,0.0001,3
OTO,177,0.0001,3
OTO,240,0.0001,3
OTO,330,0.0001,3
OTO,57,0.0001,3
OTO,8,0.0001,3
PAN,101,0.0001,3
PAN,177,0.0001,3
PAN,212,0.0001,3
PAN,232,0.0001,3
PAN,240,0.0001,3
PAN,330,0.0001,3
PAN,34,0.0001,3
PAN,400,0.0001,3
PAN,57,0.0001,3
PAN,67,0.0001,3
PAN,8,0.0001,3
PON,101,0.0001,3
PON,177,0.0001,3
PON,212,0.0001,3
PON,232,0.0001,3
PON,240,0.0001,3
PON,330,0.0001,3
PON,34,0.0001,3
PON,400,0.0001,3
PON,57,0.0001,3
PON,67,0.0001,3
PON,8,0.0001,3
PRO,81,0.0001,3
PTE,125,0.0001,3
PTE,176,0.0001,3
PTE,194,0.0001,3
PTE,255,0.0001,3
PTE,289,0.0001,3
PTE,295,0.0001,3
PTE,377,0.0001,3
PTE,400,0.0001,3
PTE,57,0.0001,3
PTE,67,0.0001,3
PTE,8,0.0001,3
PTE,87,0.0001,3
RAT,101,0.0001,3
RAT,232,0.0001,3
RAT,295,0.0001,3
RAT,330,0.0001,3
RAT,377,0.0001,3
RAT,400,0.0001,3
RAT,57,0.0001,3
SOR,215,0.0001,3
SOR,289,0.0001,3
SOR,335,0.0001,3
SPE,101,0.0001,3
SPE,232,0.0001,3
SPE,57,0.0001,3
SPE,8,0.0001,3
SUS,125,0.0001,3
SUS,176,0.0001,3
SUS,255,0.0001,3
SUS,289,0.0001,3
SUS,295,0.0001,3
SUS,377,0.0001,3
SUS,400,0.0001,3
SUS,57,0.0001,3
SUS,8,0.0001,3
TAR,177,0.0001,3
TAR,330,0.0001,3
TAR,57,0.0001,3
TAR,8,0.0001,3
TUP,289,0.0001,3
TUP,330,0.0001,3
TUP,335,0.0001,3
TUP,398,0.0001,3
TUP,57,0.0001,3
TUR,125,0.0001,3
TUR,176,0.0001,3
TUR,255,0.0001,3
TUR,289,0.0001,3
TUR,295,0.0001,3
TUR,377,0.0001,3
TUR,400,0.0001,3
TUR,57,0.0001,3
TUR,67,0.0001,3
TUR,8,0.0001,3
VIC,125,0.0001,3
VIC,176,0.0001,3
VIC,255,0.0001,3
VIC,289,0.0001,3
VIC,295,0.0001,3
VIC,377,0.0001,3
VIC,400,0.0001,3
VIC,57,0.0001,3
VIC,8,0.0001,3
BOS,255,0.001,3
BOS,289,0.001,3
BOS,377,0.001,3
BOS,57,0.001,3
CAL,177,0.001,3
CAL,330,0.001,3
CAL,67,0.001,3
CAL,8,0.001,3
CAN,289,0.001,3
CAN,377,0.001,3
CAN,400,0.001,3
CAN,57,0.001,3
EQU,289,0.001,3
EQU,377,0.001,3
EQU,57,0.001,3
FEL,289,0.001,3
FEL,377,0.001,3
FEL,57,0.001,3
GAL,101,0.001,3
GAL,289,0.001,3
GAL,330,0.001,3
GAL,377,0.001,3
GAL,400,0.001,3
GAL,57,0.001,3
GOR,177,0.001,3
GOR,330,0.001,3
GOR,67,0.001,3
HOM,177,0.001,3
HOM,67,0.001,3
MAC,101,0.001,3
MAC,157,0.001,3
MAC,177,0.001,3
MAC,232,0.001,3
MAC,240,0.001,3
MAC,255,0.001,3
MAC,289,0.001,3
MAC,295,0.001,3
MAC,330,0.001,3
MAC,34,0.001,3
MAC,377,0.001,3
MAC,398,0.001,3
MAC,400,0.001,3
MAC,57,0.001,3
MAC,8,0.001,3
MON,101,0.001,3
MON,157,0.001,3
MON,177,0.001,3
MON,232,0.001,3
MON,240,0.001,3
MON,255,0.001,3
MON,289,0.001,3
MON,295,0.001,3
MON,330,0.001,3
MON,34,0.001,3
MON,377,0.001,3
MON,398,0.001,3
MON,400,0.001,3
MON,57,0.001,3
MON,8,0.001,3
MYO,289,0.001,3
MYO,377,0.001,3
MYO,8,0.001,3
NEW,177,0.001,3
NEW,67,0.001,3
PAN,177,0.001,3
PAN,67,0.001,3
PON,177,0.001,3
PON,67,0.001,3
PTE,289,0.001,3
PTE,295,0.001,3
PTE,377,0.001,3
PTE,8,0.001,3
SOR,215,0.001,3
SOR,335,0.001,3
SUS,255,0.001,3
SUS,289,0.001,3
SUS,377,0.001,3
SUS,57,0.001,3
TUP,335,0.001,3
TUP,398,0.001,3
TUR,255,0.001,3
TUR,289,0.001,3
TUR,377,0.001,3
TUR,57,0.001,3
VIC,255,0.001,3
VIC,289,0.001,3
VIC,377,0.001,3
VIC,57,0.001,3
BOS,57,0.01,3
BOS,67,0.01,3
BOS,8,0.01,3
CAL,177,0.01,3
CAL,67,0.01,3
CAL,8,0.01,3
CAN,194,0.01,3
CAN,400,0.01,3
CAN,57,0.01,3
CAV,101,0.01,3
CAV,180,0.01,3
CAV,232,0.01,3
CHO,400,0.01,3
DAS,400,0.01,3
DIP,101,0.01,3
DIP,14,0.01,3
DIP,2,0.01,3
DIP,255,0.01,3
ECH,23,0.01,3
ECH,305,0.01,3
ERI,100,0.01,3
ERI,101,0.01,3
ERI,171,0.01,3
ERI,418,0.01,3
FEL,194,0.01,3
FEL,57,0.01,3
GAL,101,0.01,3
GAL,289,0.01,3
GAL,330,0.01,3
GAL,377,0.01,3
GAL,400,0.01,3
GAL,57,0.01,3
GOR,177,0.01,3
GOR,67,0.01,3
HOM,177,0.01,3
HOM,67,0.01,3
MAC,101,0.01,3
MAC,289,0.01,3
MAC,330,0.01,3
MAC,377,0.01,3
MAC,400,0.01,3
MAC,57,0.01,3
MAC,8,0.01,3
MIC,341,0.01,3
MON,101,0.01,3
MON,289,0.01,3
MON,330,0.01,3
MON,377,0.01,3
MON,400,0.01,3
MON,57,0.01,3
MON,8,0.01,3
MUS,101,0.01,3
MUS,14,0.01,3
MUS,275,0.01,3
MYO,289,0.01,3
NEW,177,0.01,3
NEW,67,0.01,3
OCH,177,0.01,3
OCH,94,0.01,3
ORY,94,0.01,3
PAN,177,0.01,3
PAN,67,0.01,3
PON,177,0.01,3
PON,67,0.01,3
RAT,101,0.01,3
RAT,14,0.01,3
RAT,275,0.01,3
RAT,411,0.01,3
SOR,215,0.01,3
SOR,335,0.01,3
SOR,93,0.01,3
SOR,94,0.01,3
SPE,101,0.01,3
SPE,275,0.01,3
SUS,125,0.01,3
SUS,289,0.01,3
SUS,57,0.01,3
TAR,330,0.01,3
TAR,57,0.01,3
TUP,232,0.01,3
TUP,289,0.01,3
TUP,331,0.01,3
TUP,335,0.01,3
TUP,398,0.01,3
TUR,289,0.01,3
TUR,57,0.01,3
VIC,125,0.01,3
VIC,57,0.01,3
BOS,125,0.1,3
BOS,57,0.1,3
BOS,67,0.1,3
BOS,8,0.1,3
CAL,8,0.1,3
CAN,194,0.1,3
CAN,400,0.1,3
CAN,57,0.1,3
CAN,8,0.1,3
CAV,101,0.1,3
CAV,14,0.1,3
CAV,141,0.1,3
CAV,180,0.1,3
CAV,232,0.1,3
CAV,250,0.1,3
CAV,284,0.1,3
CAV,67,0.1,3
CHO,209,0.1,3
CHO,400,0.1,3
DAS,400,0.1,3
DIP,101,0.1,3
DIP,14,0.1,3
DIP,157,0.1,3
DIP,2,0.1,3
DIP,255,0.1,3
ECH,23,0.1,3
ECH,305,0.1,3
ECH,400,0.1,3
ECH,96,0.1,3
EQU,8,0.1,3
ERI,100,0.1,3
ERI,101,0.1,3
ERI,171,0.1,3
ERI,289,0.1,3
ERI,400,0.1,3
ERI,418,0.1,3
FEL,194,0.1,3
FEL,57,0.1,3
GAL,400,0.1,3
GOR,177,0.1,3
GOR,67,0.1,3
HOM,177,0.1,3
HOM,67,0.1,3
MAC,8,0.1,3
MON,8,0.1,3
MUS,101,0.1,3
MUS,14,0.1,3
MUS,250,0.1,3
MUS,275,0.1,3
MUS,400,0.1,3
MUS,411,0.1,3
MUS,67,0.1,3
MYO,176,0.1,3
MYO,289,0.1,3
NEW,177,0.1,3
NEW,67,0.1,3
OCH,114,0.1,3
OCH,177,0.1,3
OCH,231,0.1,3
OCH,34,0.1,3
OCH,94,0.1,3
ORY,114,0.1,3
ORY,231,0.1,3
ORY,94,0.1,3
PAN,177,0.1,3
PAN,67,0.1,3
PON,67,0.1,3
RAT,101,0.1,3
RAT,14,0.1,3
RAT,250,0.1,3
RAT,275,0.1,3
RAT,400,0.1,3
RAT,411,0.1,3
RAT,67,0.1,3
SOR,215,0.1,3
SOR,289,0.1,3
SOR,335,0.1,3
SOR,87,0.1,3
SOR,93,0.1,3
SOR,94,0.1,3
SPE,2,0.1,3
SPE,275,0.1,3
SUS,125,0.1,3
SUS,57,0.1,3
TAR,100,0.1,3
TAR,284,0.1,3
TAR,330,0.1,3
TAR,400,0.1,3
TAR,57,0.1,3
TUP,232,0.1,3
TUP,289,0.1,3
TUP,291,0.1,3
TUP,331,0.1,3
TUP,335,0.1,3
TUP,398,0.1,3
TUR,125,0.1,3
TUR,57,0.1,3
VIC,125,0.1,3
VIC,57,0.1,3
BOS,67,1,3
BOS,8,1,3
CAL,8,1,3
CAN,400,1,3
CAN,8,1,3
CAV,101,1,3
CAV,180,1,3
CAV,250,1,3
CAV,284,1,3
CAV,67,1,3
CHO,209,1,3
CHO,400,1,3
DAS,400,1,3
DIP,14,1,3
DIP,2,1,3
DIP,255,1,3
ECH,23,1,3
ECH,305,1,3
ECH,400,1,3
ECH,96,1,3
EQU,8,1,3
ERI,101,1,3
ERI,171,1,3
MUS,101,1,3
MUS,14,1,3
MUS,250,1,3
MUS,400,1,3
MUS,411,1,3
MUS,67,1,3
MYO,289,1,3
OCH,177,1,3
OCH,94,1,3
ORY,94,1,3
PON,67,1,3
RAT,101,1,3
RAT,14,1,3
