species,gene,lam,k,rep,error
53,2,0,3,26,200
77,2,0,3,26,200
58,3,0,3,26,200
42,3,0,3,26,200
49,3,0,3,26,200
85,5,0,3,26,200
79,5,0,3,26,200
35,5,0,3,26,200
67,5,0,3,26,200
23,5,0,3,26,200
87,5,0,3,26,200
69,6,0,3,26,200
8,7,0,3,26,200
52,7,0,3,26,200
28,7,0,3,26,200
75,7,0,3,26,200
39,7,0,3,26,200
15,8,0,3,26,200
20,16,0,3,26,200
10,16,0,3,26,200
31,17,0,3,26,200
12,17,0,3,26,200
8,17,0,3,26,200
1,18,0,3,26,200
14,18,0,3,26,200
86,18,0,3,26,200
81,18,0,3,26,200
72,18,0,3,26,200
11,19,0,3,26,200
44,19,0,3,26,200
84,20,0,3,26,200
17,23,0,3,26,200
41,23,0,3,26,200
62,23,0,3,26,200
73,24,0,3,26,200
59,24,0,3,26,200
20,24,0,3,26,200
10,24,0,3,26,200
67,26,0,3,26,200
45,30,0,3,26,200
88,30,0,3,26,200
29,30,0,3,26,200
20,34,0,3,26,200
1,35,0,3,26,200
1,37,0,3,26,200
58,37,0,3,26,200
20,37,0,3,26,200
73,38,0,3,26,200
28,38,0,3,26,200
75,38,0,3,26,200
39,38,0,3,26,200
20,38,0,3,26,200
10,38,0,3,26,200
78,38,0,3,26,200
23,40,0,3,26,200
87,40,0,3,26,200
84,41,0,3,26,200
17,43,0,3,26,200
41,43,0,3,26,200
31,43,0,3,26,200
12,43,0,3,26,200
62,43,0,3,26,200
84,43,0,3,26,200
15,43,0,3,26,200
10,43,0,3,26,200
0,44,0,3,26,200
1,45,0,3,26,200
94,47,0,3,26,200
70,47,0,3,26,200
74,47,0,3,26,200
13,47,0,3,26,200
27,47,0,3,26,200
83,47,0,3,26,200
84,47,0,3,26,200
28,47,0,3,26,200
75,47,0,3,26,200
20,47,0,3,26,200
34,47,0,3,26,200
65,47,0,3,26,200
58,49,0,3,26,200
100,50,0,3,26,200
25,54,0,3,26,200
90,54,0,3,26,200
80,54,0,3,26,200
66,54,0,3,26,200
47,54,0,3,26,200
53,54,0,3,26,200
31,56,0,3,26,200
12,56,0,3,26,200
52,56,0,3,26,200
1,57,0,3,26,200
83,57,0,3,26,200
54,58,0,3,26,200
55,59,0,3,26,200
21,59,0,3,26,200
15,59,0,3,26,200
73,59,0,3,26,200
59,59,0,3,26,200
28,59,0,3,26,200
75,59,0,3,26,200
39,59,0,3,26,200
10,59,0,3,26,200
20,61,0,3,26,200
10,61,0,3,26,200
36,61,0,3,26,200
15,62,0,3,26,200
20,62,0,3,26,200
10,62,0,3,26,200
55,63,0,3,26,200
10,63,0,3,26,200
77,66,0,3,26,200
15,66,0,3,26,200
11,68,0,3,26,200
26,68,0,3,26,200
18,68,0,3,26,200
44,68,0,3,26,200
77,68,0,3,26,200
5,69,0,3,26,200
61,69,0,3,26,200
55,69,0,3,26,200
4,69,0,3,26,200
26,70,0,3,26,200
18,70,0,3,26,200
77,70,0,3,26,200
1,71,0,3,26,200
64,72,0,3,26,200
1,74,0,3,26,200
42,75,0,3,26,200
49,75,0,3,26,200
0,77,0,3,26,200
73,80,0,3,26,200
59,80,0,3,26,200
43,81,0,3,26,200
7,81,0,3,26,200
43,84,0,3,26,200
7,84,0,3,26,200
84,86,0,3,26,200
89,88,0,3,26,200
17,89,0,3,26,200
41,89,0,3,26,200
62,89,0,3,26,200
83,92,0,3,26,200
0,93,0,3,26,200
69,93,0,3,26,200
72,93,0,3,26,200
55,94,0,3,26,200
17,96,0,3,26,200
41,96,0,3,26,200
15,96,0,3,26,200
54,96,0,3,26,200
1,98,0,3,26,200
37,100,0,3,26,200
53,2,0.00001,3,26,200
77,2,0.00001,3,26,200
58,3,0.00001,3,26,200
42,3,0.00001,3,26,200
49,3,0.00001,3,26,200
85,5,0.00001,3,26,200
79,5,0.00001,3,26,200
35,5,0.00001,3,26,200
67,5,0.00001,3,26,200
23,5,0.00001,3,26,200
87,5,0.00001,3,26,200
69,6,0.00001,3,26,200
8,7,0.00001,3,26,200
52,7,0.00001,3,26,200
28,7,0.00001,3,26,200
75,7,0.00001,3,26,200
39,7,0.00001,3,26,200
15,8,0.00001,3,26,200
20,16,0.00001,3,26,200
10,16,0.00001,3,26,200
31,17,0.00001,3,26,200
12,17,0.00001,3,26,200
8,17,0.00001,3,26,200
1,18,0.00001,3,26,200
14,18,0.00001,3,26,200
86,18,0.00001,3,26,200
81,18,0.00001,3,26,200
72,18,0.00001,3,26,200
11,19,0.00001,3,26,200
44,19,0.00001,3,26,200
17,23,0.00001,3,26,200
41,23,0.00001,3,26,200
62,23,0.00001,3,26,200
73,24,0.00001,3,26,200
59,24,0.00001,3,26,200
20,24,0.00001,3,26,200
10,24,0.00001,3,26,200
67,26,0.00001,3,26,200
45,30,0.00001,3,26,200
88,30,0.00001,3,26,200
29,30,0.00001,3,26,200
20,34,0.00001,3,26,200
1,35,0.00001,3,26,200
1,37,0.00001,3,26,200
58,37,0.00001,3,26,200
20,37,0.00001,3,26,200
28,38,0.00001,3,26,200
75,38,0.00001,3,26,200
39,38,0.00001,3,26,200
20,38,0.00001,3,26,200
10,38,0.00001,3,26,200
78,38,0.00001,3,26,200
23,40,0.00001,3,26,200
87,40,0.00001,3,26,200
84,41,0.00001,3,26,200
17,43,0.00001,3,26,200
41,43,0.00001,3,26,200
