gene                 rate

Matrix 1             1.24481268012
Matrix 2             1.09535749044
Matrix 3             0.726540079124
Matrix 4             0.385042762322
Matrix 5             1.60797396573
Matrix 6             0.850207401859
Matrix 7             1.53364673647
Matrix 8             0.868184402994
Matrix 9             0.810894819843
Matrix 10            0.774098511707
Matrix 11            0.384280107053
Matrix 12            0.557889864087
Matrix 13            0.500908552722
Matrix 14            0.680471989254
Matrix 15            0.722559121462
Matrix 16            1.11044355193
Matrix 17            0.916965157939
Matrix 18            1.50776800752
Matrix 19            0.984667239113
Matrix 20            0.445883326911
Matrix 21            1.25723257047
Matrix 22            0.417708101915
Matrix 23            0.749833872642
Matrix 24            1.57039580265
Matrix 25            1.46252117519
Matrix 26            1.55221517575
Matrix 27            0.590752749249
Matrix 28            0.411300595823
Matrix 29            0.76924322889
Matrix 30            1.8435594255
Matrix 31            2.32355864508
Matrix 32            0.419622727503
Matrix 33            0.890280001505
Matrix 34            0.556809382458
Matrix 35            0.633348791058
Matrix 36            1.36808325512
Matrix 37            0.996116294902
Matrix 38            0.844921810229
Matrix 39            0.347184580655
Matrix 40            0.656292901044
Matrix 41            0.997298105794
Matrix 42            1.45840083908
Matrix 43            1.93848589857
Matrix 44            1.85638244871
Matrix 45            0.83271166048
Matrix 46            1.14248731038
Matrix 47            0.175973094992
Matrix 48            0.859210623521
Matrix 49            0.952450240893
Matrix 50            1.20480097298
Matrix 51            0.685626160985
Matrix 52            1.1328236395
Matrix 53            0.803320489403
Matrix 54            0.391135262473
Matrix 55            0.856858338006
Matrix 56            0.762116267299
Matrix 57            0.763640247827
Matrix 58            0.556734708164
Matrix 59            0.86980476888
Matrix 60            0.768540835239
Matrix 61            1.5309120626
Matrix 62            1.28602560767
Matrix 63            1.72581220644
Matrix 64            0.118719561154
Matrix 65            0.509277137733
Matrix 66            1.02061905774
Matrix 67            1.47179115299
Matrix 68            0.489153354844
Matrix 69            0.559031443873
Matrix 70            1.37796272192
Matrix 71            1.30872784046
Matrix 72            1.34434003773
Matrix 73            0.842992295239
Matrix 74            0.742399174199
Matrix 75            0.741028679772
Matrix 76            2.57060356511
Matrix 77            1.57688252016
Matrix 78            1.36534448174
Matrix 79            1.82670670027
Matrix 80            1.31050901006
Matrix 81            1.28759095749
Matrix 82            0.302278218708
Matrix 83            0.175586746736
Matrix 84            0.39690424082
