species,gene,lam,k,rep
37,1,0,3,30
53,1,0,3,30
45,2,0,3,30
57,2,0,3,30
59,2,0,3,30
92,2,0,3,30
34,3,0,3,30
1,3,0,3,30
31,3,0,3,30
47,8,0,3,30
45,11,0,3,30
57,11,0,3,30
86,11,0,3,30
47,12,0,3,30
45,13,0,3,30
57,13,0,3,30
59,13,0,3,30
38,14,0,3,30
81,14,0,3,30
84,21,0,3,30
64,24,0,3,30
2,24,0,3,30
8,27,0,3,30
32,27,0,3,30
47,28,0,3,30
69,31,0,3,30
92,31,0,3,30
89,31,0,3,30
62,31,0,3,30
37,39,0,3,30
53,39,0,3,30
2,40,0,3,30
22,40,0,3,30
29,41,0,3,30
37,42,0,3,30
53,42,0,3,30
69,48,0,3,30
47,53,0,3,30
88,54,0,3,30
8,56,0,3,30
32,56,0,3,30
2,58,0,3,30
2,59,0,3,30
37,60,0,3,30
53,60,0,3,30
92,65,0,3,30
47,70,0,3,30
69,70,0,3,30
62,70,0,3,30
45,72,0,3,30
57,72,0,3,30
86,73,0,3,30
8,74,0,3,30
32,74,0,3,30
17,74,0,3,30
54,74,0,3,30
77,74,0,3,30
50,78,0,3,30
73,80,0,3,30
0,80,0,3,30
27,85,0,3,30
21,87,0,3,30
47,88,0,3,30
45,88,0,3,30
57,88,0,3,30
59,88,0,3,30
12,91,0,3,30
21,91,0,3,30
69,91,0,3,30
92,91,0,3,30
89,91,0,3,30
62,91,0,3,30
37,94,0,3,30
53,94,0,3,30
89,94,0,3,30
69,95,0,3,30
92,95,0,3,30
59,96,0,3,30
27,97,0,3,30
37,1,0.00001,3,30
53,1,0.00001,3,30
45,2,0.00001,3,30
57,2,0.00001,3,30
59,2,0.00001,3,30
92,2,0.00001,3,30
47,8,0.00001,3,30
45,11,0.00001,3,30
57,11,0.00001,3,30
86,11,0.00001,3,30
47,12,0.00001,3,30
45,13,0.00001,3,30
57,13,0.00001,3,30
59,13,0.00001,3,30
38,14,0.00001,3,30
81,14,0.00001,3,30
17,21,0.00001,3,30
25,21,0.00001,3,30
37,21,0.00001,3,30
53,21,0.00001,3,30
76,21,0.00001,3,30
64,21,0.00001,3,30
47,21,0.00001,3,30
84,21,0.00001,3,30
60,21,0.00001,3,30
33,21,0.00001,3,30
12,21,0.00001,3,30
21,21,0.00001,3,30
2,21,0.00001,3,30
22,21,0.00001,3,30
3,21,0.00001,3,30
67,21,0.00001,3,30
87,21,0.00001,3,30
41,21,0.00001,3,30
42,21,0.00001,3,30
64,24,0.00001,3,30
2,24,0.00001,3,30
47,28,0.00001,3,30
69,31,0.00001,3,30
89,31,0.00001,3,30
62,31,0.00001,3,30
48,34,0.00001,3,30
37,39,0.00001,3,30
53,39,0.00001,3,30
22,40,0.00001,3,30
37,42,0.00001,3,30
53,42,0.00001,3,30
69,48,0.00001,3,30
47,53,0.00001,3,30
88,54,0.00001,3,30
2,58,0.00001,3,30
2,59,0.00001,3,30
37,60,0.00001,3,30
53,60,0.00001,3,30
47,70,0.00001,3,30
69,70,0.00001,3,30
62,70,0.00001,3,30
45,72,0.00001,3,30
57,72,0.00001,3,30
86,73,0.00001,3,30
8,74,0.00001,3,30
32,74,0.00001,3,30
50,78,0.00001,3,30
73,80,0.00001,3,30
0,80,0.00001,3,30
27,85,0.00001,3,30
21,87,0.00001,3,30
47,88,0.00001,3,30
45,88,0.00001,3,30
57,88,0.00001,3,30
59,88,0.00001,3,30
12,91,0.00001,3,30
21,91,0.00001,3,30
69,91,0.00001,3,30
92,91,0.00001,3,30
89,91,0.00001,3,30
62,91,0.00001,3,30
37,94,0.00001,3,30
53,94,0.00001,3,30
89,94,0.00001,3,30
69,95,0.00001,3,30
92,95,0.00001,3,30
59,96,0.00001,3,30
27,97,0.00001,3,30
37,1,0.0001,3,30
53,1,0.0001,3,30
45,2,0.0001,3,30
57,2,0.0001,3,30
59,2,0.0001,3,30
92,2,0.0001,3,30
47,8,0.0001,3,30
45,11,0.0001,3,30
57,11,0.0001,3,30
86,11,0.0001,3,30
47,12,0.0001,3,30
45,13,0.0001,3,30
57,13,0.0001,3,30
59,13,0.0001,3,30
38,14,0.0001,3,30
81,14,0.0001,3,30
47,18,0.0001,3,30
17,21,0.0001,3,30
25,21,0.0001,3,30
37,21,0.0001,3,30
53,21,0.0001,3,30
76,21,0.0001,3,30
64,21,0.0001,3,30
47,21,0.0001,3,30
84,21,0.0001,3,30
60,21,0.0001,3,30
96,21,0.0001,3,30
12,21,0.0001,3,30
21,21,0.0001,3,30
2,21,0.0001,3,30
22,21,0.0001,3,30
3,21,0.0001,3,30
10,21,0.0001,3,30
86,21,0.0001,3,30
52,21,0.0001,3,30
50,21,0.0001,3,30
67,21,0.0001,3,30
87,21,0.0001,3,30
41,21,0.0001,3,30
42,21,0.0001,3,30
64,24,0.0001,3,30
2,24,0.0001,3,30
47,28,0.0001,3,30
62,31,0.0001,3,30
83,34,0.0001,3,30
90,34,0.0001,3,30
53,34,0.0001,3,30
48,34,0.0001,3,30
76,34,0.0001,3,30
64,34,0.0001,3,30
47,34,0.0001,3,30
84,34,0.0001,3,30
27,34,0.0001,3,30
12,34,0.0001,3,30
21,34,0.0001,3,30
3,34,0.0001,3,30
37,39,0.0001,3,30
53,39,0.0001,3,30
37,42,0.0001,3,30
53,42,0.0001,3,30
69,48,0.0001,3,30
47,53,0.0001,3,30
88,54,0.0001,3,30
21,57,0.0001,3,30
2,58,0.0001,3,30
2,59,0.0001,3,30
37,60,0.0001,3,30
53,60,0.0001,3,30
47,70,0.0001,3,30
3,70,0.0001,3,30
69,70,0.0001,3,30
62,70,0.0001,3,30
59,72,0.0001,3,30
86,73,0.0001,3,30
50,78,0.0001,3,30
73,80,0.0001,3,30
0,80,0.0001,3,30
27,85,0.0001,3,30
21,87,0.0001,3,30
47,88,0.0001,3,30
45,88,0.0001,3,30
57,88,0.0001,3,30
12,91,0.0001,3,30
21,91,0.0001,3,30
69,91,0.0001,3,30
92,91,0.0001,3,30
89,91,0.0001,3,30
62,91,0.0001,3,30
89,94,0.0001,3,30
92,95,0.0001,3,30
59,96,0.0001,3,30
27,97,0.0001,3,30
38,14,0.001,3,30
81,14,0.001,3,30
37,18,0.001,3,30
53,18,0.001,3,30
31,18,0.001,3,30
76,18,0.001,3,30
47,18,0.001,3,30
6,18,0.001,3,30
12,18,0.001,3,30
21,18,0.001,3,30
2,18,0.001,3,30
10,18,0.001,3,30
52,18,0.001,3,30
54,18,0.001,3,30
77,18,0.001,3,30
50,18,0.001,3,30
17,21,0.001,3,30
25,21,0.001,3,30
53,21,0.001,3,30
60,21,0.001,3,30
96,21,0.001,3,30
6,21,0.001,3,30
24,21,0.001,3,30
12,21,0.001,3,30
21,21,0.001,3,30
2,21,0.001,3,30
22,21,0.001,3,30
3,21,0.001,3,30
10,21,0.001,3,30
79,21,0.001,3,30
