gene                 rate

Matrix 1             0.889460070102
Matrix 2             1.84195926711
Matrix 3             0.871434590849
Matrix 4             0.786187195809
Matrix 5             0.967842581661
Matrix 6             0.885107678756
Matrix 7             0.896474194326
Matrix 8             1.52641180943
Matrix 9             1.64746230675
Matrix 10            1.01377830714
Matrix 11            1.18270980053
Matrix 12            1.07044295966
Matrix 13            1.15526680912
Matrix 14            0.746871687094
Matrix 15            0.434770696879
Matrix 16            0.767913058803
Matrix 17            0.329960504627
Matrix 18            0.869140338286
Matrix 19            1.44607149081
Matrix 20            1.27323248262
Matrix 21            1.57950807339
Matrix 22            1.22220627017
Matrix 23            1.17723887082
Matrix 24            0.956331906277
Matrix 25            1.28151987014
Matrix 26            0.95660945353
Matrix 27            0.427075342715
Matrix 28            0.578282717775
Matrix 29            0.822553664478
Matrix 30            1.24848556237
Matrix 31            1.52048004208
Matrix 32            0.527874079931
Matrix 33            0.943016482497
Matrix 34            1.13233543207
Matrix 35            0.993701931389
Matrix 36            0.742701490088
Matrix 37            0.706069445027
Matrix 38            0.86633761361
Matrix 39            1.76651678337
Matrix 40            0.345620185791
Matrix 41            0.474484439317
Matrix 42            0.455223489938
Matrix 43            0.430092715658
Matrix 44            0.542689700338
Matrix 45            1.4270108654
Matrix 46            0.884826672673
Matrix 47            1.07982971393
Matrix 48            1.42169699947
Matrix 49            0.872921263286
Matrix 50            0.721535167742
Matrix 51            0.687393397622
Matrix 52            1.73128428228
Matrix 53            0.83568786505
Matrix 54            0.771280208865
Matrix 55            0.668747105273
Matrix 56            0.659864037947
Matrix 57            0.549745628978
Matrix 58            0.395731699395
Matrix 59            0.851031709243
Matrix 60            0.512936319722
Matrix 61            1.18330127113
Matrix 62            0.744195048442
Matrix 63            0.927419977636
Matrix 64            0.932294756465
Matrix 65            0.883558771787
Matrix 66            2.19334383856
Matrix 67            0.438805441618
Matrix 68            1.32441943283
Matrix 69            2.36483744539
Matrix 70            0.215824656153
Matrix 71            1.69708322995
Matrix 72            0.799105106163
Matrix 73            3.29096952924
Matrix 74            1.06467376476
Matrix 75            0.903282395717
Matrix 76            0.639042978439
Matrix 77            1.1230712654
Matrix 78            1.63335200868
Matrix 79            2.11212790438
Matrix 80            0.76974384017
Matrix 81            1.54872090733
Matrix 82            0.785258427408
Matrix 83            0.832434574599
Matrix 84            0.947739925047
Matrix 85            0.74536343246
Matrix 86            1.53000178669
Matrix 87            0.425030879218
Matrix 88            2.21659622978
Matrix 89            0.823334103395
Matrix 90            0.61368348399
Matrix 91            2.11906767087
Matrix 92            1.08214402593
Matrix 93            0.66318786088
Matrix 94            0.692012853155
Matrix 95            0.944228702601
Matrix 96            1.03487052144
Matrix 97            2.32814424742
Matrix 98            0.717471633569
Matrix 99            1.08130182964
Matrix 100           0.879735563959
Matrix 101           0.359887036991
Matrix 102           1.34714589708
Matrix 103           2.07145523754
Matrix 104           1.21004594971
Matrix 105           0.581759043892
Matrix 106           0.857662855049
Matrix 107           0.670131155492
Matrix 108           0.886559375673
Matrix 109           2.28241115054
Matrix 110           0.718255453484
Matrix 111           0.769399694418
Matrix 112           0.626932689517
Matrix 113           0.699840652833
Matrix 114           0.368625976325
Matrix 115           1.2246339339
Matrix 116           0.773181837806
Matrix 117           0.958142535724
