species,gene,lam,k,rep,error
31,21,0,3,37,200
0,42,0,3,37,200
7,47,0,3,37,200
27,67,0,3,37,200
26,67,0,3,37,200
13,81,0,3,37,200
99,83,0,3,37,200
41,98,0,3,37,200
31,21,0.00001,3,37,200
0,42,0.00001,3,37,200
7,47,0.00001,3,37,200
27,67,0.00001,3,37,200
26,67,0.00001,3,37,200
13,81,0.00001,3,37,200
99,83,0.00001,3,37,200
41,98,0.00001,3,37,200
31,21,0.0001,3,37,200
0,42,0.0001,3,37,200
7,47,0.0001,3,37,200
27,67,0.0001,3,37,200
26,67,0.0001,3,37,200
21,79,0.0001,3,37,200
13,81,0.0001,3,37,200
99,83,0.0001,3,37,200
41,98,0.0001,3,37,200
63,12,0.001,3,37,200
61,12,0.001,3,37,200
13,13,0.001,3,37,200
31,21,0.001,3,37,200
0,42,0.001,3,37,200
27,67,0.001,3,37,200
26,67,0.001,3,37,200
21,79,0.001,3,37,200
50,79,0.001,3,37,200
57,79,0.001,3,37,200
13,81,0.001,3,37,200
41,98,0.001,3,37,200
13,3,0.01,3,37,200
33,3,0.01,3,37,200
61,7,0.01,3,37,200
63,12,0.01,3,37,200
61,12,0.01,3,37,200
13,13,0.01,3,37,200
58,13,0.01,3,37,200
47,13,0.01,3,37,200
96,18,0.01,3,37,200
31,21,0.01,3,37,200
8,44,0.01,3,37,200
61,45,0.01,3,37,200
60,59,0.01,3,37,200
27,67,0.01,3,37,200
26,67,0.01,3,37,200
96,73,0.01,3,37,200
21,79,0.01,3,37,200
50,79,0.01,3,37,200
57,79,0.01,3,37,200
13,81,0.01,3,37,200
61,12,0.1,3,37,200
0,13,0.1,3,37,200
13,13,0.1,3,37,200
58,13,0.1,3,37,200
47,13,0.1,3,37,200
85,45,0.1,3,37,200
61,45,0.1,3,37,200
96,73,0.1,3,37,200
34,97,true,3,37,200
33,8,0,3,37,400
45,8,0,3,37,400
47,11,0,3,37,400
46,15,0,3,37,400
17,15,0,3,37,400
10,19,0,3,37,400
82,23,0,3,37,400
4,27,0,3,37,400
96,32,0,3,37,400
60,36,0,3,37,400
35,55,0,3,37,400
83,62,0,3,37,400
73,62,0,3,37,400
54,63,0,3,37,400
7,63,0,3,37,400
10,63,0,3,37,400
82,68,0,3,37,400
35,72,0,3,37,400
66,79,0,3,37,400
58,81,0,3,37,400
51,86,0,3,37,400
29,90,0,3,37,400
55,92,0,3,37,400
12,96,0,3,37,400
0,100,0,3,37,400
22,100,0,3,37,400
33,8,0.00001,3,37,400
45,8,0.00001,3,37,400
47,11,0.00001,3,37,400
46,15,0.00001,3,37,400
17,15,0.00001,3,37,400
10,19,0.00001,3,37,400
82,23,0.00001,3,37,400
20,26,0.00001,3,37,400
4,27,0.00001,3,37,400
96,32,0.00001,3,37,400
60,36,0.00001,3,37,400
35,55,0.00001,3,37,400
83,62,0.00001,3,37,400
73,62,0.00001,3,37,400
54,63,0.00001,3,37,400
7,63,0.00001,3,37,400
10,63,0.00001,3,37,400
82,68,0.00001,3,37,400
35,72,0.00001,3,37,400
7,75,0.00001,3,37,400
66,79,0.00001,3,37,400
58,81,0.00001,3,37,400
51,86,0.00001,3,37,400
29,90,0.00001,3,37,400
55,92,0.00001,3,37,400
12,96,0.00001,3,37,400
0,100,0.00001,3,37,400
22,100,0.00001,3,37,400
33,8,0.0001,3,37,400
45,8,0.0001,3,37,400
47,11,0.0001,3,37,400
46,15,0.0001,3,37,400
17,15,0.0001,3,37,400
7,19,0.0001,3,37,400
82,23,0.0001,3,37,400
20,26,0.0001,3,37,400
4,27,0.0001,3,37,400
60,36,0.0001,3,37,400
35,55,0.0001,3,37,400
54,63,0.0001,3,37,400
7,63,0.0001,3,37,400
10,63,0.0001,3,37,400
35,72,0.0001,3,37,400
66,79,0.0001,3,37,400
58,81,0.0001,3,37,400
51,86,0.0001,3,37,400
29,90,0.0001,3,37,400
55,92,0.0001,3,37,400
12,96,0.0001,3,37,400
22,100,0.0001,3,37,400
33,8,0.001,3,37,400
47,11,0.001,3,37,400
20,26,0.001,3,37,400
35,55,0.001,3,37,400
58,57,0.001,3,37,400
54,63,0.001,3,37,400
7,63,0.001,3,37,400
10,63,0.001,3,37,400
35,72,0.001,3,37,400
58,81,0.001,3,37,400
51,86,0.001,3,37,400
12,96,0.001,3,37,400
0,100,0.001,3,37,400
20,26,0.01,3,37,400
13,40,0.01,3,37,400
58,40,0.01,3,37,400
0,47,0.01,3,37,400
58,57,0.01,3,37,400
54,63,0.01,3,37,400
7,63,0.01,3,37,400
10,63,0.01,3,37,400
0,75,0.01,3,37,400
0,82,0.01,3,37,400
50,82,0.01,3,37,400
40,82,0.01,3,37,400
11,82,0.01,3,37,400
57,82,0.01,3,37,400
0,100,0.01,3,37,400
69,63,0.1,3,37,400
0,82,0.1,3,37,400
0,82,1,3,37,400
24,97,true,3,37,400
27,97,true,3,37,400
26,97,true,3,37,400
22,97,true,3,37,400
34,97,true,3,37,400
7,19,0,3,37,800
10,19,0,3,37,800
59,24,0,3,37,800
42,27,0,3,37,800
35,32,0,3,37,800
42,32,0,3,37,800
31,33,0,3,37,800
32,35,0,3,37,800
35,37,0,3,37,800
55,47,0,3,37,800
12,53,0,3,37,800
59,53,0,3,37,800
35,55,0,3,37,800
55,57,0,3,37,800
78,58,0,3,37,800
80,60,0,3,37,800
95,60,0,3,37,800
35,72,0,3,37,800
33,74,0,3,37,800
45,74,0,3,37,800
12,75,0,3,37,800
13,81,0,3,37,800
58,81,0,3,37,800
55,81,0,3,37,800
16,84,0,3,37,800
29,90,0,3,37,800
55,92,0,3,37,800
72,96,0,3,37,800
7,19,0.00001,3,37,800
10,19,0.00001,3,37,800
59,24,0.00001,3,37,800
42,27,0.00001,3,37,800
35,32,0.00001,3,37,800
42,32,0.00001,3,37,800
31,33,0.00001,3,37,800
32,35,0.00001,3,37,800
35,37,0.00001,3,37,800
55,47,0.00001,3,37,800
12,53,0.00001,3,37,800
59,53,0.00001,3,37,800
35,55,0.00001,3,37,800
55,57,0.00001,3,37,800
78,58,0.00001,3,37,800
80,60,0.00001,3,37,800
95,60,0.00001,3,37,800
35,72,0.00001,3,37,800
33,74,0.00001,3,37,800
45,74,0.00001,3,37,800
12,75,0.00001,3,37,800
13,81,0.00001,3,37,800
58,81,0.00001,3,37,800
55,81,0.00001,3,37,800
16,84,0.00001,3,37,800
29,90,0.00001,3,37,800
55,92,0.00001,3,37,800
72,96,0.00001,3,37,800
7,19,0.0001,3,37,800
10,19,0.0001,3,37,800
59,24,0.0001,3,37,800
42,27,0.0001,3,37,800
35,32,0.0001,3,37,800
42,32,0.0001,3,37,800
35,37,0.0001,3,37,800
55,47,0.0001,3,37,800
35,55,0.0001,3,37,800
55,57,0.0001,3,37,800
78,58,0.0001,3,37,800
80,60,0.0001,3,37,800
95,60,0.0001,3,37,800
35,72,0.0001,3,37,800
33,74,0.0001,3,37,800
45,74,0.0001,3,37,800
13,81,0.0001,3,37,800
58,81,0.0001,3,37,800
55,81,0.0001,3,37,800
16,84,0.0001,3,37,800
29,90,0.0001,3,37,800
72,96,0.0001,3,37,800
93,7,0.001,3,37,800
42,27,0.001,3,37,800
35,32,0.001,3,37,800
42,32,0.001,3,37,800
31,41,0.001,3,37,800
35,55,0.001,3,37,800
55,57,0.001,3,37,800
78,58,0.001,3,37,800
80,60,0.001,3,37,800
35,72,0.001,3,37,800
33,74,0.001,3,37,800
45,74,0.001,3,37,800
13,81,0.001,3,37,800
58,81,0.001,3,37,800
29,90,0.001,3,37,800
20,96,0.001,3,37,800
72,96,0.001,3,37,800
93,97,0.001,3,37,800
41,41,0.01,3,37,800
31,41,0.01,3,37,800
55,57,0.01,3,37,800
13,81,0.01,3,37,800
58,81,0.01,3,37,800
7,82,0.01,3,37,800
20,96,0.01,3,37,800
72,96,0.01,3,37,800
0,51,1,3,37,800
24,97,true,3,37,800
1,97,true,3,37,800
39,97,true,3,37,800
22,97,true,3,37,800
34,97,true,3,37,800
27,97,true,3,37,800
26,97,true,3,37,800
49,97,true,3,37,800
36,97,true,3,37,800
93,7,0,3,37,1600
78,7,0,3,37,1600
43,9,0,3,37,1600
29,12,0,3,37,1600
82,23,0,3,37,1600
14,23,0,3,37,1600
59,24,0,3,37,1600
4,27,0,3,37,1600
29,29,0,3,37,1600
42,32,0,3,37,1600
35,32,0,3,37,1600
31,33,0,3,37,1600
35,37,0,3,37,1600
46,37,0,3,37,1600
43,42,0,3,37,1600
55,47,0,3,37,1600
12,53,0,3,37,1600
59,53,0,3,37,1600
35,55,0,3,37,1600
0,57,0,3,37,1600
78,58,0,3,37,1600
80,60,0,3,37,1600
95,60,0,3,37,1600
16,63,0,3,37,1600
63,66,0,3,37,1600
82,68,0,3,37,1600
35,72,0,3,37,1600
8,73,0,3,37,1600
31,73,0,3,37,1600
12,75,0,3,37,1600
14,78,0,3,37,1600
43,78,0,3,37,1600
61,82,0,3,37,1600
16,84,0,3,37,1600
84,88,0,3,37,1600
29,90,0,3,37,1600
80,91,0,3,37,1600
95,91,0,3,37,1600
55,92,0,3,37,1600
61,96,0,3,37,1600
93,97,0,3,37,1600
93,7,0.00001,3,37,1600
78,7,0.00001,3,37,1600
43,9,0.00001,3,37,1600
29,12,0.00001,3,37,1600
82,23,0.00001,3,37,1600
14,23,0.00001,3,37,1600
59,24,0.00001,3,37,1600
4,27,0.00001,3,37,1600
29,29,0.00001,3,37,1600
42,32,0.00001,3,37,1600
35,32,0.00001,3,37,1600
31,33,0.00001,3,37,1600
35,37,0.00001,3,37,1600
46,37,0.00001,3,37,1600
43,42,0.00001,3,37,1600
55,47,0.00001,3,37,1600
12,53,0.00001,3,37,1600
59,53,0.00001,3,37,1600
35,55,0.00001,3,37,1600
0,57,0.00001,3,37,1600
78,58,0.00001,3,37,1600
80,60,0.00001,3,37,1600
95,60,0.00001,3,37,1600
16,63,0.00001,3,37,1600
63,66,0.00001,3,37,1600
35,72,0.00001,3,37,1600
40,73,0.00001,3,37,1600
8,73,0.00001,3,37,1600
31,73,0.00001,3,37,1600
12,75,0.00001,3,37,1600
61,82,0.00001,3,37,1600
16,84,0.00001,3,37,1600
84,88,0.00001,3,37,1600
29,90,0.00001,3,37,1600
80,91,0.00001,3,37,1600
95,91,0.00001,3,37,1600
55,92,0.00001,3,37,1600
61,96,0.00001,3,37,1600
93,97,0.00001,3,37,1600
93,7,0.0001,3,37,1600
78,7,0.0001,3,37,1600
43,9,0.0001,3,37,1600
29,12,0.0001,3,37,1600
14,23,0.0001,3,37,1600
59,24,0.0001,3,37,1600
4,27,0.0001,3,37,1600
