species,gene,lam,k,rep
86,5,0,3,28
95,5,0,3,28
100,5,0,3,28
12,6,0,3,28
75,6,0,3,28
2,6,0,3,28
73,6,0,3,28
26,7,0,3,28
82,7,0,3,28
19,14,0,3,28
82,14,0,3,28
61,17,0,3,28
15,21,0,3,28
12,21,0,3,28
78,21,0,3,28
58,21,0,3,28
5,21,0,3,28
54,22,0,3,28
26,22,0,3,28
54,23,0,3,28
26,23,0,3,28
54,27,0,3,28
26,27,0,3,28
87,29,0,3,28
97,29,0,3,28
84,29,0,3,28
81,29,0,3,28
90,29,0,3,28
54,30,0,3,28
86,30,0,3,28
87,31,0,3,28
97,31,0,3,28
86,31,0,3,28
26,37,0,3,28
54,38,0,3,28
54,39,0,3,28
15,39,0,3,28
87,39,0,3,28
97,39,0,3,28
15,40,0,3,28
84,41,0,3,28
81,41,0,3,28
90,41,0,3,28
81,43,0,3,28
26,47,0,3,28
54,54,0,3,28
26,54,0,3,28
34,54,0,3,28
26,57,0,3,28
87,57,0,3,28
97,57,0,3,28
82,57,0,3,28
54,58,0,3,28
34,64,0,3,28
7,66,0,3,28
12,66,0,3,28
75,66,0,3,28
2,66,0,3,28
73,66,0,3,28
3,69,0,3,28
72,69,0,3,28
14,69,0,3,28
15,72,0,3,28
86,77,0,3,28
95,77,0,3,28
100,77,0,3,28
95,83,0,3,28
100,83,0,3,28
87,84,0,3,28
97,84,0,3,28
86,84,0,3,28
95,84,0,3,28
100,84,0,3,28
81,84,0,3,28
90,84,0,3,28
54,86,0,3,28
26,89,0,3,28
52,89,0,3,28
54,92,0,3,28
54,93,0,3,28
90,94,0,3,28
26,95,0,3,28
87,97,0,3,28
86,97,0,3,28
86,5,0.00001,3,28
95,5,0.00001,3,28
12,6,0.00001,3,28
75,6,0.00001,3,28
2,6,0.00001,3,28
73,6,0.00001,3,28
26,7,0.00001,3,28
82,7,0.00001,3,28
82,14,0.00001,3,28
15,21,0.00001,3,28
12,21,0.00001,3,28
78,21,0.00001,3,28
58,21,0.00001,3,28
5,21,0.00001,3,28
54,22,0.00001,3,28
26,22,0.00001,3,28
54,23,0.00001,3,28
26,23,0.00001,3,28
32,26,0.00001,3,28
54,26,0.00001,3,28
26,26,0.00001,3,28
34,26,0.00001,3,28
15,26,0.00001,3,28
12,26,0.00001,3,28
54,27,0.00001,3,28
26,27,0.00001,3,28
34,27,0.00001,3,28
12,27,0.00001,3,28
2,27,0.00001,3,28
19,28,0.00001,3,28
67,28,0.00001,3,28
7,28,0.00001,3,28
87,29,0.00001,3,28
97,29,0.00001,3,28
86,30,0.00001,3,28
87,31,0.00001,3,28
97,31,0.00001,3,28
86,31,0.00001,3,28
26,37,0.00001,3,28
54,38,0.00001,3,28
15,39,0.00001,3,28
87,39,0.00001,3,28
97,39,0.00001,3,28
15,40,0.00001,3,28
81,43,0.00001,3,28
26,47,0.00001,3,28
54,54,0.00001,3,28
34,54,0.00001,3,28
26,57,0.00001,3,28
87,57,0.00001,3,28
97,57,0.00001,3,28
82,57,0.00001,3,28
54,58,0.00001,3,28
34,64,0.00001,3,28
7,66,0.00001,3,28
12,66,0.00001,3,28
75,66,0.00001,3,28
2,66,0.00001,3,28
73,66,0.00001,3,28
3,69,0.00001,3,28
72,69,0.00001,3,28
14,69,0.00001,3,28
15,72,0.00001,3,28
95,77,0.00001,3,28
100,77,0.00001,3,28
15,83,0.00001,3,28
12,83,0.00001,3,28
100,83,0.00001,3,28
87,84,0.00001,3,28
97,84,0.00001,3,28
86,84,0.00001,3,28
95,84,0.00001,3,28
100,84,0.00001,3,28
54,86,0.00001,3,28
26,89,0.00001,3,28
54,92,0.00001,3,28
26,95,0.00001,3,28
87,97,0.00001,3,28
86,97,0.00001,3,28
86,5,0.0001,3,28
75,6,0.0001,3,28
2,6,0.0001,3,28
73,6,0.0001,3,28
82,7,0.0001,3,28
12,21,0.0001,3,28
78,21,0.0001,3,28
58,21,0.0001,3,28
5,21,0.0001,3,28
32,26,0.0001,3,28
38,26,0.0001,3,28
1,26,0.0001,3,28
19,26,0.0001,3,28
67,26,0.0001,3,28
54,26,0.0001,3,28
26,26,0.0001,3,28
34,26,0.0001,3,28
15,26,0.0001,3,28
12,26,0.0001,3,28
54,27,0.0001,3,28
34,27,0.0001,3,28
15,27,0.0001,3,28
7,27,0.0001,3,28
12,27,0.0001,3,28
2,27,0.0001,3,28
19,28,0.0001,3,28
67,28,0.0001,3,28
26,28,0.0001,3,28
87,29,0.0001,3,28
97,29,0.0001,3,28
86,30,0.0001,3,28
87,31,0.0001,3,28
97,31,0.0001,3,28
86,31,0.0001,3,28
15,39,0.0001,3,28
87,39,0.0001,3,28
15,40,0.0001,3,28
81,43,0.0001,3,28
34,54,0.0001,3,28
87,57,0.0001,3,28
97,57,0.0001,3,28
34,64,0.0001,3,28
7,66,0.0001,3,28
12,66,0.0001,3,28
75,66,0.0001,3,28
73,66,0.0001,3,28
3,69,0.0001,3,28
72,69,0.0001,3,28
14,69,0.0001,3,28
95,77,0.0001,3,28
100,77,0.0001,3,28
