28	0	200	1	0	0.3086979420780867
28	0	200	1	69	0.03268558323821575
28	0	200	1	64	0.03268558323821575
28	0	200	1	91	0.03268558323821575
28	0	200	1	9	0.03268558323821575
28	0	200	1	35	0.03268558323821575
28	0	200	1	29	0.027061898213783228
28	0	200	1	89	0.03268558323821575
28	0	200	1	77	0.011095470923041263
28	0	200	1	79	0.009709568240993982
28	0	200	1	13	0.009709568240993982
28	0	200	1	43	0.009709568240993982
28	0	200	1	62	0.009709568240993982
28	0	200	1	27	0.009709568240993982
28	0	200	1	67	0.009709568240993982
28	0	200	1	19	0.0032469450436676188
28	0	200	1	55	0.0018197243972786585
28	0	200	1	93	0.008899265152776793
28	0	200	1	53	0.008899265152776793
28	0	200	1	86	0.008899265152776793
28	0	200	2	0	0.30968100299934087
28	0	200	2	91	0.04019588101894072
28	0	200	2	35	0.04019588101894072
28	0	200	2	69	0.04019588101894072
28	0	200	2	9	0.04019588101894072
28	0	200	2	89	0.04019588101894072
28	0	200	2	77	0.01582759019561462
28	0	200	2	64	0.04019588101894072
28	0	200	2	29	0.017718971103118906
28	0	200	2	62	0.01582759019561462
28	0	200	2	43	0.01079164517082401
28	0	200	2	79	0.01079164517082401
28	0	200	2	93	0.0098332169988432
28	0	200	2	13	0.0098332169988432
28	0	200	2	67	0.0098332169988432
28	0	200	2	86	0.0098332169988432
28	0	200	2	27	0.009059961602893393
28	0	200	2	53	0.00554028487332689
28	0	200	2	57	0.004607783641764172
28	0	200	2	49	0.004607783641764172
28	0	200	3	0	0.3222763990038637
28	0	200	3	91	0.025058481196641422
28	0	200	3	89	0.025058481196641422
28	0	200	3	69	0.03190619625456948
28	0	200	3	64	0.03190619625456948
28	0	200	3	9	0.03190619625456948
28	0	200	3	35	0.03190619625456948
28	0	200	3	29	0.019144548026515686
28	0	200	3	77	0.013780741892773266
28	0	200	3	62	0.01319192830888712
28	0	200	3	93	0.01117098037518469
28	0	200	3	86	0.01117098037518469
28	0	200	3	43	0.008373070101641832
28	0	200	3	13	0.008373070101641832
28	0	200	3	79	0.008087092523018974
28	0	200	3	53	0.007462157609352922
28	0	200	3	67	0.007462157609352922
28	0	200	3	44	0.007462157609352922
28	0	200	3	37	0.007462157609352922
28	0	200	3	27	0.007462157609352922
28	0	200	4	0	0.31742326959240685
28	0	200	4	35	0.0457069205666483
28	0	200	4	9	0.0457069205666483
28	0	200	4	91	0.0457069205666483
28	0	200	4	64	0.0457069205666483
28	0	200	4	69	0.0457069205666483
28	0	200	4	29	0.011619066011478624
28	0	200	4	89	0.0457069205666483
28	0	200	4	77	0.011619066011478624
28	0	200	4	79	0.011619066011478624
28	0	200	4	67	0.0066855352313984475
28	0	200	4	53	0.010255248224367186
28	0	200	4	62	0.011619066011478624
28	0	200	4	43	0.011619066011478624
28	0	200	4	93	0.011619066011478624
28	0	200	4	27	0.010255248224367186
28	0	200	4	13	0.010255248224367186
28	0	200	4	86	0.010255248224367186
28	0	200	4	37	0.0018503857048996295
28	0	200	4	21	0.0066855352313984475
28	0	200	4	49	0.0066855352313984475
28	0	200	5	0	0.31044043340596555
28	0	200	5	9	0.0472758486173878
28	0	200	5	64	0.0472758486173878
28	0	200	5	69	0.0472758486173878
28	0	200	5	91	0.03703310943114755
28	0	200	5	35	0.0472758486173878
28	0	200	5	29	0.014258032673628443
28	0	200	5	89	0.03703310943114755
28	0	200	5	77	0.014258032673628443
28	0	200	5	13	0.012422058069197602
28	0	200	5	62	0.01057523925927656
28	0	200	5	79	0.01057523925927656
28	0	200	5	43	0.01057523925927656
28	0	200	5	93	0.01057523925927656
28	0	200	5	67	0.01057523925927656
28	0	200	5	53	0.01057523925927656
28	0	200	5	57	0.009274198813139687
28	0	200	5	55	0.0031158512250274925
28	0	200	5	3	0.0031158512250274925
28	0	200	5	19	0.0031158512250274925
28	0	200	6	0	0.3303767552528123
28	0	200	6	35	0.02700604725077787
28	0	200	6	89	0.02408559572491071
28	0	200	6	91	0.02408559572491071
28	0	200	6	69	0.02700604725077787
28	0	200	6	64	0.02700604725077787
28	0	200	6	9	0.02700604725077787
28	0	200	6	29	0.01966910904598437
28	0	200	6	77	0.01676269734429966
28	0	200	6	79	0.01676269734429966
28	0	200	6	13	0.01676269734429966
28	0	200	6	43	0.01005371926961215
28	0	200	6	62	0.01676269734429966
28	0	200	6	27	0.01676269734429966
28	0	200	6	93	0.01676269734429966
28	0	200	6	53	0.01005371926961215
28	0	200	6	57	0.01676269734429966
28	0	200	6	86	0.01676269734429966
28	0	200	6	37	0.0025162326256424504
28	0	200	6	65	0.01005371926961215
28	0	200	6	67	0.01005371926961215
28	0	200	7	0	0.32496577399451554
28	0	200	7	91	0.021028535395428247
