species,gene,lam,k,rep
9,1,0,3,02
28,1,0,3,02
21,3,0,3,02
66,5,0,3,02
93,5,0,3,02
34,5,0,3,02
75,9,0,3,02
50,9,0,3,02
55,9,0,3,02
81,9,0,3,02
76,9,0,3,02
75,14,0,3,02
50,14,0,3,02
62,17,0,3,02
80,17,0,3,02
39,19,0,3,02
47,19,0,3,02
55,20,0,3,02
81,20,0,3,02
76,20,0,3,02
99,24,0,3,02
80,25,0,3,02
75,26,0,3,02
50,26,0,3,02
13,36,0,3,02
75,38,0,3,02
50,38,0,3,02
57,43,0,3,02
27,45,0,3,02
22,45,0,3,02
24,45,0,3,02
57,50,0,3,02
99,54,0,3,02
66,68,0,3,02
57,69,0,3,02
57,71,0,3,02
99,71,0,3,02
50,73,0,3,02
57,77,0,3,02
99,78,0,3,02
75,84,0,3,02
50,84,0,3,02
93,88,0,3,02
34,88,0,3,02
0,96,0,3,02
47,100,0,3,02
9,1,0.00001,3,02
28,1,0.00001,3,02
21,3,0.00001,3,02
66,5,0.00001,3,02
93,5,0.00001,3,02
34,5,0.00001,3,02
57,9,0.00001,3,02
75,9,0.00001,3,02
50,9,0.00001,3,02
55,9,0.00001,3,02
76,9,0.00001,3,02
75,14,0.00001,3,02
50,14,0.00001,3,02
62,17,0.00001,3,02
80,17,0.00001,3,02
39,19,0.00001,3,02
47,19,0.00001,3,02
55,20,0.00001,3,02
81,20,0.00001,3,02
76,20,0.00001,3,02
80,25,0.00001,3,02
75,26,0.00001,3,02
50,26,0.00001,3,02
55,26,0.00001,3,02
76,26,0.00001,3,02
13,36,0.00001,3,02
75,38,0.00001,3,02
50,38,0.00001,3,02
55,38,0.00001,3,02
57,43,0.00001,3,02
27,45,0.00001,3,02
22,45,0.00001,3,02
24,45,0.00001,3,02
57,50,0.00001,3,02
66,68,0.00001,3,02
57,69,0.00001,3,02
57,71,0.00001,3,02
50,73,0.00001,3,02
57,77,0.00001,3,02
75,84,0.00001,3,02
50,84,0.00001,3,02
99,85,0.00001,3,02
