species,gene,lam,k,rep
32,1,0,3,03
18,4,0,3,03
45,5,0,3,03
26,5,0,3,03
34,5,0,3,03
89,9,0,3,03
91,12,0,3,03
26,12,0,3,03
34,12,0,3,03
18,17,0,3,03
49,19,0,3,03
32,19,0,3,03
57,19,0,3,03
68,19,0,3,03
65,19,0,3,03
89,20,0,3,03
96,24,0,3,03
35,29,0,3,03
80,29,0,3,03
61,29,0,3,03
100,29,0,3,03
83,29,0,3,03
43,29,0,3,03
8,33,0,3,03
15,40,0,3,03
45,42,0,3,03
26,42,0,3,03
69,42,0,3,03
52,48,0,3,03
99,48,0,3,03
70,48,0,3,03
89,49,0,3,03
49,49,0,3,03
90,49,0,3,03
87,49,0,3,03
8,54,0,3,03
96,56,0,3,03
15,57,0,3,03
26,61,0,3,03
89,62,0,3,03
71,66,0,3,03
54,66,0,3,03
41,66,0,3,03
28,66,0,3,03
84,67,0,3,03
38,67,0,3,03
40,67,0,3,03
45,72,0,3,03
49,74,0,3,03
90,74,0,3,03
87,74,0,3,03
35,76,0,3,03
80,76,0,3,03
61,76,0,3,03
100,76,0,3,03
96,79,0,3,03
33,80,0,3,03
45,82,0,3,03
26,82,0,3,03
69,82,0,3,03
13,83,0,3,03
32,85,0,3,03
68,85,0,3,03
65,85,0,3,03
49,88,0,3,03
97,90,0,3,03
44,90,0,3,03
92,90,0,3,03
94,90,0,3,03
72,90,0,3,03
56,92,0,3,03
31,92,0,3,03
27,93,0,3,03
58,93,0,3,03
98,93,0,3,03
59,96,0,3,03
34,97,0,3,03
56,1,0.00001,3,03
31,1,0.00001,3,03
18,4,0.00001,3,03
45,5,0.00001,3,03
26,5,0.00001,3,03
34,5,0.00001,3,03
89,9,0.00001,3,03
26,12,0.00001,3,03
34,12,0.00001,3,03
18,17,0.00001,3,03
57,19,0.00001,3,03
89,20,0.00001,3,03
96,24,0.00001,3,03
35,29,0.00001,3,03
80,29,0.00001,3,03
61,29,0.00001,3,03
100,29,0.00001,3,03
83,29,0.00001,3,03
43,29,0.00001,3,03
8,33,0.00001,3,03
15,40,0.00001,3,03
45,42,0.00001,3,03
26,42,0.00001,3,03
69,42,0.00001,3,03
89,49,0.00001,3,03
49,49,0.00001,3,03
90,49,0.00001,3,03
87,49,0.00001,3,03
75,53,0.00001,3,03
6,53,0.00001,3,03
3,53,0.00001,3,03
25,53,0.00001,3,03
8,54,0.00001,3,03
96,56,0.00001,3,03
15,57,0.00001,3,03
26,61,0.00001,3,03
89,62,0.00001,3,03
1,64,0.00001,3,03
13,64,0.00001,3,03
12,64,0.00001,3,03
18,64,0.00001,3,03
71,66,0.00001,3,03
54,66,0.00001,3,03
41,66,0.00001,3,03
28,66,0.00001,3,03
84,67,0.00001,3,03
38,67,0.00001,3,03
60,72,0.00001,3,03
45,72,0.00001,3,03
49,74,0.00001,3,03
90,74,0.00001,3,03
87,74,0.00001,3,03
35,76,0.00001,3,03
80,76,0.00001,3,03
61,76,0.00001,3,03
100,76,0.00001,3,03
96,79,0.00001,3,03
33,80,0.00001,3,03
45,82,0.00001,3,03
26,82,0.00001,3,03
69,82,0.00001,3,03
13,83,0.00001,3,03
32,85,0.00001,3,03
68,85,0.00001,3,03
65,85,0.00001,3,03
49,88,0.00001,3,03
27,92,0.00001,3,03
58,92,0.00001,3,03
98,92,0.00001,3,03
56,92,0.00001,3,03
31,92,0.00001,3,03
57,92,0.00001,3,03
74,92,0.00001,3,03
27,93,0.00001,3,03
58,93,0.00001,3,03
98,93,0.00001,3,03
56,1,0.0001,3,03
31,1,0.0001,3,03
18,4,0.0001,3,03
45,5,0.0001,3,03
26,5,0.0001,3,03
34,5,0.0001,3,03
89,8,0.0001,3,03
26,12,0.0001,3,03
34,12,0.0001,3,03
18,17,0.0001,3,03
97,19,0.0001,3,03
44,19,0.0001,3,03
92,19,0.0001,3,03
57,19,0.0001,3,03
80,29,0.0001,3,03
61,29,0.0001,3,03
100,29,0.0001,3,03
83,29,0.0001,3,03
43,29,0.0001,3,03
8,33,0.0001,3,03
15,40,0.0001,3,03
45,42,0.0001,3,03
26,42,0.0001,3,03
69,42,0.0001,3,03
89,49,0.0001,3,03
49,49,0.0001,3,03
