gene                 rate

Matrix 1             0.223254536672
Matrix 2             0.0498296237721
Matrix 3             0.357585243297
Matrix 4             2.68936103447
Matrix 5             0.7122847788
Matrix 6             1.3591047108
Matrix 7             0.0510956691376
Matrix 8             0.439405549708
Matrix 9             0.660327031483
Matrix 10            1.62893074971
Matrix 11            0.279826725403
Matrix 12            0.406611857122
Matrix 13            0.795182805567
Matrix 14            0.274002268654
Matrix 15            2.031054808
Matrix 16            1.17623356306
Matrix 17            0.194478496547
Matrix 18            0.269659280998
Matrix 19            1.21403429966
Matrix 20            1.35419447709
Matrix 21            0.502593495723
Matrix 22            0.130839702533
Matrix 23            0.892553678818
Matrix 24            0.440090909685
Matrix 25            2.534970283
Matrix 26            1.27913976336
Matrix 27            1.67318832135
Matrix 28            1.59096421383
Matrix 29            1.08864376571
Matrix 30            1.46177478409
Matrix 31            0.121693496474
Matrix 32            2.30851707307
Matrix 33            1.28031975421
Matrix 34            2.50337477571
Matrix 35            1.80754069472
Matrix 36            0.626544905492
Matrix 37            0.230562600721
Matrix 38            0.392247737169
Matrix 39            0.655188362109
Matrix 40            0.320043402923
Matrix 41            0.996103855641
Matrix 42            0.829854006681
Matrix 43            0.0127819847795
Matrix 44            0.505208658256
Matrix 45            0.856859862576
Matrix 46            0.656788228636
Matrix 47            1.04472643526
Matrix 48            0.74291246412
Matrix 49            1.89714337619
Matrix 50            0.529461398465
Matrix 51            0.746488625574
Matrix 52            0.222854275456
Matrix 53            0.289127412179
Matrix 54            0.565343456165
Matrix 55            0.925982347548
Matrix 56            0.833255703353
Matrix 57            0.681393379382
Matrix 58            0.581835298676
Matrix 59            0.875312663815
Matrix 60            1.93230851447
Matrix 61            0.719474860135
Matrix 62            0.543465872482
Matrix 63            0.314683933973
Matrix 64            0.525375256589
Matrix 65            0.457264050036
Matrix 66            1.00671639969
Matrix 67            1.0736256936
Matrix 68            0.21143498459
Matrix 69            1.16238380183
Matrix 70            1.05737392104
Matrix 71            1.33422549125
Matrix 72            0.372635809895
Matrix 73            0.841281763144
