species,gene,lam,k,rep
3,6,0,3,25
12,6,0,3,25
43,6,0,3,25
3,6,0.00001,3,25
12,6,0.00001,3,25
43,6,0.00001,3,25
38,55,0.00001,3,25
22,55,0.00001,3,25
24,76,0.00001,3,25
3,6,0.0001,3,25
12,6,0.0001,3,25
43,6,0.0001,3,25
38,55,0.0001,3,25
22,55,0.0001,3,25
12,55,0.0001,3,25
43,55,0.0001,3,25
4,58,0.0001,3,25
24,76,0.0001,3,25
20,76,0.0001,3,25
38,82,0.0001,3,25
22,82,0.0001,3,25
29,82,0.0001,3,25
3,82,0.0001,3,25
38,55,0.001,3,25
22,55,0.001,3,25
4,58,0.001,3,25
42,58,0.001,3,25
14,58,0.001,3,25
24,82,0.001,3,25
49,82,0.001,3,25
78,82,0.001,3,25
99,82,0.001,3,25
60,82,0.001,3,25
50,82,0.001,3,25
46,2,0.01,3,25
18,2,0.01,3,25
45,2,0.01,3,25
58,2,0.01,3,25
41,43,0.01,3,25
11,58,0.01,3,25
0,69,0.01,3,25
39,82,0.01,3,25
24,82,0.01,3,25
44,82,0.01,3,25
26,82,0.01,3,25
30,82,0.01,3,25
12,82,0.01,3,25
33,82,0.01,3,25
49,82,0.01,3,25
96,82,0.01,3,25
56,82,0.01,3,25
55,82,0.01,3,25
91,82,0.01,3,25
60,82,0.01,3,25
53,82,0.01,3,25
50,82,0.01,3,25
89,82,0.01,3,25
85,82,0.01,3,25
48,82,0.01,3,25
0,69,0.1,3,25
33,82,0.1,3,25
49,82,0.1,3,25
96,82,0.1,3,25
56,82,0.1,3,25
55,82,0.1,3,25
91,82,0.1,3,25
78,82,0.1,3,25
99,82,0.1,3,25
79,82,0.1,3,25
60,82,0.1,3,25
53,82,0.1,3,25
65,82,0.1,3,25
50,82,0.1,3,25
90,82,0.1,3,25
0,88,0.1,3,25
7,14,1,3,25
0,69,1,3,25
49,82,1,3,25
96,82,1,3,25
56,82,1,3,25
55,82,1,3,25
91,82,1,3,25
78,82,1,3,25
65,82,1,3,25
87,82,1,3,25
71,82,1,3,25
50,82,1,3,25
90,82,1,3,25
0,88,1,3,25
11,92,1,3,25
9,92,1,3,25
24,92,1,3,25
41,92,1,3,25
33,92,1,3,25
11,92,10,3,25
9,92,10,3,25
24,92,10,3,25
33,92,10,3,25
33,88,100,3,25
9,92,100,3,25
33,92,100,3,25
0,82,true,3,25
11,88,true,3,25
10,88,true,3,25
21,88,true,3,25
35,88,true,3,25
31,88,true,3,25
9,88,true,3,25
34,88,true,3,25
5,88,true,3,25
15,88,true,3,25
45,88,true,3,25
24,88,true,3,25
20,88,true,3,25
38,88,true,3,25
22,88,true,3,25
29,88,true,3,25
41,88,true,3,25
3,88,true,3,25
44,88,true,3,25
26,88,true,3,25
30,88,true,3,25
12,88,true,3,25
43,88,true,3,25
33,88,true,3,25
88,88,true,3,25
93,88,true,3,25
9,92,true,3,25
33,92,true,3,25
