species,gene,lam,k,rep,error
75,8,0,3,16,200
62,8,0,3,16,200
34,13,0,3,16,200
21,13,0,3,16,200
22,13,0,3,16,200
13,13,0,3,16,200
24,13,0,3,16,200
14,13,0,3,16,200
63,14,0,3,16,200
68,14,0,3,16,200
13,16,0,3,16,200
46,19,0,3,16,200
8,22,0,3,16,200
21,22,0,3,16,200
3,22,0,3,16,200
17,22,0,3,16,200
34,24,0,3,16,200
21,24,0,3,16,200
22,24,0,3,16,200
13,24,0,3,16,200
24,24,0,3,16,200
14,24,0,3,16,200
12,25,0,3,16,200
99,27,0,3,16,200
62,28,0,3,16,200
63,28,0,3,16,200
8,34,0,3,16,200
14,34,0,3,16,200
97,35,0,3,16,200
77,35,0,3,16,200
88,38,0,3,16,200
8,38,0,3,16,200
69,39,0,3,16,200
62,39,0,3,16,200
53,46,0,3,16,200
38,46,0,3,16,200
74,46,0,3,16,200
2,47,0,3,16,200
6,47,0,3,16,200
10,47,0,3,16,200
46,47,0,3,16,200
63,50,0,3,16,200
56,50,0,3,16,200
54,50,0,3,16,200
46,52,0,3,16,200
63,52,0,3,16,200
71,53,0,3,16,200
76,53,0,3,16,200
49,53,0,3,16,200
68,53,0,3,16,200
49,55,0,3,16,200
89,58,0,3,16,200
69,62,0,3,16,200
8,63,0,3,16,200
14,63,0,3,16,200
69,64,0,3,16,200
8,65,0,3,16,200
34,65,0,3,16,200
100,72,0,3,16,200
94,72,0,3,16,200
46,73,0,3,16,200
69,73,0,3,16,200
55,73,0,3,16,200
62,74,0,3,16,200
89,75,0,3,16,200
34,76,0,3,16,200
21,76,0,3,16,200
22,76,0,3,16,200
13,76,0,3,16,200
24,76,0,3,16,200
14,76,0,3,16,200
12,76,0,3,16,200
5,76,0,3,16,200
19,76,0,3,16,200
97,79,0,3,16,200
70,79,0,3,16,200
43,79,0,3,16,200
90,79,0,3,16,200
77,79,0,3,16,200
92,79,0,3,16,200
66,80,0,3,16,200
46,81,0,3,16,200
63,85,0,3,16,200
74,86,0,3,16,200
51,87,0,3,16,200
55,90,0,3,16,200
59,91,0,3,16,200
38,91,0,3,16,200
74,91,0,3,16,200
46,92,0,3,16,200
41,94,0,3,16,200
69,95,0,3,16,200
74,96,0,3,16,200
60,97,0,3,16,200
40,97,0,3,16,200
66,99,0,3,16,200
52,99,0,3,16,200
56,99,0,3,16,200
54,99,0,3,16,200
99,100,0,3,16,200
62,8,0.00001,3,16,200
34,13,0.00001,3,16,200
21,13,0.00001,3,16,200
22,13,0.00001,3,16,200
13,13,0.00001,3,16,200
24,13,0.00001,3,16,200
14,13,0.00001,3,16,200
63,14,0.00001,3,16,200
68,14,0.00001,3,16,200
13,16,0.00001,3,16,200
46,19,0.00001,3,16,200
69,19,0.00001,3,16,200
55,19,0.00001,3,16,200
8,22,0.00001,3,16,200
21,22,0.00001,3,16,200
3,22,0.00001,3,16,200
17,22,0.00001,3,16,200
34,24,0.00001,3,16,200
21,24,0.00001,3,16,200
22,24,0.00001,3,16,200
13,24,0.00001,3,16,200
24,24,0.00001,3,16,200
14,24,0.00001,3,16,200
12,25,0.00001,3,16,200
99,27,0.00001,3,16,200
62,28,0.00001,3,16,200
63,28,0.00001,3,16,200
8,34,0.00001,3,16,200
14,34,0.00001,3,16,200
88,38,0.00001,3,16,200
8,38,0.00001,3,16,200
69,39,0.00001,3,16,200
62,39,0.00001,3,16,200
53,46,0.00001,3,16,200
38,46,0.00001,3,16,200
2,47,0.00001,3,16,200
46,47,0.00001,3,16,200
63,50,0.00001,3,16,200
56,50,0.00001,3,16,200
54,50,0.00001,3,16,200
46,52,0.00001,3,16,200
63,52,0.00001,3,16,200
71,53,0.00001,3,16,200
76,53,0.00001,3,16,200
49,53,0.00001,3,16,200
68,53,0.00001,3,16,200
49,55,0.00001,3,16,200
89,58,0.00001,3,16,200
69,62,0.00001,3,16,200
8,63,0.00001,3,16,200
14,63,0.00001,3,16,200
69,64,0.00001,3,16,200
8,65,0.00001,3,16,200
34,65,0.00001,3,16,200
100,72,0.00001,3,16,200
94,72,0.00001,3,16,200
46,73,0.00001,3,16,200
69,73,0.00001,3,16,200
55,73,0.00001,3,16,200
62,74,0.00001,3,16,200
89,75,0.00001,3,16,200
34,76,0.00001,3,16,200
21,76,0.00001,3,16,200
22,76,0.00001,3,16,200
13,76,0.00001,3,16,200
24,76,0.00001,3,16,200
14,76,0.00001,3,16,200
12,76,0.00001,3,16,200
5,76,0.00001,3,16,200
19,76,0.00001,3,16,200
97,79,0.00001,3,16,200
70,79,0.00001,3,16,200
43,79,0.00001,3,16,200
90,79,0.00001,3,16,200
77,79,0.00001,3,16,200
92,79,0.00001,3,16,200
46,81,0.00001,3,16,200
51,87,0.00001,3,16,200
55,90,0.00001,3,16,200
59,91,0.00001,3,16,200
38,91,0.00001,3,16,200
74,91,0.00001,3,16,200
46,92,0.00001,3,16,200
41,94,0.00001,3,16,200
69,95,0.00001,3,16,200
74,96,0.00001,3,16,200
60,97,0.00001,3,16,200
40,97,0.00001,3,16,200
66,99,0.00001,3,16,200
52,99,0.00001,3,16,200
99,100,0.00001,3,16,200
62,8,0.0001,3,16,200
48,11,0.0001,3,16,200
22,13,0.0001,3,16,200
24,13,0.0001,3,16,200
14,13,0.0001,3,16,200
63,14,0.0001,3,16,200
68,14,0.0001,3,16,200
13,16,0.0001,3,16,200
46,19,0.0001,3,16,200
69,19,0.0001,3,16,200
55,19,0.0001,3,16,200
8,22,0.0001,3,16,200
21,22,0.0001,3,16,200
3,22,0.0001,3,16,200
13,24,0.0001,3,16,200
24,24,0.0001,3,16,200
14,24,0.0001,3,16,200
12,25,0.0001,3,16,200
99,27,0.0001,3,16,200
8,34,0.0001,3,16,200
14,34,0.0001,3,16,200
88,38,0.0001,3,16,200
8,38,0.0001,3,16,200
69,39,0.0001,3,16,200
62,39,0.0001,3,16,200
53,46,0.0001,3,16,200
38,46,0.0001,3,16,200
46,52,0.0001,3,16,200
63,52,0.0001,3,16,200
71,53,0.0001,3,16,200
76,53,0.0001,3,16,200
49,53,0.0001,3,16,200
68,53,0.0001,3,16,200
49,55,0.0001,3,16,200
89,58,0.0001,3,16,200
69,62,0.0001,3,16,200
8,63,0.0001,3,16,200
14,63,0.0001,3,16,200
69,64,0.0001,3,16,200
8,65,0.0001,3,16,200
34,65,0.0001,3,16,200
46,73,0.0001,3,16,200
69,73,0.0001,3,16,200
55,73,0.0001,3,16,200
62,74,0.0001,3,16,200
89,75,0.0001,3,16,200
34,76,0.0001,3,16,200
24,76,0.0001,3,16,200
12,76,0.0001,3,16,200
5,76,0.0001,3,16,200
19,76,0.0001,3,16,200
97,79,0.0001,3,16,200
70,79,0.0001,3,16,200
43,79,0.0001,3,16,200
90,79,0.0001,3,16,200
77,79,0.0001,3,16,200
92,79,0.0001,3,16,200
46,81,0.0001,3,16,200
51,87,0.0001,3,16,200
55,90,0.0001,3,16,200
59,91,0.0001,3,16,200
38,91,0.0001,3,16,200
74,91,0.0001,3,16,200
46,92,0.0001,3,16,200
41,94,0.0001,3,16,200
69,95,0.0001,3,16,200
60,97,0.0001,3,16,200
40,97,0.0001,3,16,200
66,99,0.0001,3,16,200
48,11,0.001,3,16,200
68,14,0.001,3,16,200
13,16,0.001,3,16,200
21,22,0.001,3,16,200
12,25,0.001,3,16,200
99,27,0.001,3,16,200
53,46,0.001,3,16,200
38,46,0.001,3,16,200
49,55,0.001,3,16,200
89,58,0.001,3,16,200
8,65,0.001,3,16,200
34,65,0.001,3,16,200
69,73,0.001,3,16,200
55,73,0.001,3,16,200
89,75,0.001,3,16,200
34,76,0.001,3,16,200
24,76,0.001,3,16,200
5,76,0.001,3,16,200
19,76,0.001,3,16,200
92,79,0.001,3,16,200
46,81,0.001,3,16,200
59,91,0.001,3,16,200
38,91,0.001,3,16,200
41,94,0.001,3,16,200
60,97,0.001,3,16,200
40,97,0.001,3,16,200
48,11,0.01,3,16,200
68,14,0.01,3,16,200
13,16,0.01,3,16,200
21,22,0.01,3,16,200
85,23,0.01,3,16,200
87,23,0.01,3,16,200
12,25,0.01,3,16,200
99,27,0.01,3,16,200
2,47,0.01,3,16,200
59,51,0.01,3,16,200
89,58,0.01,3,16,200
89,75,0.01,3,16,200
38,91,0.01,3,16,200
48,11,0.1,3,16,200
68,14,0.1,3,16,200
93,19,0.1,3,16,200
85,23,0.1,3,16,200
87,23,0.1,3,16,200
99,27,0.1,3,16,200
63,50,0.1,3,16,200
89,58,0.1,3,16,200
60,99,0.1,3,16,200
40,99,0.1,3,16,200
48,11,1,3,16,200
56,50,1,3,16,200
54,50,1,3,16,200
89,58,1,3,16,200
48,63,1,3,16,200
44,63,1,3,16,200
48,11,10,3,16,200
56,50,10,3,16,200
54,50,10,3,16,200
89,58,10,3,16,200
48,63,10,3,16,200
44,63,10,3,16,200
61,80,10,3,16,200
66,80,10,3,16,200
52,80,10,3,16,200
56,80,10,3,16,200
54,80,10,3,16,200
48,11,100,3,16,200
56,50,100,3,16,200
54,50,100,3,16,200
89,58,100,3,16,200
61,80,100,3,16,200
66,80,100,3,16,200
52,80,100,3,16,200
56,80,100,3,16,200
54,80,100,3,16,200
53,2,true,3,16,200
38,2,true,3,16,200
68,14,true,3,16,200
91,27,true,3,16,200
99,27,true,3,16,200
63,50,true,3,16,200
56,50,true,3,16,200
54,50,true,3,16,200
89,58,true,3,16,200
12,62,true,3,16,200
5,62,true,3,16,200
19,62,true,3,16,200
61,79,true,3,16,200
97,79,true,3,16,200
70,79,true,3,16,200
43,79,true,3,16,200
90,79,true,3,16,200
77,79,true,3,16,200
92,79,true,3,16,200
61,80,true,3,16,200
66,80,true,3,16,200
52,80,true,3,16,200
56,80,true,3,16,200
54,80,true,3,16,200
63,85,true,3,16,200
6,92,true,3,16,200
19,92,true,3,16,200
60,97,true,3,16,200
40,97,true,3,16,200
55,100,true,3,16,200
88,1,0,3,16,400
98,3,0,3,16,400
42,3,0,3,16,400
91,3,0,3,16,400
51,8,0,3,16,400
75,8,0,3,16,400
93,19,0,3,16,400
46,19,0,3,16,400
21,22,0,3,16,400
6,23,0,3,16,400
60,25,0,3,16,400
40,25,0,3,16,400
99,27,0,3,16,400
63,28,0,3,16,400
62,28,0,3,16,400
6,34,0,3,16,400
46,39,0,3,16,400
69,39,0,3,16,400
55,39,0,3,16,400
51,40,0,3,16,400
74,40,0,3,16,400
88,43,0,3,16,400
12,44,0,3,16,400
53,44,0,3,16,400
38,44,0,3,16,400
60,44,0,3,16,400
40,44,0,3,16,400
74,46,0,3,16,400
88,47,0,3,16,400
6,47,0,3,16,400
88,49,0,3,16,400
55,50,0,3,16,400
63,50,0,3,16,400
53,53,0,3,16,400
38,53,0,3,16,400
49,53,0,3,16,400
71,53,0,3,16,400
76,53,0,3,16,400
68,53,0,3,16,400
9,55,0,3,16,400
6,60,0,3,16,400
69,62,0,3,16,400
8,63,0,3,16,400
14,63,0,3,16,400
58,64,0,3,16,400
98,64,0,3,16,400
42,64,0,3,16,400
91,64,0,3,16,400
69,64,0,3,16,400
37,66,0,3,16,400
6,69,0,3,16,400
61,71,0,3,16,400
66,71,0,3,16,400
36,72,0,3,16,400
76,72,0,3,16,400
46,73,0,3,16,400
89,75,0,3,16,400
92,79,0,3,16,400
77,79,0,3,16,400
90,79,0,3,16,400
97,79,0,3,16,400
70,79,0,3,16,400
43,79,0,3,16,400
61,80,0,3,16,400
66,80,0,3,16,400
