species,gene,lam,k,rep,error
29,1,0,3,33,200
14,1,0,3,33,200
16,1,0,3,33,200
28,1,0,3,33,200
35,1,0,3,33,200
33,1,0,3,33,200
85,4,0,3,33,200
24,4,0,3,33,200
12,5,0,3,33,200
36,5,0,3,33,200
37,5,0,3,33,200
7,5,0,3,33,200
15,5,0,3,33,200
21,7,0,3,33,200
23,7,0,3,33,200
39,7,0,3,33,200
15,7,0,3,33,200
67,8,0,3,33,200
75,8,0,3,33,200
62,11,0,3,33,200
43,12,0,3,33,200
3,12,0,3,33,200
38,12,0,3,33,200
56,12,0,3,33,200
21,12,0,3,33,200
23,12,0,3,33,200
7,15,0,3,33,200
70,16,0,3,33,200
56,16,0,3,33,200
22,16,0,3,33,200
8,16,0,3,33,200
18,16,0,3,33,200
75,18,0,3,33,200
15,19,0,3,33,200
64,22,0,3,33,200
75,22,0,3,33,200
49,25,0,3,33,200
15,26,0,3,33,200
91,26,0,3,33,200
0,26,0,3,33,200
0,27,0,3,33,200
43,28,0,3,33,200
3,28,0,3,33,200
46,28,0,3,33,200
9,28,0,3,33,200
84,29,0,3,33,200
85,31,0,3,33,200
83,31,0,3,33,200
44,33,0,3,33,200
97,35,0,3,33,200
94,35,0,3,33,200
51,36,0,3,33,200
69,36,0,3,33,200
97,37,0,3,33,200
39,38,0,3,33,200
17,38,0,3,33,200
15,38,0,3,33,200
100,39,0,3,33,200
49,41,0,3,33,200
12,45,0,3,33,200
36,45,0,3,33,200
47,45,0,3,33,200
4,45,0,3,33,200
9,46,0,3,33,200
8,46,0,3,33,200
18,46,0,3,33,200
20,46,0,3,33,200
13,46,0,3,33,200
46,50,0,3,33,200
64,50,0,3,33,200
92,50,0,3,33,200
75,50,0,3,33,200
85,50,0,3,33,200
83,50,0,3,33,200
24,50,0,3,33,200
62,51,0,3,33,200
6,52,0,3,33,200
5,52,0,3,33,200
19,54,0,3,33,200
6,56,0,3,33,200
91,56,0,3,33,200
96,58,0,3,33,200
62,65,0,3,33,200
91,65,0,3,33,200
41,67,0,3,33,200
57,67,0,3,33,200
4,68,0,3,33,200
57,71,0,3,33,200
64,71,0,3,33,200
75,74,0,3,33,200
85,74,0,3,33,200
83,74,0,3,33,200
92,76,0,3,33,200
6,80,0,3,33,200
92,81,0,3,33,200
75,81,0,3,33,200
83,81,0,3,33,200
1,84,0,3,33,200
5,84,0,3,33,200
99,84,0,3,33,200
12,85,0,3,33,200
36,85,0,3,33,200
12,86,0,3,33,200
36,86,0,3,33,200
37,86,0,3,33,200
6,87,0,3,33,200
22,89,0,3,33,200
16,91,0,3,33,200
75,93,0,3,33,200
44,95,0,3,33,200
57,99,0,3,33,200
76,99,0,3,33,200
92,99,0,3,33,200
29,1,0.00001,3,33,200
14,1,0.00001,3,33,200
16,1,0.00001,3,33,200
28,1,0.00001,3,33,200
35,1,0.00001,3,33,200
33,1,0.00001,3,33,200
85,4,0.00001,3,33,200
24,4,0.00001,3,33,200
12,5,0.00001,3,33,200
36,5,0.00001,3,33,200
37,5,0.00001,3,33,200
7,5,0.00001,3,33,200
15,5,0.00001,3,33,200
21,7,0.00001,3,33,200
23,7,0.00001,3,33,200
39,7,0.00001,3,33,200
15,7,0.00001,3,33,200
67,8,0.00001,3,33,200
75,8,0.00001,3,33,200
62,11,0.00001,3,33,200
43,12,0.00001,3,33,200
3,12,0.00001,3,33,200
38,12,0.00001,3,33,200
56,12,0.00001,3,33,200
21,12,0.00001,3,33,200
23,12,0.00001,3,33,200
7,15,0.00001,3,33,200
70,16,0.00001,3,33,200
56,16,0.00001,3,33,200
22,16,0.00001,3,33,200
8,16,0.00001,3,33,200
18,16,0.00001,3,33,200
75,18,0.00001,3,33,200
15,19,0.00001,3,33,200
64,22,0.00001,3,33,200
75,22,0.00001,3,33,200
49,25,0.00001,3,33,200
15,26,0.00001,3,33,200
91,26,0.00001,3,33,200
0,26,0.00001,3,33,200
0,27,0.00001,3,33,200
43,28,0.00001,3,33,200
3,28,0.00001,3,33,200
46,28,0.00001,3,33,200
9,28,0.00001,3,33,200
84,29,0.00001,3,33,200
85,31,0.00001,3,33,200
83,31,0.00001,3,33,200
44,33,0.00001,3,33,200
97,35,0.00001,3,33,200
94,35,0.00001,3,33,200
51,36,0.00001,3,33,200
69,36,0.00001,3,33,200
97,37,0.00001,3,33,200
39,38,0.00001,3,33,200
17,38,0.00001,3,33,200
15,38,0.00001,3,33,200
100,39,0.00001,3,33,200
49,41,0.00001,3,33,200
12,45,0.00001,3,33,200
36,45,0.00001,3,33,200
47,45,0.00001,3,33,200
4,45,0.00001,3,33,200
8,46,0.00001,3,33,200
18,46,0.00001,3,33,200
20,46,0.00001,3,33,200
13,46,0.00001,3,33,200
46,50,0.00001,3,33,200
64,50,0.00001,3,33,200
92,50,0.00001,3,33,200
75,50,0.00001,3,33,200
85,50,0.00001,3,33,200
83,50,0.00001,3,33,200
24,50,0.00001,3,33,200
62,51,0.00001,3,33,200
6,52,0.00001,3,33,200
5,52,0.00001,3,33,200
19,54,0.00001,3,33,200
6,56,0.00001,3,33,200
91,56,0.00001,3,33,200
96,58,0.00001,3,33,200
62,65,0.00001,3,33,200
91,65,0.00001,3,33,200
41,67,0.00001,3,33,200
57,67,0.00001,3,33,200
4,68,0.00001,3,33,200
57,71,0.00001,3,33,200
64,71,0.00001,3,33,200
92,74,0.00001,3,33,200
75,74,0.00001,3,33,200
85,74,0.00001,3,33,200
83,74,0.00001,3,33,200
92,76,0.00001,3,33,200
6,80,0.00001,3,33,200
92,81,0.00001,3,33,200
75,81,0.00001,3,33,200
85,81,0.00001,3,33,200
83,81,0.00001,3,33,200
1,84,0.00001,3,33,200
5,84,0.00001,3,33,200
99,84,0.00001,3,33,200
12,85,0.00001,3,33,200
36,85,0.00001,3,33,200
12,86,0.00001,3,33,200
36,86,0.00001,3,33,200
37,86,0.00001,3,33,200
6,87,0.00001,3,33,200
22,89,0.00001,3,33,200
16,91,0.00001,3,33,200
75,93,0.00001,3,33,200
44,95,0.00001,3,33,200
57,99,0.00001,3,33,200
76,99,0.00001,3,33,200
92,99,0.00001,3,33,200
29,1,0.0001,3,33,200
14,1,0.0001,3,33,200
28,1,0.0001,3,33,200
35,1,0.0001,3,33,200
33,1,0.0001,3,33,200
85,4,0.0001,3,33,200
24,4,0.0001,3,33,200
12,5,0.0001,3,33,200
36,5,0.0001,3,33,200
37,5,0.0001,3,33,200
7,5,0.0001,3,33,200
15,5,0.0001,3,33,200
21,7,0.0001,3,33,200
23,7,0.0001,3,33,200
39,7,0.0001,3,33,200
15,7,0.0001,3,33,200
67,8,0.0001,3,33,200
75,8,0.0001,3,33,200
62,11,0.0001,3,33,200
43,12,0.0001,3,33,200
3,12,0.0001,3,33,200
38,12,0.0001,3,33,200
56,12,0.0001,3,33,200
21,12,0.0001,3,33,200
23,12,0.0001,3,33,200
7,15,0.0001,3,33,200
70,16,0.0001,3,33,200
56,16,0.0001,3,33,200
22,16,0.0001,3,33,200
8,16,0.0001,3,33,200
18,16,0.0001,3,33,200
47,17,0.0001,3,33,200
75,18,0.0001,3,33,200
15,19,0.0001,3,33,200
64,22,0.0001,3,33,200
75,22,0.0001,3,33,200
49,25,0.0001,3,33,200
15,26,0.0001,3,33,200
91,26,0.0001,3,33,200
0,26,0.0001,3,33,200
0,27,0.0001,3,33,200
43,28,0.0001,3,33,200
3,28,0.0001,3,33,200
46,28,0.0001,3,33,200
9,28,0.0001,3,33,200
84,29,0.0001,3,33,200
83,31,0.0001,3,33,200
44,33,0.0001,3,33,200
97,35,0.0001,3,33,200
94,35,0.0001,3,33,200
51,36,0.0001,3,33,200
69,36,0.0001,3,33,200
97,37,0.0001,3,33,200
39,38,0.0001,3,33,200
17,38,0.0001,3,33,200
15,38,0.0001,3,33,200
100,39,0.0001,3,33,200
49,41,0.0001,3,33,200
12,45,0.0001,3,33,200
36,45,0.0001,3,33,200
47,45,0.0001,3,33,200
4,45,0.0001,3,33,200
8,46,0.0001,3,33,200
18,46,0.0001,3,33,200
20,46,0.0001,3,33,200
13,46,0.0001,3,33,200
46,50,0.0001,3,33,200
64,50,0.0001,3,33,200
92,50,0.0001,3,33,200
75,50,0.0001,3,33,200
85,50,0.0001,3,33,200
83,50,0.0001,3,33,200
24,50,0.0001,3,33,200
62,51,0.0001,3,33,200
6,52,0.0001,3,33,200
5,52,0.0001,3,33,200
6,56,0.0001,3,33,200
91,56,0.0001,3,33,200
96,58,0.0001,3,33,200
62,65,0.0001,3,33,200
91,65,0.0001,3,33,200
41,67,0.0001,3,33,200
57,67,0.0001,3,33,200
4,68,0.0001,3,33,200
64,71,0.0001,3,33,200
92,74,0.0001,3,33,200
75,74,0.0001,3,33,200
85,74,0.0001,3,33,200
83,74,0.0001,3,33,200
92,76,0.0001,3,33,200
6,80,0.0001,3,33,200
92,81,0.0001,3,33,200
75,81,0.0001,3,33,200
85,81,0.0001,3,33,200
83,81,0.0001,3,33,200
1,84,0.0001,3,33,200
5,84,0.0001,3,33,200
99,84,0.0001,3,33,200
12,85,0.0001,3,33,200
36,85,0.0001,3,33,200
12,86,0.0001,3,33,200
36,86,0.0001,3,33,200
37,86,0.0001,3,33,200
6,87,0.0001,3,33,200
22,89,0.0001,3,33,200
16,91,0.0001,3,33,200
75,93,0.0001,3,33,200
57,99,0.0001,3,33,200
76,99,0.0001,3,33,200
92,99,0.0001,3,33,200
12,5,0.001,3,33,200
36,5,0.001,3,33,200
37,5,0.001,3,33,200
7,5,0.001,3,33,200
15,5,0.001,3,33,200
21,7,0.001,3,33,200
23,7,0.001,3,33,200
39,7,0.001,3,33,200
67,8,0.001,3,33,200
43,12,0.001,3,33,200
3,12,0.001,3,33,200
38,12,0.001,3,33,200
56,12,0.001,3,33,200
21,12,0.001,3,33,200
23,12,0.001,3,33,200
7,15,0.001,3,33,200
70,16,0.001,3,33,200
56,16,0.001,3,33,200
8,16,0.001,3,33,200
17,17,0.001,3,33,200
47,17,0.001,3,33,200
15,19,0.001,3,33,200
97,23,0.001,3,33,200
49,25,0.001,3,33,200
15,26,0.001,3,33,200
91,26,0.001,3,33,200
0,26,0.001,3,33,200
0,27,0.001,3,33,200
84,29,0.001,3,33,200
62,32,0.001,3,33,200
97,35,0.001,3,33,200
94,35,0.001,3,33,200
97,37,0.001,3,33,200
100,39,0.001,3,33,200
18,40,0.001,3,33,200
49,41,0.001,3,33,200
12,45,0.001,3,33,200
36,45,0.001,3,33,200
47,45,0.001,3,33,200
4,45,0.001,3,33,200
8,46,0.001,3,33,200
18,46,0.001,3,33,200
20,46,0.001,3,33,200
13,46,0.001,3,33,200
48,49,0.001,3,33,200
64,50,0.001,3,33,200
92,50,0.001,3,33,200
75,50,0.001,3,33,200
85,50,0.001,3,33,200
83,50,0.001,3,33,200
24,50,0.001,3,33,200
62,51,0.001,3,33,200
6,52,0.001,3,33,200
6,56,0.001,3,33,200
0,57,0.001,3,33,200
96,58,0.001,3,33,200
57,67,0.001,3,33,200
4,68,0.001,3,33,200
26,71,0.001,3,33,200
64,71,0.001,3,33,200
15,74,0.001,3,33,200
94,74,0.001,3,33,200
6,80,0.001,3,33,200
99,84,0.001,3,33,200
12,85,0.001,3,33,200
36,85,0.001,3,33,200
6,87,0.001,3,33,200
16,91,0.001,3,33,200
2,95,0.001,3,33,200
92,99,0.001,3,33,200
31,100,0.001,3,33,200
7,5,0.01,3,33,200
15,5,0.01,3,33,200
31,7,0.01,3,33,200
56,12,0.01,3,33,200
70,16,0.01,3,33,200
17,17,0.01,3,33,200
47,17,0.01,3,33,200
97,23,0.01,3,33,200
0,26,0.01,3,33,200
100,39,0.01,3,33,200
18,40,0.01,3,33,200
48,49,0.01,3,33,200
75,50,0.01,3,33,200
83,50,0.01,3,33,200
62,51,0.01,3,33,200
0,57,0.01,3,33,200
17,60,0.01,3,33,200
47,60,0.01,3,33,200
31,69,0.01,3,33,200
15,74,0.01,3,33,200
94,74,0.01,3,33,200
6,80,0.01,3,33,200
16,91,0.01,3,33,200
38,95,0.01,3,33,200
92,99,0.01,3,33,200
15,5,0.1,3,33,200
56,12,0.1,3,33,200
0,26,0.1,3,33,200
83,50,0.1,3,33,200
0,57,0.1,3,33,200
31,69,0.1,3,33,200
94,74,0.1,3,33,200
39,76,0.1,3,33,200
16,91,0.1,3,33,200
38,95,0.1,3,33,200
60,95,0.1,3,33,200
92,99,0.1,3,33,200
97,23,1,3,33,200
53,49,1,3,33,200
94,100,1,3,33,200
53,49,10,3,33,200
94,100,10,3,33,200
53,49,100,3,33,200
15,6,true,3,33,200
53,12,true,3,33,200
84,45,true,3,33,200
7,49,true,3,33,200
39,49,true,3,33,200
17,49,true,3,33,200
47,49,true,3,33,200
82,50,true,3,33,200
84,69,true,3,33,200
60,69,true,3,33,200
93,69,true,3,33,200
95,69,true,3,33,200
11,84,true,3,33,200
24,84,true,3,33,200
85,4,0,3,33,400
12,4,0,3,33,400
42,6,0,3,33,400
75,8,0,3,33,400
15,10,0,3,33,400
56,12,0,3,33,400
9,13,0,3,33,400
31,14,0,3,33,400
64,15,0,3,33,400
30,15,0,3,33,400
4,15,0,3,33,400
1,15,0,3,33,400
70,16,0,3,33,400
92,16,0,3,33,400
45,16,0,3,33,400
75,18,0,3,33,400
51,19,0,3,33,400
64,23,0,3,33,400
67,23,0,3,33,400
41,23,0,3,33,400
0,26,0,3,33,400
57,30,0,3,33,400
76,30,0,3,33,400
70,30,0,3,33,400
56,33,0,3,33,400
0,35,0,3,33,400
94,35,0,3,33,400
97,35,0,3,33,400
0,38,0,3,33,400
