gene                 rate

Matrix 1             1.17174362079
Matrix 2             0.891584416702
Matrix 3             1.48071203003
Matrix 4             0.989824127723
Matrix 5             1.04089547533
Matrix 6             0.66881381409
Matrix 7             0.626012290712
Matrix 8             0.823190251614
Matrix 9             0.630547754556
Matrix 10            1.26205030388
Matrix 11            0.629608152223
Matrix 12            1.35555759968
Matrix 13            1.55029726431
Matrix 14            1.42065252593
Matrix 15            1.02156937729
Matrix 16            0.831898152917
Matrix 17            1.11722163188
Matrix 18            1.0970128708
Matrix 19            1.00169826877
Matrix 20            1.13853323456
Matrix 21            0.983545639735
Matrix 22            0.927871998764
Matrix 23            1.03608660163
Matrix 24            0.618168708185
Matrix 25            1.31345381763
Matrix 26            0.698349850435
Matrix 27            1.10486675062
Matrix 28            0.810102624246
Matrix 29            1.06822037826
Matrix 30            1.00644369776
Matrix 31            0.761062555157
Matrix 32            0.446342180978
Matrix 33            1.03790969453
Matrix 34            0.623554206944
Matrix 35            1.6846507806
Matrix 36            1.1611779651
Matrix 37            0.914883193038
Matrix 38            1.00479144952
Matrix 39            0.871083238145
Matrix 40            0.895398418111
Matrix 41            1.14283185705
Matrix 42            0.687296568905
Matrix 43            1.22239573357
Matrix 44            0.865758826033
Matrix 45            0.900195182443
Matrix 46            0.716840308385
Matrix 47            1.01059168567
Matrix 48            1.08828940552
Matrix 49            1.64830595552
Matrix 50            0.967615715137
Matrix 51            0.92718386871
Matrix 52            0.843597442104
Matrix 53            0.916044263287
Matrix 54            1.12169615655
Matrix 55            0.95999955946
Matrix 56            0.879167290392
Matrix 57            0.752091586071
Matrix 58            1.41301597446
Matrix 59            1.2519438278
Matrix 60            1.06211824845
Matrix 61            0.773909120379
Matrix 62            1.09337489645
Matrix 63            1.48657880063
Matrix 64            0.84467680524
Matrix 65            1.07721394117
Matrix 66            0.864356369395
Matrix 67            0.989197666553
Matrix 68            0.988884479718
Matrix 69            1.29383043489
Matrix 70            0.770761928528
Matrix 71            0.755476018373
Matrix 72            1.87119097552
Matrix 73            1.00739433557
Matrix 74            1.24682257846
Matrix 75            1.15138478738
Matrix 76            0.755449678132
Matrix 77            1.29699511812
