gene                 rate

Matrix 1             0.10618142666
Matrix 2             0.740509325834
Matrix 3             0.517484209233
Matrix 4             0.142132139537
Matrix 5             0.976186308783
Matrix 6             1.35202995391
Matrix 7             2.33125084524
Matrix 8             0.710449142461
Matrix 9             0.809701287979
Matrix 10            0.229729228683
Matrix 11            3.02809452694
Matrix 12            0.102135979837
Matrix 13            0.367086636431
Matrix 14            0.600519801907
Matrix 15            0.00815209086501
Matrix 16            0.637651895328
Matrix 17            0.0803046096071
Matrix 18            3.2680612375
Matrix 19            0.277216502365
Matrix 20            0.510131385917
Matrix 21            0.142591123968
Matrix 22            0.357382090373
Matrix 23            0.428562560399
Matrix 24            3.05244054316
Matrix 25            1.19488247674
Matrix 26            0.597552930349
Matrix 27            5.61294167086
Matrix 28            0.0798915829799
Matrix 29            0.513380930531
Matrix 30            0.294088766696
Matrix 31            1.13739727879
Matrix 32            0.0662175488904
Matrix 33            4.02922091467
Matrix 34            1.21740036308
Matrix 35            1.35025750952
Matrix 36            0.0138824215156
Matrix 37            1.89411915172
Matrix 38            0.268109080923
Matrix 39            1.42934142971
Matrix 40            0.468359147621
Matrix 41            1.65951155294
Matrix 42            1.69490235941
Matrix 43            0.424056024629
Matrix 44            0.944024081694
Matrix 45            0.170088934496
Matrix 46            0.871325722472
Matrix 47            0.428738639885
Matrix 48            0.24298579445
Matrix 49            0.161969976146
Matrix 50            2.57254405631
Matrix 51            0.930421379301
Matrix 52            0.630484717088
Matrix 53            0.697131701183
Matrix 54            0.0529825101623
Matrix 55            0.410353645505
Matrix 56            0.906884861718
Matrix 57            0.807100315459
Matrix 58            5.38947407037
Matrix 59            0.520014185326
Matrix 60            0.000983791168064
Matrix 61            1.70149311321
Matrix 62            0.800651989252
Matrix 63            0.932171900135
Matrix 64            1.0638170991
Matrix 65            2.1867238376
Matrix 66            4.09482251068
Matrix 67            0.589849804648
Matrix 68            1.82671317656
Matrix 69            0.464089929002
Matrix 70            0.549802008991
Matrix 71            1.84199421245
Matrix 72            1.36870002502
Matrix 73            3.78534768651
Matrix 74            0.049641552159
Matrix 75            2.10217733052
Matrix 76            0.0797825361027
Matrix 77            0.275346439264
Matrix 78            1.02899670649
Matrix 79            0.810230719549
Matrix 80            0.369123694142
Matrix 81            0.357667235961
Matrix 82            1.63966667892
Matrix 83            0.691438341414
Matrix 84            0.301641572932
Matrix 85            0.285323475847
Matrix 86            2.09550783203
Matrix 87            1.38613040519
Matrix 88            0.0228866401379
Matrix 89            0.129602232715
Matrix 90            0.288497822862
Matrix 91            0.0557393358888
Matrix 92            0.800090762695
Matrix 93            0.268140997709
Matrix 94            0.132691954897
Matrix 95            4.9807015158
Matrix 96            0.312474625077
Matrix 97            1.90304871253
Matrix 98            0.0291639312612
Matrix 99            0.393804614902
Matrix 100           0.748448241072
Matrix 101           1.43410159614
Matrix 102           0.224684973333
Matrix 103           0.180402015135
Matrix 104           1.29886374244
Matrix 105           0.516797451923
Matrix 106           0.81670962979
Matrix 107           0.0086011670095
Matrix 108           2.41333430059
Matrix 109           0.0277424008561
Matrix 110           0.0205202606108
Matrix 111           0.115142293424
Matrix 112           0.477338687057
Matrix 113           1.2436437371
Matrix 114           0.035387920543
Matrix 115           0.373109827001
Matrix 116           1.65161860481
Matrix 117           0.396368830147
Matrix 118           0.977828920493
Matrix 119           0.501529045041
