species,gene,lam,k
Acanthocasuarina_muellerianae,592,0,3
Acerentomon_sp,1019,0,3
Acerentomon_sp,1256,0,3
Acerentomon_sp,1302,0,3
Acerentomon_sp,252,0,3
Acerentomon_sp,524,0,3
Acerentomon_sp,625,0,3
Acerentomon_sp,731,0,3
Acerentomon_sp,813,0,3
Acerentomon_sp,921,0,3
Acerentomon_sp,960,0,3
ACROMYRMEX_ECHINATIOR,1037,0,3
ACROMYRMEX_ECHINATIOR,1134,0,3
ACROMYRMEX_ECHINATIOR,1222,0,3
ACROMYRMEX_ECHINATIOR,1352,0,3
ACROMYRMEX_ECHINATIOR,1415,0,3
ACROMYRMEX_ECHINATIOR,174,0,3
ACROMYRMEX_ECHINATIOR,203,0,3
ACROMYRMEX_ECHINATIOR,236,0,3
ACROMYRMEX_ECHINATIOR,239,0,3
ACROMYRMEX_ECHINATIOR,321,0,3
ACROMYRMEX_ECHINATIOR,381,0,3
ACROMYRMEX_ECHINATIOR,551,0,3
ACROMYRMEX_ECHINATIOR,668,0,3
ACROMYRMEX_ECHINATIOR,689,0,3
ACROMYRMEX_ECHINATIOR,739,0,3
ACROMYRMEX_ECHINATIOR,805,0,3
ACROMYRMEX_ECHINATIOR,97,0,3
ACYRTOSIPHON_PISUM,1037,0,3
ACYRTOSIPHON_PISUM,1087,0,3
ACYRTOSIPHON_PISUM,1276,0,3
ACYRTOSIPHON_PISUM,1296,0,3
ACYRTOSIPHON_PISUM,1395,0,3
ACYRTOSIPHON_PISUM,1424,0,3
ACYRTOSIPHON_PISUM,1461,0,3
ACYRTOSIPHON_PISUM,1477,0,3
ACYRTOSIPHON_PISUM,15,0,3
ACYRTOSIPHON_PISUM,215,0,3
ACYRTOSIPHON_PISUM,231,0,3
ACYRTOSIPHON_PISUM,240,0,3
ACYRTOSIPHON_PISUM,270,0,3
ACYRTOSIPHON_PISUM,381,0,3
ACYRTOSIPHON_PISUM,466,0,3
ACYRTOSIPHON_PISUM,551,0,3
ACYRTOSIPHON_PISUM,56,0,3
ACYRTOSIPHON_PISUM,668,0,3
ACYRTOSIPHON_PISUM,731,0,3
ACYRTOSIPHON_PISUM,736,0,3
ACYRTOSIPHON_PISUM,805,0,3
ACYRTOSIPHON_PISUM,883,0,3
ACYRTOSIPHON_PISUM,935,0,3
Aleochara_curtula,472,0,3
Anurida_maritima,1225,0,3
Anurida_maritima,1423,0,3
Anurida_maritima,592,0,3
Anurida_maritima,66,0,3
Anurida_maritima,661,0,3
Anurida_maritima,708,0,3
Anurida_maritima,795,0,3
Apachyus_charteceus,1023,0,3
Apachyus_charteceus,541,0,3
Apachyus_charteceus,946,0,3
Aphis_gossypii,1010,0,3
Aphis_gossypii,1037,0,3
Aphis_gossypii,1058,0,3
Aphis_gossypii,1086,0,3
Aphis_gossypii,1087,0,3
Aphis_gossypii,1107,0,3
Aphis_gossypii,1155,0,3
Aphis_gossypii,1163,0,3
Aphis_gossypii,1180,0,3
Aphis_gossypii,1196,0,3
Aphis_gossypii,122,0,3
Aphis_gossypii,1230,0,3
Aphis_gossypii,1251,0,3
Aphis_gossypii,1254,0,3
Aphis_gossypii,1261,0,3
Aphis_gossypii,1270,0,3
Aphis_gossypii,1276,0,3
Aphis_gossypii,1296,0,3
