species,gene,lam,k,rep
77,1,0,3,29
65,12,0,3,29
46,12,0,3,29
73,13,0,3,29
7,14,0,3,29
52,15,0,3,29
94,16,0,3,29
27,20,0,3,29
66,21,0,3,29
72,33,0,3,29
70,33,0,3,29
100,33,0,3,29
99,33,0,3,29
69,36,0,3,29
73,36,0,3,29
87,36,0,3,29
7,37,0,3,29
14,37,0,3,29
93,39,0,3,29
94,41,0,3,29
80,41,0,3,29
83,41,0,3,29
71,41,0,3,29
98,41,0,3,29
74,41,0,3,29
77,41,0,3,29
69,42,0,3,29
87,42,0,3,29
73,47,0,3,29
87,47,0,3,29
72,48,0,3,29
70,48,0,3,29
100,48,0,3,29
81,48,0,3,29
78,52,0,3,29
25,54,0,3,29
54,54,0,3,29
23,58,0,3,29
66,59,0,3,29
36,61,0,3,29
47,61,0,3,29
3,62,0,3,29
37,63,0,3,29
65,64,0,3,29
46,64,0,3,29
94,66,0,3,29
80,66,0,3,29
83,66,0,3,29
71,66,0,3,29
98,66,0,3,29
74,66,0,3,29
77,66,0,3,29
17,69,0,3,29
45,69,0,3,29
69,79,0,3,29
87,79,0,3,29
69,81,0,3,29
81,81,0,3,29
99,81,0,3,29
3,92,0,3,29
72,93,0,3,29
66,93,0,3,29
86,94,0,3,29
72,95,0,3,29
14,99,0,3,29
77,1,0.00001,3,29
65,12,0.00001,3,29
46,12,0.00001,3,29
73,13,0.00001,3,29
94,16,0.00001,3,29
66,21,0.00001,3,29
94,29,0.00001,3,29
72,33,0.00001,3,29
99,33,0.00001,3,29
69,36,0.00001,3,29
73,36,0.00001,3,29
87,36,0.00001,3,29
7,37,0.00001,3,29
14,37,0.00001,3,29
94,41,0.00001,3,29
80,41,0.00001,3,29
83,41,0.00001,3,29
71,41,0.00001,3,29
98,41,0.00001,3,29
74,41,0.00001,3,29
77,41,0.00001,3,29
69,42,0.00001,3,29
87,42,0.00001,3,29
73,47,0.00001,3,29
87,47,0.00001,3,29
72,48,0.00001,3,29
70,48,0.00001,3,29
100,48,0.00001,3,29
81,48,0.00001,3,29
25,54,0.00001,3,29
54,54,0.00001,3,29
23,58,0.00001,3,29
94,59,0.00001,3,29
80,59,0.00001,3,29
83,59,0.00001,3,29
71,59,0.00001,3,29
98,59,0.00001,3,29
74,59,0.00001,3,29
12,59,0.00001,3,29
77,59,0.00001,3,29
65,62,0.00001,3,29
37,63,0.00001,3,29
65,64,0.00001,3,29
46,64,0.00001,3,29
89,65,0.00001,3,29
75,65,0.00001,3,29
96,65,0.00001,3,29
94,65,0.00001,3,29
80,65,0.00001,3,29
83,65,0.00001,3,29
71,65,0.00001,3,29
98,65,0.00001,3,29
74,65,0.00001,3,29
57,65,0.00001,3,29
30,65,0.00001,3,29
35,65,0.00001,3,29
21,65,0.00001,3,29
16,65,0.00001,3,29
42,65,0.00001,3,29
22,65,0.00001,3,29
11,65,0.00001,3,29
49,65,0.00001,3,29
23,65,0.00001,3,29
50,65,0.00001,3,29
27,65,0.00001,3,29
38,65,0.00001,3,29
14,65,0.00001,3,29
3,65,0.00001,3,29
10,65,0.00001,3,29
24,65,0.00001,3,29
34,65,0.00001,3,29
69,65,0.00001,3,29
73,65,0.00001,3,29
87,65,0.00001,3,29
86,65,0.00001,3,29
64,65,0.00001,3,29
44,65,0.00001,3,29
61,65,0.00001,3,29
4,65,0.00001,3,29
29,65,0.00001,3,29
28,65,0.00001,3,29
63,65,0.00001,3,29
12,65,0.00001,3,29
20,65,0.00001,3,29
17,65,0.00001,3,29
45,65,0.00001,3,29
43,65,0.00001,3,29
77,65,0.00001,3,29
6,65,0.00001,3,29
58,65,0.00001,3,29
62,65,0.00001,3,29
41,65,0.00001,3,29
72,65,0.00001,3,29
66,65,0.00001,3,29
70,65,0.00001,3,29
100,65,0.00001,3,29
81,65,0.00001,3,29
99,65,0.00001,3,29
78,65,0.00001,3,29
94,66,0.00001,3,29
80,66,0.00001,3,29
83,66,0.00001,3,29
71,66,0.00001,3,29
98,66,0.00001,3,29
74,66,0.00001,3,29
77,66,0.00001,3,29
69,79,0.00001,3,29
69,81,0.00001,3,29
81,81,0.00001,3,29
99,81,0.00001,3,29
3,92,0.00001,3,29
72,93,0.00001,3,29
66,93,0.00001,3,29
72,95,0.00001,3,29
14,99,0.00001,3,29
89,100,0.00001,3,29
77,1,0.0001,3,29
94,3,0.0001,3,29
73,13,0.0001,3,29
94,14,0.0001,3,29
94,16,0.0001,3,29
66,21,0.0001,3,29
94,25,0.0001,3,29
98,25,0.0001,3,29
74,25,0.0001,3,29
23,25,0.0001,3,29
94,29,0.0001,3,29
69,36,0.0001,3,29
73,36,0.0001,3,29
87,36,0.0001,3,29
14,37,0.0001,3,29
94,41,0.0001,3,29
80,41,0.0001,3,29
83,41,0.0001,3,29
71,41,0.0001,3,29
98,41,0.0001,3,29
74,41,0.0001,3,29
77,41,0.0001,3,29
69,42,0.0001,3,29
87,42,0.0001,3,29
73,47,0.0001,3,29
87,47,0.0001,3,29
72,48,0.0001,3,29
70,48,0.0001,3,29
100,48,0.0001,3,29
81,48,0.0001,3,29
23,58,0.0001,3,29
94,59,0.0001,3,29
80,59,0.0001,3,29
83,59,0.0001,3,29
71,59,0.0001,3,29
98,59,0.0001,3,29
74,59,0.0001,3,29
12,59,0.0001,3,29
65,64,0.0001,3,29
46,64,0.0001,3,29
89,65,0.0001,3,29
75,65,0.0001,3,29
96,65,0.0001,3,29
94,65,0.0001,3,29
80,65,0.0001,3,29
83,65,0.0001,3,29
71,65,0.0001,3,29
98,65,0.0001,3,29
74,65,0.0001,3,29
39,65,0.0001,3,29
8,65,0.0001,3,29
57,65,0.0001,3,29
30,65,0.0001,3,29
35,65,0.0001,3,29
21,65,0.0001,3,29
16,65,0.0001,3,29
42,65,0.0001,3,29
22,65,0.0001,3,29
11,65,0.0001,3,29
49,65,0.0001,3,29
23,65,0.0001,3,29
50,65,0.0001,3,29
27,65,0.0001,3,29
38,65,0.0001,3,29
14,65,0.0001,3,29
3,65,0.0001,3,29
10,65,0.0001,3,29
24,65,0.0001,3,29
34,65,0.0001,3,29
69,65,0.0001,3,29
73,65,0.0001,3,29
87,65,0.0001,3,29
86,65,0.0001,3,29
64,65,0.0001,3,29
44,65,0.0001,3,29
61,65,0.0001,3,29
4,65,0.0001,3,29
29,65,0.0001,3,29
28,65,0.0001,3,29
63,65,0.0001,3,29
12,65,0.0001,3,29
20,65,0.0001,3,29
17,65,0.0001,3,29
45,65,0.0001,3,29
60,65,0.0001,3,29
43,65,0.0001,3,29
77,65,0.0001,3,29
6,65,0.0001,3,29
58,65,0.0001,3,29
62,65,0.0001,3,29
41,65,0.0001,3,29
53,65,0.0001,3,29
72,65,0.0001,3,29
66,65,0.0001,3,29
70,65,0.0001,3,29
100,65,0.0001,3,29
81,65,0.0001,3,29
99,65,0.0001,3,29
78,65,0.0001,3,29
94,66,0.0001,3,29
80,66,0.0001,3,29
83,66,0.0001,3,29
71,66,0.0001,3,29
98,66,0.0001,3,29
74,66,0.0001,3,29
77,66,0.0001,3,29
69,79,0.0001,3,29
87,79,0.0001,3,29
69,81,0.0001,3,29
81,81,0.0001,3,29
99,81,0.0001,3,29
73,90,0.0001,3,29
3,92,0.0001,3,29
72,93,0.0001,3,29
66,93,0.0001,3,29
72,95,0.0001,3,29
