species,gene,lam,k,rep,error
58,3,0,3,39,200
38,3,0,3,39,200
63,3,0,3,39,200
24,4,0,3,39,200
44,5,0,3,39,200
41,5,0,3,39,200
76,6,0,3,39,200
66,6,0,3,39,200
55,6,0,3,39,200
14,6,0,3,39,200
54,6,0,3,39,200
76,8,0,3,39,200
84,8,0,3,39,200
46,15,0,3,39,200
55,16,0,3,39,200
14,16,0,3,39,200
61,25,0,3,39,200
40,25,0,3,39,200
24,29,0,3,39,200
55,29,0,3,39,200
40,30,0,3,39,200
35,32,0,3,39,200
68,32,0,3,39,200
46,34,0,3,39,200
37,35,0,3,39,200
0,37,0,3,39,200
100,40,0,3,39,200
43,41,0,3,39,200
1,46,0,3,39,200
2,49,0,3,39,200
24,49,0,3,39,200
49,50,0,3,39,200
9,50,0,3,39,200
24,52,0,3,39,200
0,53,0,3,39,200
37,56,0,3,39,200
24,66,0,3,39,200
30,67,0,3,39,200
11,68,0,3,39,200
54,69,0,3,39,200
11,71,0,3,39,200
35,73,0,3,39,200
61,73,0,3,39,200
68,74,0,3,39,200
68,76,0,3,39,200
43,76,0,3,39,200
67,78,0,3,39,200
84,83,0,3,39,200
35,85,0,3,39,200
43,85,0,3,39,200
0,85,0,3,39,200
45,92,0,3,39,200
22,96,0,3,39,200
18,96,0,3,39,200
38,96,0,3,39,200
63,96,0,3,39,200
35,99,0,3,39,200
0,3,0.00001,3,39,200
58,3,0.00001,3,39,200
38,3,0.00001,3,39,200
63,3,0.00001,3,39,200
24,4,0.00001,3,39,200
44,5,0.00001,3,39,200
41,5,0.00001,3,39,200
76,6,0.00001,3,39,200
66,6,0.00001,3,39,200
55,6,0.00001,3,39,200
14,6,0.00001,3,39,200
54,6,0.00001,3,39,200
76,8,0.00001,3,39,200
84,8,0.00001,3,39,200
97,8,0.00001,3,39,200
46,15,0.00001,3,39,200
55,16,0.00001,3,39,200
14,16,0.00001,3,39,200
61,25,0.00001,3,39,200
40,25,0.00001,3,39,200
24,29,0.00001,3,39,200
55,29,0.00001,3,39,200
40,30,0.00001,3,39,200
35,32,0.00001,3,39,200
68,32,0.00001,3,39,200
46,34,0.00001,3,39,200
37,35,0.00001,3,39,200
0,37,0.00001,3,39,200
100,40,0.00001,3,39,200
43,41,0.00001,3,39,200
1,46,0.00001,3,39,200
2,49,0.00001,3,39,200
24,49,0.00001,3,39,200
49,50,0.00001,3,39,200
9,50,0.00001,3,39,200
24,52,0.00001,3,39,200
0,53,0.00001,3,39,200
37,56,0.00001,3,39,200
24,66,0.00001,3,39,200
30,67,0.00001,3,39,200
11,68,0.00001,3,39,200
54,69,0.00001,3,39,200
45,70,0.00001,3,39,200
57,70,0.00001,3,39,200
11,71,0.00001,3,39,200
35,73,0.00001,3,39,200
61,73,0.00001,3,39,200
68,74,0.00001,3,39,200
68,76,0.00001,3,39,200
43,76,0.00001,3,39,200
67,78,0.00001,3,39,200
84,83,0.00001,3,39,200
35,85,0.00001,3,39,200
43,85,0.00001,3,39,200
0,85,0.00001,3,39,200
45,92,0.00001,3,39,200
37,95,0.00001,3,39,200
22,96,0.00001,3,39,200
18,96,0.00001,3,39,200
38,96,0.00001,3,39,200
63,96,0.00001,3,39,200
35,99,0.00001,3,39,200
0,3,0.0001,3,39,200
58,3,0.0001,3,39,200
44,5,0.0001,3,39,200
41,5,0.0001,3,39,200
76,6,0.0001,3,39,200
66,6,0.0001,3,39,200
55,6,0.0001,3,39,200
14,6,0.0001,3,39,200
54,6,0.0001,3,39,200
76,8,0.0001,3,39,200
84,8,0.0001,3,39,200
97,8,0.0001,3,39,200
46,15,0.0001,3,39,200
55,16,0.0001,3,39,200
14,16,0.0001,3,39,200
84,24,0.0001,3,39,200
61,25,0.0001,3,39,200
24,29,0.0001,3,39,200
40,30,0.0001,3,39,200
35,32,0.0001,3,39,200
68,32,0.0001,3,39,200
46,34,0.0001,3,39,200
37,35,0.0001,3,39,200
11,36,0.0001,3,39,200
0,37,0.0001,3,39,200
43,41,0.0001,3,39,200
24,41,0.0001,3,39,200
1,46,0.0001,3,39,200
2,49,0.0001,3,39,200
49,50,0.0001,3,39,200
9,50,0.0001,3,39,200
24,52,0.0001,3,39,200
0,53,0.0001,3,39,200
37,56,0.0001,3,39,200
24,66,0.0001,3,39,200
30,67,0.0001,3,39,200
58,67,0.0001,3,39,200
5,68,0.0001,3,39,200
11,68,0.0001,3,39,200
54,69,0.0001,3,39,200
11,71,0.0001,3,39,200
35,73,0.0001,3,39,200
68,74,0.0001,3,39,200
68,76,0.0001,3,39,200
43,76,0.0001,3,39,200
67,78,0.0001,3,39,200
49,82,0.0001,3,39,200
84,83,0.0001,3,39,200
35,85,0.0001,3,39,200
43,85,0.0001,3,39,200
0,85,0.0001,3,39,200
45,92,0.0001,3,39,200
37,95,0.0001,3,39,200
22,96,0.0001,3,39,200
18,96,0.0001,3,39,200
35,99,0.0001,3,39,200
0,3,0.001,3,39,200
58,3,0.001,3,39,200
63,3,0.001,3,39,200
44,5,0.001,3,39,200
66,6,0.001,3,39,200
14,6,0.001,3,39,200
54,6,0.001,3,39,200
76,8,0.001,3,39,200
46,15,0.001,3,39,200
55,16,0.001,3,39,200
14,16,0.001,3,39,200
35,32,0.001,3,39,200
46,34,0.001,3,39,200
0,37,0.001,3,39,200
82,40,0.001,3,39,200
23,40,0.001,3,39,200
27,40,0.001,3,39,200
43,41,0.001,3,39,200
1,46,0.001,3,39,200
2,49,0.001,3,39,200
49,50,0.001,3,39,200
9,50,0.001,3,39,200
0,53,0.001,3,39,200
37,56,0.001,3,39,200
30,67,0.001,3,39,200
5,68,0.001,3,39,200
11,68,0.001,3,39,200
66,70,0.001,3,39,200
11,71,0.001,3,39,200
21,72,0.001,3,39,200
68,74,0.001,3,39,200
40,74,0.001,3,39,200
43,76,0.001,3,39,200
49,82,0.001,3,39,200
43,85,0.001,3,39,200
0,85,0.001,3,39,200
37,95,0.001,3,39,200
35,99,0.001,3,39,200
30,3,0.01,3,39,200
58,3,0.01,3,39,200
38,3,0.01,3,39,200
63,3,0.01,3,39,200
49,3,0.01,3,39,200
9,3,0.01,3,39,200
44,5,0.01,3,39,200
14,16,0.01,3,39,200
26,34,0.01,3,39,200
46,34,0.01,3,39,200
82,40,0.01,3,39,200
23,40,0.01,3,39,200
27,40,0.01,3,39,200
2,49,0.01,3,39,200
0,53,0.01,3,39,200
37,56,0.01,3,39,200
30,67,0.01,3,39,200
66,70,0.01,3,39,200
40,74,0.01,3,39,200
37,95,0.01,3,39,200
32,51,10,3,39,200
32,51,100,3,39,200
6,51,true,3,39,200
41,51,true,3,39,200
71,51,true,3,39,200
40,93,true,3,39,200
7,93,true,3,39,200
45,93,true,3,39,200
21,93,true,3,39,200
90,2,0,3,39,400
24,4,0,3,39,400
21,4,0,3,39,400
66,6,0,3,39,400
21,7,0,3,39,400
100,12,0,3,39,400
84,12,0,3,39,400
28,15,0,3,39,400
61,25,0,3,39,400
45,25,0,3,39,400
7,25,0,3,39,400
92,26,0,3,39,400
21,27,0,3,39,400
69,29,0,3,39,400
57,32,0,3,39,400
11,36,0,3,39,400
68,36,0,3,39,400
81,37,0,3,39,400
57,39,0,3,39,400
100,40,0,3,39,400
99,40,0,3,39,400
97,40,0,3,39,400
43,41,0,3,39,400
24,41,0,3,39,400
80,41,0,3,39,400
3,41,0,3,39,400
99,47,0,3,39,400
97,47,0,3,39,400
21,47,0,3,39,400
99,48,0,3,39,400
37,48,0,3,39,400
24,52,0,3,39,400
35,59,0,3,39,400
68,59,0,3,39,400
43,59,0,3,39,400
41,62,0,3,39,400
80,62,0,3,39,400
3,62,0,3,39,400
49,66,0,3,39,400
24,66,0,3,39,400
61,67,0,3,39,400
37,67,0,3,39,400
21,67,0,3,39,400
11,68,0,3,39,400
40,68,0,3,39,400
26,68,0,3,39,400
11,71,0,3,39,400
35,73,0,3,39,400
68,74,0,3,39,400
7,75,0,3,39,400
68,76,0,3,39,400
43,76,0,3,39,400
81,77,0,3,39,400
38,77,0,3,39,400
63,77,0,3,39,400
67,78,0,3,39,400
97,79,0,3,39,400
84,79,0,3,39,400
37,79,0,3,39,400
11,80,0,3,39,400
68,80,0,3,39,400
47,82,0,3,39,400
74,82,0,3,39,400
34,82,0,3,39,400
22,82,0,3,39,400
18,82,0,3,39,400
46,83,0,3,39,400
0,83,0,3,39,400
37,83,0,3,39,400
40,84,0,3,39,400
92,87,0,3,39,400
92,88,0,3,39,400
89,88,0,3,39,400
11,89,0,3,39,400
68,89,0,3,39,400
37,95,0,3,39,400
61,97,0,3,39,400
35,99,0,3,39,400
90,2,0.00001,3,39,400
24,4,0.00001,3,39,400
21,4,0.00001,3,39,400
66,6,0.00001,3,39,400
21,7,0.00001,3,39,400
100,12,0.00001,3,39,400
84,12,0.00001,3,39,400
28,15,0.00001,3,39,400
61,25,0.00001,3,39,400
45,25,0.00001,3,39,400
7,25,0.00001,3,39,400
40,25,0.00001,3,39,400
21,27,0.00001,3,39,400
69,29,0.00001,3,39,400
57,32,0.00001,3,39,400
11,36,0.00001,3,39,400
68,36,0.00001,3,39,400
81,37,0.00001,3,39,400
57,39,0.00001,3,39,400
92,40,0.00001,3,39,400
100,40,0.00001,3,39,400
99,40,0.00001,3,39,400
97,40,0.00001,3,39,400
45,40,0.00001,3,39,400
43,41,0.00001,3,39,400
24,41,0.00001,3,39,400
80,41,0.00001,3,39,400
3,41,0.00001,3,39,400
84,42,0.00001,3,39,400
99,47,0.00001,3,39,400
97,47,0.00001,3,39,400
21,47,0.00001,3,39,400
99,48,0.00001,3,39,400
37,48,0.00001,3,39,400
24,52,0.00001,3,39,400
11,59,0.00001,3,39,400
35,59,0.00001,3,39,400
68,59,0.00001,3,39,400
43,59,0.00001,3,39,400
41,62,0.00001,3,39,400
80,62,0.00001,3,39,400
3,62,0.00001,3,39,400
49,66,0.00001,3,39,400
24,66,0.00001,3,39,400
61,67,0.00001,3,39,400
37,67,0.00001,3,39,400
21,67,0.00001,3,39,400
11,68,0.00001,3,39,400
40,68,0.00001,3,39,400
26,68,0.00001,3,39,400
11,71,0.00001,3,39,400
35,73,0.00001,3,39,400
68,74,0.00001,3,39,400
7,75,0.00001,3,39,400
68,76,0.00001,3,39,400
43,76,0.00001,3,39,400
81,77,0.00001,3,39,400
38,77,0.00001,3,39,400
63,77,0.00001,3,39,400
67,78,0.00001,3,39,400
97,79,0.00001,3,39,400
84,79,0.00001,3,39,400
37,79,0.00001,3,39,400
11,80,0.00001,3,39,400
68,80,0.00001,3,39,400
47,82,0.00001,3,39,400
74,82,0.00001,3,39,400
34,82,0.00001,3,39,400
22,82,0.00001,3,39,400
18,82,0.00001,3,39,400
46,83,0.00001,3,39,400
0,83,0.00001,3,39,400
37,83,0.00001,3,39,400
40,84,0.00001,3,39,400
92,87,0.00001,3,39,400
92,88,0.00001,3,39,400
89,88,0.00001,3,39,400
11,89,0.00001,3,39,400
68,89,0.00001,3,39,400
37,95,0.00001,3,39,400
61,97,0.00001,3,39,400
35,99,0.00001,3,39,400
90,2,0.0001,3,39,400
81,4,0.0001,3,39,400
24,4,0.0001,3,39,400
21,4,0.0001,3,39,400
